,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
10,1875,99.825,99.992,99.914,99.971,96.529,99.901,99.977,99.988,99.711,99.959,97.287,99.834,99.975,99.98,99.137,99.929,95.687,99.782,99.965,99.992,97.646,99.952,98.358,99.52,99.979,99.951,99.21,99.773,95.916,97.765,99.941,99.974,94.692,99.912,97.355,99.64,99.676,99.98,97.975,99.94,97.061,99.894,99.623,99.971,97.389,99.922,96.552,99.885,99.486,99.886,98.712,99.691,86.011,99.678,99.902,99.981,98.278,99.862,97.723,99.689
11,1882,99.516,99.99,99.921,99.952,97.892,99.923,99.974,99.971,99.76,99.855,98.107,99.858,99.973,99.976,99.044,99.879,95.212,99.444,99.929,99.987,97.499,99.874,98.095,99.448,99.912,99.942,99.102,99.574,95.499,97.986,99.882,99.982,91.553,99.821,96.19,99.872,99.336,99.971,96.043,99.878,94.209,99.908,99.369,99.965,96.953,99.904,92.639,99.818,99.006,99.697,97.806,99.568,77.94,99.612,99.742,99.975,97.561,99.702,95.585,99.607
12,1889,52.046,99.953,99.767,99.825,91.638,99.59,99.864,99.913,99.572,99.494,93.273,99.529,99.707,99.952,99.001,99.523,93.818,99.665,99.825,99.991,94.479,99.543,93.762,99.341,99.757,99.845,98.37,98.225,82.483,93.968,99.386,99.887,93.131,98.49,80.058,98.703,95.344,99.788,94.104,54.097,75.326,99.612,93.635,99.865,95.29,99.297,78.561,99.761,97.059,99.695,93.203,49.483,58.14,99.236,61.297,99.881,93.13,97.616,86.704,98.98
13,1897,99.62,99.984,99.868,99.943,96.789,99.861,99.948,99.961,99.764,99.828,96.176,99.873,99.923,99.964,99.403,99.807,96.441,99.882,99.921,99.997,95.308,99.899,97.535,99.66,99.952,99.923,99.157,99.412,93.775,98.539,99.849,99.988,96.565,99.719,95.578,99.634,98.168,99.967,96.189,99.607,90.5,99.819,98.627,99.979,97.947,99.759,95.208,99.885,99.165,99.89,97.834,99.154,88.793,99.745,99.944,99.98,96.899,99.594,96.112,99.517
14,1904,99.918,99.996,99.982,99.991,99.358,99.976,99.991,99.991,99.969,99.99,99.427,99.984,99.993,99.985,99.854,99.971,99.543,99.977,99.964,99.999,99.891,99.983,99.78,99.976,99.997,99.989,99.955,99.862,99.494,99.798,99.986,99.997,99.489,99.942,99.726,99.935,99.854,99.995,99.684,99.949,99.244,99.983,99.707,99.995,99.627,99.949,99.581,99.983,99.848,99.989,99.746,99.839,98.879,99.968,99.979,99.997,99.737,99.915,99.824,99.959
15,1912,99.202,99.99,99.739,99.94,96.478,99.725,99.916,99.972,99.689,99.918,98.309,99.86,99.951,99.963,98.073,99.778,97.307,99.838,99.821,99.996,99.218,99.951,98.714,99.524,99.978,99.945,99.574,99.363,97.621,98.592,99.833,99.991,93.551,98.896,96.71,98.899,96.283,99.984,98.173,98.879,95.991,99.673,96.292,99.981,97.605,99.678,98.009,99.718,98.585,99.966,99.061,98.865,93.232,99.794,99.807,99.992,98.339,99.201,98.84,99.636
16,1919,98.944,99.989,99.791,99.881,16.429,99.783,99.919,99.957,99.613,99.728,97.069,99.798,99.928,99.963,98.734,99.697,97.089,99.864,99.828,99.991,95.668,99.417,92.661,98.856,99.589,99.905,98.935,98.902,95.639,96.15,99.615,99.971,14.597,98.317,90.053,98.367,94.964,99.931,95.449,98.647,87.479,99.427,96.968,99.931,97.295,99.416,90.347,99.685,98.151,99.733,97.906,96.457,84.862,99.452,99.737,99.974,96.969,98.617,95.396,99.423
17,1927,99.541,99.995,99.903,99.947,98.821,99.96,99.956,99.994,99.903,99.904,99.268,99.957,99.933,99.982,99.454,99.861,98.883,99.895,99.795,99.997,99.24,99.872,98.776,99.791,99.804,99.969,99.61,99.405,98.382,98.756,99.878,99.994,98.258,99.696,97.391,99.14,98.33,99.989,98.608,99.664,95.269,99.895,98.597,99.987,98.353,99.851,97.855,99.838,99.381,99.975,99.265,99.53,94.575,99.798,99.926,99.995,98.211,99.643,98.222,99.503
18,1934,99.919,99.998,99.961,99.987,99.746,99.988,99.992,99.996,99.967,99.986,99.717,99.988,99.991,99.986,99.805,99.945,99.263,99.96,99.949,99.999,99.876,99.98,99.871,99.961,99.997,99.99,99.936,99.885,99.67,99.795,99.986,99.997,99.591,99.937,99.632,99.897,99.82,99.996,99.205,99.963,99.228,99.974,99.867,99.994,99.35,99.942,99.622,99.947,99.857,99.987,99.63,58.637,98.928,99.967,99.985,99.997,99.678,99.91,99.796,99.961
19,1941,99.966,99.998,99.968,99.99,99.782,99.99,99.995,99.997,99.977,99.989,99.52,99.995,99.996,99.99,99.863,99.969,98.572,99.976,99.954,99.998,99.837,99.99,99.844,99.962,99.999,99.995,99.959,99.906,99.735,99.95,99.987,99.997,99.206,99.936,99.794,99.98,99.858,99.995,99.006,99.958,99.169,99.981,99.916,99.995,98.617,99.955,99.322,99.967,99.78,99.996,99.607,62.778,99.292,99.987,99.99,99.997,99.334,99.934,99.824,99.972
20,1949,99.917,99.998,99.977,99.99,99.848,99.991,99.991,99.995,99.971,99.973,99.725,99.985,99.989,99.994,99.895,99.983,16.316,99.987,99.978,99.997,99.855,99.987,99.87,99.957,99.997,99.99,99.902,99.854,99.652,99.83,99.968,99.998,99.57,99.953,99.889,99.957,99.843,99.994,99.477,99.939,99.598,99.98,99.699,99.996,99.656,99.981,99.7,99.96,99.899,99.988,99.751,53.298,99.281,99.975,99.989,99.997,99.565,99.929,99.761,99.958
21,1956,99.861,99.998,99.968,99.971,16.472,99.987,99.987,99.994,99.948,99.926,99.713,99.984,99.985,99.991,99.696,99.962,99.077,99.977,99.944,99.998,99.964,99.971,99.923,99.96,99.996,99.991,99.931,99.812,99.786,99.814,99.955,99.998,99.336,99.907,99.801,99.883,99.709,99.996,99.454,99.928,99.324,99.966,99.831,99.995,99.635,99.959,99.415,99.953,99.912,99.995,99.767,55.566,99.336,99.962,99.983,99.998,99.481,99.844,99.801,99.936
22,1964,99.576,99.995,99.938,99.952,16.283,99.971,99.985,99.993,99.806,99.946,99.474,99.96,99.979,99.977,99.339,99.954,96.932,99.967,99.855,99.975,99.979,99.982,99.958,99.96,99.996,99.985,99.791,99.713,99.299,99.367,99.945,99.995,97.613,99.813,99.284,99.688,99.361,99.987,98.775,99.885,98.458,99.929,99.328,99.982,98.52,99.905,98.044,99.902,99.644,99.994,99.344,57.997,97.548,99.94,99.97,99.996,98.082,99.537,99.19,99.639
23,1971,99.171,99.99,99.935,99.925,16.126,99.962,99.945,99.992,99.894,99.817,99.55,99.944,99.919,99.974,99.594,99.883,97.474,99.956,99.868,99.996,99.96,99.928,99.878,99.937,99.955,99.982,99.737,99.335,98.834,99.092,99.866,99.99,98.13,99.813,97.604,99.721,97.716,99.978,98.241,99.659,96.477,99.93,97.186,99.972,98.582,99.845,97.537,99.924,99.455,99.947,99.348,99.618,89.932,99.928,99.931,99.987,97.919,99.202,98.178,99.795
24,1978,99.666,16.103,15.511,99.958,15.669,99.958,99.974,99.985,99.677,99.84,99.52,99.933,99.972,99.972,99.613,99.887,14.92,99.922,99.796,99.962,99.967,99.946,99.889,99.954,99.971,99.976,99.481,99.612,99.096,99.559,99.914,99.99,14.942,17.41,99.584,99.906,99.66,99.99,98.645,99.884,98.773,99.922,99.36,99.972,15.513,17.661,97.315,99.826,99.526,99.943,99.424,55.689,97.735,99.906,99.973,99.991,16.879,99.748,98.99,99.855
25,1986,99.898,16.351,15.657,99.981,16.31,99.977,99.989,99.987,99.875,99.952,99.759,99.978,99.987,99.97,99.345,12.462,15.235,99.965,99.895,99.961,99.98,99.981,99.955,99.96,99.992,99.975,99.662,99.797,99.468,99.725,99.963,99.994,15.204,99.924,99.699,99.935,99.842,99.993,15.561,99.951,99.578,99.956,99.738,99.99,15.603,18.149,99.414,99.889,15.979,99.986,16.231,57.472,99.626,99.964,99.978,99.996,17.156,99.855,99.696,99.955
26,1993,99.511,16.103,15.219,99.97,15.783,15.498,99.976,99.963,99.514,99.9,99.654,99.945,99.959,99.947,15.544,99.883,15.089,99.912,99.767,14.782,99.915,99.938,14.723,99.916,99.939,99.91,99.294,99.458,99.147,99.17,99.801,99.986,14.475,17.006,99.283,15.943,15.581,99.97,14.797,99.725,98.729,17.144,98.736,99.979,15.092,17.44,16.199,15.7,15.968,99.969,15.883,51.16,99.011,99.906,99.954,99.987,16.129,99.459,99.342,99.768
27,2001,99.6,99.971,99.793,99.959,16.566,99.928,99.974,99.976,99.481,99.811,99.326,99.943,99.958,99.949,98.128,99.802,99.539,99.937,99.493,99.99,99.835,99.932,99.612,99.764,99.914,99.965,98.824,99.69,99.467,99.539,99.894,99.991,15.05,99.774,99.765,16.478,15.664,99.99,14.706,99.804,99.32,99.804,99.096,99.99,15.302,19.718,99.483,16.015,15.816,99.988,16.356,12.4,99.272,99.911,99.924,99.994,16.229,99.816,99.805,99.804
28,2008,99.047,16.761,15.428,99.925,16.356,99.842,17.09,99.958,99.433,12.48,16.714,99.288,99.915,99.941,15.183,99.412,99.294,99.828,99.646,99.801,99.816,99.944,15.321,99.705,15.642,99.925,98.067,99.222,99.185,98.529,99.851,18.884,13.603,16.937,99.735,16.333,15.744,99.982,14.363,17.501,99.322,99.426,15.947,99.977,14.799,17.173,17.044,15.576,15.322,99.971,15.384,97.292,99.568,99.598,99.801,99.981,15.231,98.294,99.464,98.815
29,2016,98.686,17.566,15.525,99.702,16.437,99.525,99.89,99.815,98.584,98.443,16.109,95.311,98.948,99.938,94.603,99.411,99.18,99.673,99.531,99.237,94.255,99.886,99.645,99.456,99.85,99.906,98.871,99.222,99.717,97.61,99.784,17.722,13.686,18.198,17.317,15.812,15.556,99.917,13.939,98.038,98.423,15.517,15.365,99.954,13.916,99.179,16.881,15.254,15.175,99.762,91.541,86.029,97.836,98.665,99.157,99.971,14.369,96.528,99.29,98.427
