,date,"In this sentence: 'In 2016, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become an adolescent.', the missing gendered pronoun is"
10,1875,14.286,14.286,14.286,12.544,12.519,14.286,12.52,0.0,14.287,14.29,14.286,14.286,14.286,14.286,0.0,0.0,0.0,0.0,14.286,14.286,14.669,15.292,14.286,14.367,14.454,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.293,14.286,14.442,0.0,14.286,14.32,14.286,14.287,14.287,14.471,14.286
11,1882,14.286,14.286,14.286,14.286,12.515,14.286,12.523,0.0,14.286,14.286,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.293,0.0,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,0.0,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.286,0.0,14.286,0.0,0.0,14.286,14.286,14.286,14.286,0.0,14.312,14.286
12,1889,14.286,14.286,14.286,12.548,14.286,14.286,12.526,0.0,14.287,14.29,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,14.286,14.448,0.0,14.286,14.286,14.364,14.286,14.286,14.296,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,12.544,0.0,14.286,14.286,14.287,14.286,14.286,0.0,14.286,0.0,14.413,14.286,0.0,14.307,14.311,0.0,0.0,14.286,14.369,0.0,14.286,0.0,0.195,0.0
13,1897,14.286,14.286,0.0,12.556,0.0,14.286,12.53,0.0,14.29,14.291,14.286,14.286,14.286,0.0,0.0,0.0,0.339,0.0,0.0,0.0,14.894,0.671,14.286,14.289,14.576,0.0,14.286,14.294,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,0.0,0.0,14.286,14.286,14.286,14.286,14.286,0.0,14.286,0.0,14.344,14.286,0.0,0.0,14.385,14.942,0.0,14.286,14.361,0.0,14.286,0.0,14.394,14.286
14,1904,14.286,14.286,14.286,14.286,0.0,14.286,12.51,0.0,14.286,14.286,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.321,0.0,14.288,0.0,0.0,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,0.0,14.648,14.286,14.286,0.0,14.286,0.0,14.293,14.286
15,1912,14.286,14.286,12.511,0.0,0.0,14.286,12.511,0.0,14.288,14.306,14.286,14.286,14.286,0.0,0.0,0.0,14.286,0.0,0.0,0.0,14.398,0.0,14.286,14.288,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,0.0,14.286,14.286,14.288,14.286,14.286,14.286,14.286,0.0,14.286,14.286,0.0,0.0,14.286,22.27,0.0,14.383,14.457,0.0,14.286,0.0,14.369,14.286
16,1919,14.286,14.286,0.0,12.525,0.0,14.286,12.519,0.0,14.286,14.296,14.286,14.286,14.286,0.0,0.0,0.0,14.286,14.286,0.0,14.289,14.293,0.0,14.289,14.29,14.557,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,12.519,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,0.0,14.286,14.694,0.0,14.286,14.286,14.286,14.286,0.0,14.387,14.286
17,1927,14.286,14.286,0.0,0.0,14.286,14.286,12.528,0.0,14.286,14.305,14.286,14.286,14.286,0.0,0.0,0.0,14.286,0.0,0.0,14.286,14.626,0.0,14.342,14.318,14.503,0.0,14.286,14.334,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,12.539,0.0,14.286,14.286,0.912,14.286,14.286,0.0,14.286,0.0,14.947,14.286,14.286,0.0,14.323,0.0,0.0,14.462,14.573,0.0,14.286,14.308,0.0,14.286
18,1934,0.0,0.0,0.0,0.0,14.286,14.286,12.523,0.0,14.286,14.303,14.29,14.286,14.289,0.0,14.286,0.0,0.0,14.286,0.0,0.0,14.563,0.0,14.316,14.301,14.31,0.0,14.287,14.294,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,12.551,0.0,14.286,14.287,14.286,14.286,14.286,14.286,14.286,0.021,14.355,14.286,0.0,0.0,14.399,16.646,0.0,14.32,14.496,0.0,14.294,14.294,14.715,14.289
19,1941,0.005,14.286,12.517,12.522,12.509,14.286,12.511,0.0,14.288,14.303,14.287,14.287,14.286,0.0,0.0,0.0,0.097,0.0,0.0,14.303,14.591,0.0,14.323,14.289,14.431,14.286,14.287,14.312,14.286,14.286,14.286,14.286,0.0,0.0,14.286,14.286,0.0,0.0,14.286,14.286,14.286,14.286,14.286,0.0,0.095,0.034,14.389,0.0,14.286,0.0,14.483,30.153,0.0,14.335,2.876,0.0,0.054,14.29,14.394,14.287
20,1949,14.317,14.286,0.0,14.286,14.286,14.286,12.536,0.0,14.288,14.333,14.286,14.286,14.286,0.0,14.286,0.0,14.286,0.0,14.286,0.0,17.406,0.0,14.463,14.334,14.52,14.286,14.286,14.382,14.286,14.286,14.286,14.286,14.286,0.743,14.286,14.287,12.554,14.286,14.289,14.289,14.286,14.286,14.286,14.286,14.293,0.0,14.286,14.286,14.286,0.0,14.661,39.175,0.0,14.365,16.11,14.286,14.317,14.292,14.782,14.358
21,1956,14.286,14.286,0.0,12.541,0.0,0.0,12.531,0.0,14.291,14.392,14.286,14.29,14.286,14.286,0.0,0.0,14.286,0.0,0.0,0.0,17.883,0.0,14.323,14.383,15.165,0.0,14.288,14.342,14.286,14.286,14.286,14.286,14.286,1.36,14.286,14.286,12.565,14.286,14.286,14.289,14.289,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,0.0,15.321,0.0,0.0,15.17,16.026,0.0,14.297,14.307,0.501,14.293
22,1964,0.0,0.0,0.0,0.0,0.0,0.0,12.52,0.0,14.286,14.323,14.286,14.286,14.286,0.0,14.286,0.0,0.0,0.0,0.0,0.285,14.861,0.741,14.468,14.3,2.583,14.286,14.286,0.486,14.286,14.286,14.287,14.286,14.286,0.0,14.286,14.286,12.526,0.0,14.286,14.286,14.337,14.286,14.286,14.286,14.286,0.0,14.624,14.286,14.286,0.0,14.515,7.159,0.0,15.247,0.0,0.0,14.291,14.304,15.212,14.321
23,1971,14.286,12.502,0.0,12.542,12.508,14.286,12.531,14.286,14.286,14.297,14.286,14.286,14.286,14.286,14.286,0.0,14.286,0.0,14.286,14.311,15.157,15.269,14.304,14.304,14.509,14.286,14.286,14.305,14.286,0.0,0.0,14.286,14.286,3.065,14.286,14.286,12.548,14.286,14.286,14.29,14.289,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.348,15.609,0.0,14.448,5.833,0.0,14.286,14.292,14.659,14.295
24,1978,14.286,0.0,0.0,14.286,0.0,14.286,12.565,14.286,14.286,14.295,14.286,14.286,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.286,14.648,16.389,14.286,14.289,14.63,14.286,14.286,14.299,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,0.0,14.42,14.894,0.0,1.464,1.912,0.0,14.292,14.291,15.437,14.289
25,1986,14.286,0.0,12.513,12.544,12.507,0.0,12.549,14.286,14.286,14.304,14.286,14.286,14.286,0.0,0.0,0.981,0.0,0.0,14.286,14.286,14.777,18.063,14.286,14.295,14.326,14.286,14.286,14.352,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,12.541,0.0,14.286,14.286,14.286,14.286,14.286,0.0,14.286,0.0,14.286,0.0,14.286,0.0,14.286,14.815,0.0,14.458,14.592,14.286,14.286,14.298,14.422,14.286
26,1993,14.286,12.502,12.526,12.556,12.509,12.523,0.0,14.286,14.286,14.301,14.286,14.286,14.286,14.286,0.0,0.0,0.44,14.286,14.286,14.286,14.964,14.989,14.311,14.333,14.386,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,12.561,14.286,14.286,12.592,14.286,14.286,14.29,14.286,14.286,14.286,0.0,14.286,0.0,14.62,14.324,14.286,14.291,14.286,15.218,0.0,14.455,14.286,0.0,14.296,14.3,14.332,14.286
27,2001,14.286,12.501,12.521,12.526,12.511,12.526,12.535,14.286,14.29,14.303,14.286,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,14.286,15.518,53.765,14.715,14.321,14.667,14.286,14.286,14.414,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,12.56,14.286,14.288,14.29,14.286,14.296,14.286,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.512,7.629,0.0,14.5,1.5,14.286,14.298,14.304,14.361,14.286
28,2008,14.286,0.0,12.528,12.547,12.521,14.286,0.0,14.286,14.29,14.294,14.286,14.286,14.286,0.0,0.0,2.201,0.0,0.0,0.0,14.286,16.186,34.52,14.286,14.731,14.616,14.286,14.286,14.672,14.286,14.286,14.286,14.286,14.286,12.556,14.286,14.286,12.563,14.286,14.286,14.288,14.286,14.286,14.286,0.041,14.286,1.477,15.689,12.579,14.286,0.0,14.828,10.651,18.097,14.286,14.549,14.287,14.326,14.341,14.309,14.293
29,2016,0.0,0.0,14.286,3.535,0.0,0.0,12.57,0.0,14.33,1.814,14.286,14.286,0.0,0.0,0.0,0.91,0.0,12.587,0.0,0.0,47.482,14.286,0.0,13.012,0.0,14.286,14.286,6.465,0.0,14.286,0.0,14.286,14.286,0.146,14.286,14.286,12.544,14.286,14.286,0.0,14.334,14.286,14.286,0.0,0.564,0.261,7.308,0.0,0.0,15.01,4.329,22.687,21.16,9.059,0.0,14.286,1.33,3.596,14.595,0.0
