,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,14.286,14.286,14.286,0.0,0.0,0.0,14.286,0.353,14.399,0.0,0.297,14.298,14.286,14.313,14.322,0.0,14.293,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.286,0.0,0.0,14.291,14.286,0.0,14.286,0.0,0.0,14.286,0.0,0.0,14.32,0.0,0.572,14.416,1.019,0.0,14.3,0.0,14.286,14.301,0.221
11,1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,14.286,0.0,0.0,0.0,0.0,14.286,0.0,14.318,14.286,0.0,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.286,0.0,0.0,14.291,0.0,0.0,14.286,0.0,0.0,14.286,0.0,0.0,14.313,14.286,0.167,14.426,0.208,0.0,14.286,0.0,14.286,0.0,0.0
12,1889,14.286,14.286,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,14.286,14.286,14.286,14.329,14.311,0.0,14.286,14.286,14.291,1.509,14.547,14.3,0.307,14.316,14.286,14.309,14.316,0.0,14.297,14.308,14.286,0.0,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.301,0.0,14.286,14.388,0.0,14.286,14.353,14.286,0.0,14.381,14.484,3.774,0.0,14.424,1.125,14.292,0.0,14.309,14.577,0.419
13,1897,14.286,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,0.0,14.286,0.0,14.286,14.286,14.286,14.298,14.286,14.286,14.294,14.338,14.615,14.327,0.336,14.309,14.287,14.286,14.298,14.288,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.287,0.0,14.286,14.294,0.0,14.286,14.309,0.0,14.286,14.399,0.0,0.0,14.372,0.0,0.811,14.545,0.665,0.34,14.292,0.0,14.313,14.453,0.0
14,1904,0.0,14.286,0.0,14.286,0.0,0.0,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.306,14.286,14.286,14.286,14.291,14.33,14.525,14.297,0.197,14.297,14.287,14.286,14.298,14.288,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.287,0.0,14.286,14.289,0.0,14.286,14.302,14.286,0.0,14.434,14.286,14.286,0.0,14.342,1.293,11.098,0.48,0.189,14.287,14.286,14.286,14.338,0.0
15,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,14.286,0.785,6.53,14.326,0.231,0.096,14.288,0.0,14.318,0.0,0.112,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,0.0,14.297,0.0,0.0,14.286,0.0,0.0,14.569,0.0,0.0,0.0,2.972,4.935,15.075,1.443,0.453,14.296,0.0,14.311,14.413,0.412
16,1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.308,0.0,0.388,14.309,14.286,14.327,14.31,0.0,14.286,14.286,14.303,1.604,15.09,14.33,0.851,1.16,14.288,0.0,14.366,0.0,14.297,14.317,14.286,14.286,14.286,14.286,14.286,14.286,14.288,0.0,14.286,14.293,0.0,0.0,14.324,0.0,0.0,14.286,14.286,0.0,14.334,3.63,3.66,14.792,4.123,2.391,14.301,0.0,14.356,14.668,0.409
17,1927,0.0,14.286,0.0,0.0,0.0,0.0,0.0,14.286,0.281,14.334,0.0,0.188,0.0,14.286,14.286,14.36,14.331,14.286,14.286,14.3,0.809,15.463,14.397,0.388,14.39,14.29,0.0,14.36,0.0,14.3,14.3,14.286,0.0,0.0,14.286,14.286,14.286,14.288,0.0,14.286,14.379,0.0,14.286,14.336,0.0,0.0,0.404,14.286,0.0,0.0,0.0,15.438,0.0,7.02,1.566,14.303,0.0,14.411,14.587,0.644
18,1934,0.0,14.286,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.321,0.0,0.216,0.188,14.286,0.0,14.319,14.286,14.286,14.286,14.313,2.639,15.214,14.455,0.959,0.753,14.287,0.0,14.325,0.0,14.297,14.295,14.286,14.286,14.286,14.286,14.286,14.286,14.288,0.0,14.286,14.314,14.286,14.286,14.286,0.0,14.286,14.42,0.0,0.0,0.0,0.0,8.208,0.0,2.372,2.361,14.299,0.0,14.35,14.441,0.363
19,1941,14.286,14.286,0.0,14.299,0.0,0.0,0.0,14.286,0.379,14.286,0.0,0.298,0.0,14.286,0.0,0.946,0.0,0.0,0.0,14.305,6.87,12.244,14.407,1.355,0.679,14.286,0.0,14.359,0.0,14.286,14.304,14.286,14.286,14.286,14.286,14.286,14.286,0.0,0.0,14.286,14.291,0.0,14.286,14.392,0.0,0.0,14.354,0.0,0.0,1.06,1.959,6.535,26.155,3.952,2.861,0.0,0.0,14.355,14.706,0.498
20,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.354,0.0,0.31,0.0,14.3,14.286,14.316,0.0,14.286,0.0,14.31,14.512,5.239,14.369,0.391,1.13,14.29,0.0,14.386,0.0,14.324,14.308,14.286,14.286,14.286,14.286,0.0,14.286,14.289,0.0,0.28,14.296,0.335,0.0,14.364,0.0,0.0,14.762,14.286,0.0,14.524,3.737,8.604,15.757,7.759,4.989,14.347,0.0,14.375,14.578,0.692
21,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.361,0.207,14.286,0.0,14.401,0.0,0.0,0.0,14.313,2.935,14.908,14.349,0.352,14.381,14.287,0.0,14.364,0.0,0.0,0.0,14.286,0.0,0.0,14.286,0.0,14.286,14.293,0.0,0.0,14.3,0.181,0.0,14.286,0.0,0.655,14.393,0.0,0.0,0.0,11.362,18.337,0.0,6.598,6.241,14.354,0.0,14.359,14.673,0.0
22,1964,0.0,0.0,0.328,14.286,0.0,0.0,0.298,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,14.329,0.0,0.0,14.329,7.177,14.672,14.496,0.613,14.478,14.29,0.0,0.99,0.0,14.329,14.355,14.286,0.0,14.286,14.286,0.0,14.286,14.292,0.0,0.0,14.297,0.0,0.0,14.427,0.0,0.0,14.411,0.0,0.0,14.683,1.764,5.716,0.569,2.27,3.11,14.31,0.0,0.366,14.428,1.034
23,1971,0.0,0.0,0.0,0.387,0.0,0.0,0.178,14.286,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,14.329,0.924,3.318,0.689,0.805,0.648,14.29,0.0,14.356,0.0,14.308,0.37,14.286,0.0,0.0,14.286,0.0,14.286,14.296,0.0,0.0,14.292,0.13,0.0,14.356,0.0,0.0,0.0,0.0,0.0,2.968,2.064,3.757,14.653,1.317,2.166,14.321,0.0,0.662,14.468,0.394
24,1978,0.394,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.325,0.0,14.286,0.366,0.0,0.0,0.0,0.0,0.0,0.0,14.314,0.933,5.655,14.408,1.021,0.493,14.394,0.0,14.4,0.0,14.38,0.0,14.286,0.0,0.0,14.286,0.0,0.0,14.299,0.0,0.0,14.291,0.0,0.0,14.49,0.0,0.0,0.175,0.0,0.0,1.9,1.933,4.215,15.909,1.915,2.37,14.299,0.0,0.582,14.439,0.563
25,1986,2.783,14.286,0.0,14.397,0.0,0.384,2.84,14.286,14.366,14.549,14.301,0.86,1.387,14.342,14.436,14.639,0.0,14.286,0.0,0.308,13.318,12.998,2.39,14.62,9.509,14.408,14.631,12.104,14.358,5.565,14.635,14.287,14.286,14.286,14.295,14.303,14.286,14.288,0.0,0.206,14.295,0.104,0.0,14.341,14.286,1.111,0.187,0.0,0.0,14.93,5.434,11.132,2.417,7.002,8.824,14.645,14.446,3.671,15.103,0.753
26,1993,2.188,0.0,0.0,14.627,0.0,0.0,0.0,14.289,14.431,14.739,0.0,14.349,2.612,14.358,0.108,0.291,14.308,14.331,0.0,14.31,15.511,8.531,14.337,2.785,4.512,14.478,14.566,15.419,14.338,5.374,14.896,14.288,14.32,14.286,14.312,14.3,0.0,14.295,0.0,14.312,14.294,0.0,14.297,14.321,14.286,2.529,14.389,0.0,0.0,14.768,0.458,12.667,0.945,14.619,2.474,14.592,14.406,3.295,0.691,0.918
27,2001,14.409,0.0,0.0,14.518,0.0,0.0,14.411,14.294,0.0,14.679,0.0,14.549,14.632,14.409,14.351,1.304,14.286,14.332,14.286,14.386,1.004,2.105,14.433,5.905,15.227,14.379,14.428,14.734,14.491,0.248,14.365,14.287,0.765,14.286,14.292,14.299,14.286,14.323,0.0,14.301,14.314,0.0,0.0,14.345,0.0,1.505,14.428,14.286,0.0,1.396,5.483,1.764,0.678,1.587,0.688,0.19,14.406,2.175,0.2,14.351
28,2008,1.345,14.298,14.338,14.415,14.286,0.0,14.52,14.302,14.374,0.399,14.379,14.637,1.867,14.649,4.079,2.532,0.118,14.354,14.286,14.417,14.822,29.605,14.524,9.283,16.478,0.623,0.811,1.508,0.744,14.854,14.713,14.287,14.346,14.286,14.286,14.289,14.286,14.291,0.407,14.311,14.3,14.301,0.0,14.42,1.651,1.532,0.065,14.286,1.598,14.512,3.101,0.548,0.061,2.028,2.059,0.231,14.456,1.284,0.304,3.366
29,2016,1.523,14.318,14.402,2.191,14.493,14.432,14.684,1.042,2.359,9.197,1.24,4.648,6.172,5.473,2.773,5.135,0.552,1.086,14.471,7.89,25.095,41.776,10.175,15.959,46.684,1.264,1.233,19.92,2.0,3.42,2.852,14.314,0.529,14.286,14.32,14.326,14.286,14.37,0.253,0.516,14.76,0.273,1.371,14.346,0.663,0.958,0.505,0.216,0.0,7.332,6.276,7.963,1.834,12.77,6.078,15.345,3.376,3.87,1.206,2.455
