,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,80.532,56.662,38.746,48.577,53.796,62.743,62.715,43.739,40.16,42.363,62.962,69.264,63.33,60.602,35.396,75.702,66.729,67.98,64.873,27.478,99.995,17.568,32.043,41.069,99.705,72.964,37.643,64.419,73.162,66.324,63.717,99.958,99.931,99.763,99.911,99.452,51.054,49.892,99.921,99.286,99.977,62.209,65.74,52.833,99.167,76.303,31.388,75.372,69.507,99.894,99.87,99.434,99.943,99.308,49.633,33.687,99.906,64.168,99.927,68.421
11,1882,69.468,55.829,99.92,53.075,40.995,50.609,56.994,46.235,99.958,40.769,47.034,44.574,67.96,63.176,37.496,63.84,59.469,47.165,73.321,23.514,99.996,11.163,99.897,35.354,99.927,80.187,99.93,48.255,47.925,57.163,59.324,99.975,99.965,99.834,99.983,99.903,44.572,42.334,99.975,99.933,99.988,99.8,55.449,99.705,99.628,69.728,12.758,39.504,73.353,99.944,99.744,99.899,99.943,35.562,99.809,43.339,99.927,61.338,99.953,37.183
12,1889,59.313,55.86,99.923,37.654,43.222,51.611,55.947,39.007,99.864,46.23,38.931,99.853,66.932,62.945,99.545,76.149,50.583,50.751,61.457,33.448,99.998,12.223,9.13,99.939,99.899,74.693,99.986,65.492,57.621,55.731,73.604,99.926,99.984,99.88,99.98,99.86,99.435,35.573,99.974,99.661,99.974,99.897,41.293,99.932,99.849,45.092,99.425,40.104,68.066,99.948,99.821,99.887,99.912,99.809,98.793,99.93,99.963,59.884,99.949,99.9
13,1897,70.357,57.384,99.98,39.772,99.844,59.427,53.691,44.497,99.948,50.397,99.572,43.526,62.976,70.022,39.791,66.3,60.718,71.666,64.674,99.972,7.707,9.408,9.164,99.77,99.952,65.086,99.963,65.095,50.306,51.109,69.572,99.954,15.026,99.924,7.73,99.849,99.74,99.985,99.968,42.105,99.994,45.378,55.603,99.941,99.043,47.739,99.544,65.026,71.721,99.949,99.964,99.949,99.976,99.714,99.379,99.917,99.959,41.633,99.965,99.954
14,1904,64.852,61.574,51.001,42.638,58.634,63.725,49.207,45.4,44.313,55.002,62.636,53.463,71.936,67.204,50.265,84.148,71.442,69.399,69.996,47.721,99.997,19.698,35.777,99.485,33.933,78.875,46.803,71.596,62.129,65.233,79.585,99.885,99.954,99.774,99.952,38.1,39.602,36.36,99.933,36.991,99.937,45.367,56.726,45.144,48.992,75.063,45.345,76.981,69.741,99.913,99.797,99.559,99.838,37.722,37.254,37.199,99.941,62.568,40.187,51.053
15,1912,67.416,67.343,99.909,65.312,65.244,70.805,71.439,44.1,99.878,44.984,41.218,57.556,62.667,61.592,47.361,77.901,20.348,62.987,76.98,46.54,12.56,15.598,99.572,98.171,99.786,77.482,54.656,68.909,75.585,57.845,68.685,99.887,99.933,99.701,99.961,99.485,53.317,99.74,99.884,99.74,99.97,99.417,45.048,41.302,98.503,58.039,99.085,47.46,68.51,99.866,99.926,25.59,99.717,46.554,99.65,35.847,99.931,65.663,16.241,41.832
16,1919,49.446,43.975,99.912,99.5,99.803,45.377,26.102,38.821,36.085,99.645,12.849,99.696,49.548,38.907,99.369,46.134,45.675,39.843,57.59,99.954,9.005,5.795,99.61,99.572,99.808,70.748,99.86,43.128,57.624,48.379,50.427,99.942,23.68,99.836,20.821,99.784,99.426,99.812,99.939,99.878,99.927,99.784,99.516,99.609,99.803,54.378,99.836,36.813,45.125,99.947,99.872,99.853,5.497,99.831,99.645,99.622,99.905,43.02,99.644,99.731
17,1927,72.409,54.258,99.826,40.18,39.085,49.768,74.476,47.109,34.589,40.55,48.091,99.622,63.026,54.241,99.552,70.781,61.282,64.667,74.791,33.224,4.169,10.469,14.522,99.773,18.118,72.703,43.057,54.606,60.649,51.747,62.922,99.964,99.974,99.773,9.914,99.705,99.645,99.98,99.954,99.79,99.99,99.897,45.602,99.77,99.559,58.384,99.796,55.121,54.579,27.232,12.063,18.053,5.557,33.312,99.815,31.275,99.921,39.79,17.062,99.86
18,1934,72.704,64.127,55.337,64.901,99.579,48.37,65.192,53.17,99.777,53.146,42.9,99.34,68.3,60.936,35.151,72.771,65.389,73.41,66.203,22.878,8.595,8.943,23.437,97.556,19.966,75.879,43.644,73.754,68.688,59.745,76.707,99.784,99.858,99.545,10.812,99.297,99.682,99.784,99.781,98.997,9.051,40.86,46.88,33.126,98.949,73.964,7.508,59.435,61.836,19.802,99.34,13.752,5.137,99.398,99.639,29.27,99.928,65.54,39.805,41.975
19,1941,74.104,85.202,59.344,64.014,73.631,63.146,87.501,69.938,47.294,40.272,68.236,68.449,75.297,66.949,45.955,83.291,69.433,61.456,76.412,51.016,17.795,11.886,34.686,47.203,27.57,85.017,64.023,70.96,73.912,65.801,69.41,99.77,99.889,99.74,18.573,47.222,54.492,34.33,99.844,99.417,99.914,36.974,66.682,99.154,99.205,73.482,99.1,72.814,74.873,28.49,99.784,31.503,6.006,42.108,37.462,39.315,99.942,49.109,99.851,39.375
20,1949,69.618,72.085,40.753,42.114,70.356,68.368,61.722,61.874,99.645,40.404,66.585,49.837,62.776,56.373,41.275,70.616,19.923,65.988,67.426,31.967,7.315,11.208,15.503,99.416,25.98,68.767,55.549,51.283,69.115,51.831,75.109,99.369,99.944,99.666,14.774,99.389,98.656,99.264,99.763,99.318,99.686,99.408,40.981,96.207,99.193,44.552,99.071,62.625,46.089,99.126,99.46,14.759,99.544,98.883,99.516,38.294,99.858,60.012,99.492,99.705
21,1956,72.684,62.998,42.943,54.316,63.764,78.664,65.329,58.399,40.69,46.034,56.272,53.594,65.217,69.347,96.151,79.176,23.439,69.369,64.434,24.201,7.05,12.089,24.737,33.895,19.444,74.704,44.42,68.233,75.742,56.838,74.329,99.515,99.469,99.379,99.776,98.883,42.134,99.572,99.842,99.205,99.872,98.981,98.57,95.462,97.77,65.116,98.716,68.712,64.516,20.699,15.224,22.466,15.524,38.647,98.676,34.296,99.829,62.701,99.598,44.665
22,1964,79.727,82.453,64.516,58.001,71.706,81.743,80.639,67.559,53.967,62.749,71.028,65.501,81.207,72.841,17.115,86.323,24.337,73.77,23.044,48.565,8.757,33.249,23.364,37.743,23.173,88.937,67.455,80.654,84.009,79.43,80.699,40.899,99.417,99.359,99.598,46.351,59.025,43.866,38.068,45.031,98.981,51.472,57.932,41.396,17.319,76.213,38.959,70.719,69.047,50.548,99.192,41.36,99.476,46.332,54.682,64.127,45.167,62.693,39.792,56.091
23,1971,71.782,77.669,49.989,50.603,64.566,76.287,74.009,56.472,46.412,47.175,57.419,59.949,63.133,61.015,38.739,78.474,52.249,61.179,66.961,31.063,6.552,12.629,29.329,33.082,21.375,73.391,52.052,66.125,68.687,70.634,71.456,99.666,99.701,25.964,99.621,52.226,61.621,99.34,33.325,30.854,99.811,57.659,57.847,99.057,98.456,67.742,98.199,76.087,53.374,29.448,25.772,24.489,12.304,45.455,45.337,54.288,36.123,65.296,99.339,48.526
24,1978,64.39,71.139,61.069,17.852,82.629,75.987,79.19,54.641,39.437,46.928,55.68,60.66,57.99,54.35,16.419,73.997,19.994,72.272,71.165,28.021,9.292,21.119,25.846,35.423,26.766,72.014,52.855,63.044,69.412,65.912,78.566,99.8,99.628,99.398,99.468,59.487,52.188,99.451,99.516,98.736,99.831,51.597,57.918,97.628,14.98,66.467,97.995,71.952,57.15,27.876,35.479,99.217,4.387,15.322,40.532,43.074,41.419,59.904,99.308,43.525
25,1986,53.963,50.587,42.153,51.706,57.29,66.688,72.406,47.218,99.88,46.796,99.516,58.595,60.52,44.191,45.168,68.187,42.819,68.187,15.677,39.985,8.692,23.892,99.389,26.969,34.308,58.325,47.377,50.186,59.758,58.782,60.39,99.815,99.727,99.579,99.82,39.838,49.834,99.735,99.705,99.523,7.738,98.656,44.198,97.769,97.281,40.268,98.811,51.6,93.341,22.378,99.696,19.379,6.217,33.66,99.656,40.405,99.87,44.989,99.794,99.809
26,1993,47.261,39.547,99.809,99.043,45.667,65.27,63.717,97.837,99.794,98.736,98.525,97.155,46.011,94.964,1.851,54.198,44.96,56.962,39.415,17.738,4.724,10.25,23.826,98.333,13.609,41.616,36.704,41.639,39.323,39.243,47.824,99.057,98.793,98.949,99.666,40.074,99.086,99.154,99.043,99.417,99.565,32.658,97.902,96.535,94.577,44.263,97.11,50.138,92.076,7.907,99.531,9.59,4.253,98.48,99.141,99.628,99.585,98.982,99.35,44.267
27,2001,56.603,48.858,56.534,36.071,73.359,71.51,71.76,45.299,36.047,52.29,61.112,59.275,58.076,45.667,3.326,68.798,48.484,68.388,61.086,24.248,4.516,7.796,25.679,38.926,17.72,54.191,43.016,48.549,47.3,41.003,65.169,99.836,99.192,99.154,99.621,38.834,68.738,98.916,98.95,98.456,99.167,57.237,59.728,99.205,12.363,66.08,97.664,65.981,48.842,17.385,99.719,16.068,6.996,37.185,99.425,99.759,19.427,46.323,99.777,53.958
28,2008,58.882,48.2,99.755,35.362,68.839,64.766,69.349,38.153,38.204,33.826,36.126,42.728,59.076,51.463,11.143,70.044,17.17,19.164,51.698,20.752,5.552,3.906,16.844,28.422,9.846,46.57,34.525,40.274,46.174,30.759,71.606,99.937,99.666,99.604,99.922,60.29,50.722,99.8,99.523,99.027,99.676,61.554,56.104,98.997,11.658,58.777,97.019,22.825,50.995,9.534,8.993,18.93,1.479,29.404,99.572,99.92,99.872,99.114,5.712,50.979
29,2016,44.87,40.959,99.839,99.114,51.362,38.329,56.126,99.933,99.887,99.655,99.872,99.426,98.696,99.823,13.836,12.892,99.887,39.929,43.413,12.407,4.447,0.0,5.279,99.598,4.078,18.681,16.504,11.223,29.759,99.229,53.017,99.962,99.604,99.545,99.956,99.443,38.641,99.831,99.566,99.043,99.857,35.042,47.854,99.834,98.736,37.641,99.799,50.688,49.72,3.277,99.666,9.32,0.0,99.205,99.831,5.873,99.921,99.791,1.352,12.442
