,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,4.908,1.272,10.771,3.52,3.746,11.127,10.141,2.324,15.307,2.936,5.559,6.956,6.11,1.526,4.366,2.887,4.652,5.287,4.596,2.841,5.206,2.074,5.545,11.545,8.462,2.386,3.22,3.128,2.713,3.836,3.418,0.0,4.029,2.628,3.157,5.0,4.172,1.941,13.571,2.681,4.997,14.917,13.187,39.63,4.797,2.589,4.152,3.259,5.344,43.798,38.488,2.644,5.09,29.04,14.236,2.454,5.76,3.093,4.391,5.547
11,1882,5.519,0.0,5.099,2.33,3.686,12.182,5.334,2.8,15.762,2.861,6.442,15.826,5.943,1.801,4.726,3.329,4.678,2.939,3.262,3.348,5.649,2.583,5.698,12.018,5.125,2.237,3.207,2.919,2.908,4.25,3.345,1.878,4.266,2.545,3.278,5.609,3.394,2.13,15.134,5.42,5.034,15.271,13.772,2.851,4.691,2.864,4.083,3.052,3.345,41.812,7.011,2.351,5.45,5.818,6.427,2.443,6.239,3.302,4.409,6.001
12,1889,5.82,1.53,5.539,2.67,4.578,6.209,5.249,0.0,17.938,2.824,7.556,17.944,6.985,1.772,4.8,3.696,4.869,5.82,3.513,3.424,5.252,2.521,5.519,5.774,4.82,2.182,3.775,3.287,2.766,4.718,4.266,0.0,4.66,2.707,3.342,6.007,3.354,2.24,15.784,5.768,5.518,18.194,15.417,1.394,5.067,3.09,4.52,3.43,3.513,42.916,6.537,2.429,5.926,5.879,7.291,2.765,6.444,3.458,4.446,6.105
13,1897,5.295,0.0,11.908,3.128,4.415,13.815,5.426,2.278,18.353,4.163,14.899,18.237,14.645,1.979,4.626,3.943,4.62,6.251,5.299,2.95,5.653,2.171,5.867,12.417,4.823,2.036,3.767,3.674,3.033,4.752,3.72,0.0,4.95,2.797,3.888,6.618,3.659,2.725,15.628,5.782,6.561,17.151,15.033,1.562,5.162,3.278,4.529,5.763,5.376,1.904,7.03,2.647,5.788,6.067,14.407,2.643,6.357,3.384,4.273,6.702
14,1904,5.655,0.0,5.835,2.837,3.875,6.409,4.721,2.493,16.763,2.916,6.331,17.676,5.911,2.016,5.498,3.442,5.714,6.685,4.738,3.436,6.017,2.719,6.078,5.786,4.697,2.792,3.886,3.168,3.271,4.652,3.235,0.0,5.241,2.608,4.349,6.32,3.76,2.478,14.343,3.845,6.438,16.51,6.912,39.158,5.847,3.075,4.913,6.508,5.296,1.639,14.889,2.251,6.493,6.497,6.371,2.785,6.017,3.406,4.559,6.009
15,1912,5.436,1.527,5.255,2.153,3.368,13.052,4.739,2.809,16.467,3.198,5.487,15.558,5.133,2.147,5.696,3.433,4.359,7.431,3.552,3.595,5.977,2.6,5.71,6.38,4.361,2.211,2.955,2.803,2.27,4.473,2.916,1.389,4.945,2.966,3.644,6.015,5.014,2.185,15.472,3.567,5.254,17.444,6.888,1.418,5.603,3.189,4.578,6.821,5.411,43.484,15.802,4.909,6.107,6.795,7.509,3.122,6.206,3.381,2.765,5.788
16,1919,4.355,1.031,8.757,1.958,73.473,10.318,8.993,1.417,53.314,2.174,10.196,45.794,4.494,1.086,4.433,2.251,68.008,6.615,4.057,2.373,56.518,1.605,56.051,56.988,3.777,2.207,2.457,1.489,2.211,3.529,3.015,33.178,4.122,1.956,57.104,11.401,4.175,38.108,13.318,2.736,5.094,15.365,11.951,42.608,56.899,2.109,61.05,6.758,4.613,44.003,51.055,39.596,61.474,40.93,49.395,38.379,4.546,2.821,3.906,5.786
17,1927,4.782,0.0,5.072,2.893,4.652,14.398,3.253,0.0,18.408,3.921,16.046,16.382,7.642,1.793,6.148,4.26,4.755,7.309,4.337,4.34,6.407,3.381,6.148,6.924,3.864,2.438,3.59,3.47,2.628,5.016,4.227,0.0,6.209,3.839,4.288,4.73,4.718,2.916,17.7,5.734,6.757,18.146,7.603,1.634,6.313,3.613,5.293,4.144,5.017,1.913,8.292,3.134,6.956,6.674,15.753,3.445,6.593,4.288,3.375,6.526
18,1934,5.9,0.0,5.489,2.899,3.638,14.615,4.857,3.119,18.921,3.809,7.12,17.535,6.453,2.081,6.482,3.891,5.348,6.444,5.745,4.218,5.014,3.476,5.885,6.705,4.337,3.271,3.277,3.192,3.108,4.832,3.702,0.0,5.249,3.421,3.949,6.973,4.178,2.927,17.779,7.527,6.148,18.365,8.639,3.047,5.763,3.445,5.31,6.937,6.195,2.478,7.382,3.18,6.207,7.285,7.712,3.467,6.911,4.211,3.735,7.312
19,1941,5.402,0.0,5.246,2.953,3.561,12.836,2.344,0.0,18.561,4.098,6.348,17.535,5.785,1.801,5.597,3.363,5.139,6.378,4.704,3.635,5.684,3.448,5.594,5.867,3.363,2.927,3.136,2.762,3.197,4.567,2.521,0.0,5.301,3.925,4.625,6.793,4.037,2.602,19.305,7.829,6.313,17.816,7.465,2.953,6.647,3.131,4.947,7.584,5.6,1.945,17.074,3.479,5.978,6.787,7.193,2.621,6.38,4.053,4.334,6.572
20,1949,4.806,0.0,5.389,3.461,4.315,14.105,5.258,0.0,15.13,4.318,5.855,17.743,6.697,0.0,5.184,3.262,5.067,3.601,4.279,4.105,4.806,3.68,6.445,5.832,4.288,2.928,4.013,3.354,3.68,3.778,3.394,0.0,5.444,3.769,4.257,7.451,4.81,2.525,16.217,5.231,6.848,17.322,7.993,1.767,5.278,3.83,5.038,4.254,4.327,2.251,7.111,4.086,6.085,7.153,7.068,2.841,5.072,4.99,2.977,6.253
21,1956,4.938,0.0,5.672,3.375,9.259,15.143,4.993,2.574,16.278,9.759,6.233,20.471,5.989,1.889,5.885,3.87,5.472,6.161,3.818,4.684,5.731,4.404,6.525,5.974,4.266,2.408,3.817,3.757,3.947,3.827,3.522,0.0,5.363,3.473,4.118,6.778,4.901,3.232,18.109,7.622,7.046,17.633,8.112,2.145,6.404,3.867,5.035,4.321,4.553,2.412,15.057,4.074,6.068,7.507,7.474,3.156,10.089,5.151,2.898,4.611
22,1964,6.155,0.0,5.31,2.872,3.808,16.315,5.011,3.339,18.365,9.869,13.513,18.463,14.52,2.493,12.97,4.587,5.122,6.711,4.257,5.151,5.627,9.259,6.003,6.383,4.187,2.371,3.712,2.652,3.983,4.805,3.485,0.0,5.095,3.912,3.784,14.709,4.562,3.467,17.413,5.807,6.54,18.194,18.353,2.223,7.144,4.791,5.086,4.95,5.545,2.544,17.81,4.559,5.685,16.607,7.968,3.14,14.483,4.678,4.179,7.231
23,1971,5.922,0.0,5.788,3.056,9.753,17.474,5.202,3.029,17.987,5.975,13.519,20.361,14.731,1.631,5.923,3.976,55.248,7.785,3.363,4.303,5.687,4.208,6.09,5.945,4.047,2.745,3.926,2.571,4.063,5.287,2.748,1.477,5.601,3.21,4.23,15.491,5.589,3.207,18.768,17.413,6.938,20.068,17.767,1.903,6.343,4.156,5.077,15.588,6.663,2.2,16.943,6.805,6.769,17.126,17.538,2.762,6.477,4.095,3.816,6.76
24,1978,6.317,1.078,5.441,2.806,10.435,17.474,6.085,2.583,21.625,6.052,15.646,22.51,17.956,1.551,6.134,3.113,4.854,16.217,6.084,4.236,5.51,4.193,6.158,7.242,11.607,2.374,4.515,3.629,3.934,5.183,3.467,31.591,5.476,2.393,4.207,7.288,3.83,3.308,17.737,7.802,7.239,21.148,19.043,3.503,6.305,3.598,5.659,7.721,7.117,39.508,19.598,7.135,6.616,19.067,17.908,2.843,7.336,5.807,4.826,7.034
25,1986,6.92,1.712,5.124,3.278,11.095,17.987,5.658,3.004,19.794,6.337,17.926,24.164,20.532,2.0,6.386,3.616,6.322,7.816,6.503,4.321,7.184,12.35,7.147,7.831,13.818,3.069,4.976,4.555,4.927,6.277,4.288,1.863,5.47,2.473,4.784,17.285,4.132,3.482,17.743,8.208,8.423,23.712,20.898,2.142,6.717,3.415,5.388,7.544,7.062,2.621,19.476,7.202,7.79,19.592,19.998,3.107,7.567,6.201,5.136,7.901
26,1993,7.944,1.787,13.537,3.522,12.576,22.833,7.196,10.333,25.146,13.525,19.208,25.873,21.374,2.512,6.618,4.352,6.668,8.325,8.118,5.946,7.751,12.634,8.044,16.65,14.038,4.554,5.252,4.911,4.652,7.321,5.077,2.248,6.755,2.789,5.344,19.537,7.083,6.248,24.792,18.518,19.665,27.313,23.413,4.713,7.654,3.741,6.714,18.402,8.319,5.27,19.909,7.5,8.063,20.257,22.888,4.834,8.075,6.651,5.791,18.774
27,2001,8.328,1.762,15.692,5.092,12.341,24.176,13.69,5.682,24.634,7.211,17.804,24.664,21.533,3.229,6.624,5.441,6.836,9.561,4.654,4.749,16.327,14.471,7.472,17.871,17.456,4.156,5.814,4.933,5.297,14.844,5.379,2.325,6.528,2.126,5.603,19.366,7.559,7.053,24.75,19.94,20.764,29.333,23.321,4.14,7.098,4.349,5.853,20.251,7.797,5.363,17.676,8.084,8.495,21.264,23.602,5.144,8.52,7.266,5.974,20.563
28,2008,15.921,31.976,15.57,5.348,14.725,27.087,16.974,3.032,20.355,7.196,17.926,26.654,20.563,3.534,5.032,5.53,6.859,18.017,5.383,5.664,16.229,13.779,18.262,15.857,16.464,3.683,5.637,5.447,5.583,16.18,5.083,3.626,6.607,4.114,5.826,20.154,7.332,7.787,26.227,21.38,21.185,29.901,26.037,2.875,4.773,4.651,6.01,9.375,7.745,3.146,8.145,7.259,7.822,20.148,19.629,5.029,8.343,6.88,5.358,19.836
29,2016,19.317,26.989,24.06,6.802,22.958,30.841,20.502,0.0,22.217,16.192,21.362,28.79,23.285,3.9,7.092,12.302,9.729,25.042,20.526,15.661,47.644,16.394,19.668,20.633,16.571,4.846,14.587,11.502,17.727,24.743,17.621,5.07,15.927,55.822,17.819,22.851,18.005,17.407,22.143,18.304,22.65,29.919,25.622,5.724,7.095,14.746,9.454,22.485,19.641,5.82,18.841,19.922,7.967,24.609,20.08,6.105,19.299,17.123,7.666,24.627
