,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,0.041,0.005,14.301,0.009,14.298,14.295,14.287,14.286,14.29,0.004,14.291,0.043,0.003,0.014,14.34,14.288,14.3,0.085,0.034,0.007,14.296,0.008,0.038,0.061,0.007,0.009,0.046,0.004,0.083,0.113,0.005,14.287,14.331,14.287,14.31,14.308,14.299,0.002,14.312,0.02,14.322,14.292,14.294,0.005,0.262,0.039,14.306,0.114,0.054,0.011,0.872,0.055,0.147,0.259,0.053,0.004,0.308,0.014,0.069,0.245
11,1882,0.087,14.287,14.303,0.011,14.299,14.298,14.288,14.287,14.293,0.004,14.291,0.067,0.005,0.029,14.39,0.044,14.313,0.123,0.04,0.013,0.16,0.009,0.048,0.114,0.015,0.022,0.125,0.009,0.17,0.148,0.009,14.289,14.359,0.023,14.431,14.314,14.307,0.003,14.327,0.018,14.338,14.297,14.306,0.01,0.309,0.082,0.175,0.107,0.054,0.012,1.367,0.048,14.334,0.199,0.124,0.003,0.313,0.021,0.172,0.31
12,1889,0.186,0.013,14.299,0.021,14.302,14.303,14.289,14.287,0.059,0.008,14.297,0.067,0.006,0.053,0.445,0.072,14.373,0.211,0.083,14.288,14.317,0.024,14.295,0.121,0.029,0.028,0.457,0.058,0.413,0.187,0.028,14.293,14.417,0.078,14.494,14.34,14.338,14.287,14.347,14.294,14.394,14.31,14.311,0.031,0.416,0.245,0.682,0.301,0.083,0.02,14.434,0.106,14.371,0.356,0.137,0.011,14.384,0.09,14.335,0.346
13,1897,14.292,0.004,14.293,14.287,14.292,14.292,14.287,14.286,14.291,0.004,14.289,0.024,14.286,0.017,14.311,14.288,14.3,14.297,14.292,14.287,14.301,0.01,14.289,0.054,14.287,0.01,0.087,0.016,0.112,0.059,0.008,14.287,14.336,14.29,14.337,14.306,14.304,14.286,14.317,14.288,14.325,14.297,14.296,0.005,14.315,0.082,14.313,0.203,0.12,0.008,14.349,14.293,14.313,0.093,14.294,0.009,14.332,0.027,14.302,14.31
14,1904,0.013,0.001,14.287,0.002,14.288,0.011,14.286,0.001,0.006,0.001,14.287,0.004,0.001,0.01,14.302,14.287,14.295,0.045,14.289,0.003,14.289,0.004,0.013,0.018,0.003,0.002,0.016,0.003,0.023,0.009,0.003,14.286,14.295,0.005,14.297,14.29,14.288,14.286,14.293,14.286,14.29,14.289,14.287,0.003,14.3,0.036,14.298,0.109,14.293,0.004,14.301,0.017,14.293,0.066,14.288,0.004,0.055,0.005,14.29,0.032
15,1912,14.307,0.014,14.304,14.288,14.303,14.303,14.288,0.009,14.295,0.008,14.298,0.048,14.286,0.029,14.417,14.294,14.373,14.326,14.301,14.287,14.327,14.288,14.294,0.086,0.011,0.022,0.231,0.031,0.297,0.121,0.021,14.296,14.435,14.302,14.563,14.364,14.332,14.287,14.364,14.297,14.427,14.347,14.302,0.027,0.763,0.264,14.398,0.435,0.205,0.027,14.381,0.107,14.366,0.229,14.303,0.015,14.374,0.071,14.349,0.371
16,1919,14.399,14.287,14.343,14.291,14.322,14.321,14.292,14.288,14.311,0.022,14.312,14.296,14.287,14.297,14.432,14.32,14.461,14.4,14.338,14.292,14.361,14.296,14.326,14.313,14.293,0.091,1.553,0.09,14.511,1.114,0.085,14.297,14.371,14.31,15.096,14.4,14.424,14.287,14.371,14.311,15.013,14.34,14.374,0.048,0.933,0.568,6.36,0.563,0.693,14.294,14.488,14.333,14.835,14.356,14.347,0.054,14.445,0.436,15.111,14.537
17,1927,14.302,0.003,14.296,14.287,14.293,14.293,14.287,0.003,0.04,0.009,14.291,0.027,0.003,0.028,14.35,14.299,14.32,14.308,14.302,14.287,14.308,0.017,14.291,0.071,14.287,0.017,0.146,0.025,0.298,0.182,0.013,14.287,14.335,14.291,14.311,14.317,14.309,14.286,14.327,14.289,14.321,14.31,14.297,0.008,14.409,0.226,14.34,0.747,0.455,0.012,14.396,0.091,14.321,0.262,14.296,0.01,14.421,0.057,14.31,0.477
18,1934,14.29,14.286,14.289,14.286,14.289,14.288,14.286,0.001,14.287,0.001,14.287,0.005,14.286,0.012,14.317,14.289,14.298,14.294,14.291,0.003,14.293,0.004,14.288,0.014,14.286,0.004,0.017,0.003,0.032,0.022,0.003,14.286,14.301,14.287,14.292,14.291,14.29,14.286,14.3,14.287,14.292,14.29,14.289,0.003,14.32,0.042,14.297,14.305,0.094,0.003,14.308,14.289,14.291,14.295,14.289,0.001,14.303,0.018,14.289,0.089
19,1941,14.288,14.286,14.288,0.002,14.288,14.287,14.286,0.001,14.287,0.002,14.288,0.003,14.286,0.004,14.303,14.288,14.294,0.046,14.289,14.286,14.29,0.002,14.288,14.287,14.286,0.003,0.015,0.002,0.026,0.014,0.002,14.286,14.301,14.287,14.298,14.295,14.289,0.001,14.3,14.287,14.304,14.29,14.287,0.003,14.328,0.031,14.302,14.313,14.299,0.004,14.322,0.015,14.302,0.044,14.288,0.001,14.308,0.008,14.294,0.024
20,1949,0.014,14.286,14.287,14.286,14.287,14.286,14.286,0.0,14.286,0.001,14.286,0.002,0.001,14.286,14.296,14.287,14.291,14.29,14.289,0.002,14.289,0.003,14.286,0.005,0.001,0.005,0.031,0.002,0.016,0.013,0.002,14.286,14.294,14.286,14.292,14.29,14.289,14.286,14.293,14.287,14.289,14.289,14.287,14.286,14.331,0.019,14.294,0.182,14.301,0.002,14.31,0.013,14.29,14.294,14.287,0.002,14.302,0.012,14.289,14.296
21,1956,14.288,14.286,14.287,14.286,14.287,14.287,14.286,0.001,14.286,0.001,14.287,0.002,14.286,14.286,14.296,14.287,14.293,14.29,14.288,14.286,14.288,14.286,14.286,0.005,0.002,0.003,0.018,0.001,0.033,0.016,0.002,14.286,14.299,14.287,14.294,14.291,14.29,14.286,14.293,14.287,14.289,14.289,14.288,14.286,14.319,0.016,14.299,14.303,14.292,0.002,14.297,0.015,14.292,14.295,14.287,0.001,14.299,0.007,14.288,0.101
22,1964,14.29,14.286,14.288,14.286,14.288,14.287,14.286,14.286,14.287,0.001,14.287,0.003,14.286,14.287,14.304,14.288,14.308,14.295,14.29,14.286,14.29,14.286,14.287,14.287,14.286,0.012,0.047,0.003,14.293,0.035,0.004,14.286,14.307,14.287,14.296,14.298,14.292,14.286,14.298,14.287,14.293,14.29,14.289,14.287,14.337,0.049,14.309,14.31,0.079,0.003,14.306,0.013,14.292,14.294,14.288,0.003,14.31,0.01,14.29,0.109
23,1971,14.298,14.286,14.289,14.286,14.29,14.29,14.286,0.003,14.29,0.004,14.288,0.008,0.001,14.287,14.319,14.292,14.313,14.303,14.29,14.287,14.3,14.287,14.289,0.023,14.287,0.026,0.153,0.016,0.129,0.089,0.009,14.288,14.334,14.29,14.38,14.317,14.304,14.288,14.318,14.293,14.397,14.303,14.308,14.288,14.353,14.297,14.398,14.329,14.335,14.287,14.325,14.292,14.328,0.109,14.291,0.007,14.316,0.04,14.325,0.244
24,1978,14.297,14.286,14.29,14.286,14.29,14.289,14.286,14.286,14.291,0.004,14.289,0.007,14.286,14.288,14.358,14.291,14.314,14.312,14.29,14.287,14.297,14.287,14.288,14.289,14.286,0.025,0.105,0.013,0.084,0.045,0.01,14.287,14.328,14.289,14.311,14.311,14.297,14.287,14.325,14.293,14.35,14.299,14.296,14.288,14.368,14.298,14.343,14.339,14.33,14.287,14.33,14.291,14.302,14.303,14.291,0.005,14.325,0.029,14.3,14.317
25,1986,14.289,14.287,14.287,14.286,14.287,14.287,14.286,14.286,14.287,14.286,14.286,0.003,14.286,14.287,14.297,14.288,14.294,14.294,14.288,14.286,14.29,14.286,14.287,14.287,14.286,0.011,0.027,0.004,14.288,0.016,0.004,14.287,14.304,14.287,14.295,14.296,14.291,14.286,14.302,14.288,14.299,14.291,14.29,14.287,14.31,14.293,14.3,14.302,0.058,14.286,14.297,14.288,14.288,14.289,14.287,0.002,14.298,14.287,14.287,14.291
26,1993,14.292,14.286,14.288,14.286,14.287,14.287,14.286,14.286,14.288,14.286,14.287,14.286,14.286,14.288,14.326,14.291,14.299,14.304,14.291,14.287,14.296,14.287,14.287,14.288,14.286,0.02,14.304,0.014,14.29,14.289,14.286,14.287,14.314,14.288,14.293,14.3,14.295,14.287,14.318,14.292,14.308,14.298,14.295,14.288,14.339,14.299,14.321,14.332,14.31,14.286,14.301,14.289,14.289,14.291,14.288,0.005,14.31,14.29,14.288,14.294
27,2001,14.289,14.286,14.288,14.286,14.287,14.287,14.286,14.286,14.288,14.286,14.286,14.286,14.286,14.287,14.333,14.29,14.291,14.297,14.289,14.287,14.294,14.286,14.287,14.288,14.286,0.005,14.298,0.005,14.287,14.287,14.286,14.286,14.32,14.287,14.288,14.293,14.291,14.286,14.311,14.288,14.294,14.294,14.292,14.287,14.342,14.295,14.295,14.309,14.302,14.286,14.308,14.288,14.286,14.29,14.288,14.286,14.312,0.01,14.286,14.291
28,2008,14.294,14.286,14.289,14.286,14.288,14.289,14.286,14.286,14.291,14.287,14.287,14.288,14.286,14.29,14.383,14.308,14.301,14.338,14.298,14.287,14.312,14.287,14.288,14.292,14.286,0.009,14.298,0.012,14.287,14.288,14.286,14.288,14.383,14.29,14.302,14.302,14.299,14.287,14.367,14.29,14.305,14.301,14.297,14.289,14.481,14.329,14.324,14.358,0.318,14.286,14.33,14.292,14.287,14.299,14.291,14.286,14.38,0.037,14.288,14.309
29,2016,14.301,14.287,14.292,14.287,14.289,14.295,14.286,14.289,14.312,14.288,14.289,14.3,14.286,14.295,14.657,14.319,14.3,14.378,14.307,14.292,14.345,14.288,14.289,14.318,14.289,14.287,14.299,14.287,14.288,14.291,14.286,14.292,14.473,14.295,14.308,14.322,0.096,14.289,14.357,14.295,14.312,14.306,14.307,14.295,14.525,14.332,14.33,14.39,0.154,14.29,14.383,14.303,14.29,14.322,14.3,14.288,14.39,14.297,14.289,14.318
