,place,"The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adolescent.', is"
10,Switzerland,14.308,0.037,14.305,0.042,14.297,14.302,0.01,14.287,14.295,14.287,14.288,14.291,14.287,0.026,0.123,14.298,0.029,0.019,0.026,14.298,14.337,14.29,14.306,14.309,14.291,14.296,0.188,0.052,14.324,0.526,0.083,14.289,14.311,14.297,14.296,14.295,14.307,14.287,14.289,0.014,14.289,14.287,14.291,0.052,0.096,14.306,14.295,0.015,0.022,14.302,14.329,0.229,14.359,0.19,14.321,14.314,14.432,0.364,14.454,20.151
11,Ireland,14.302,0.04,0.061,0.019,14.3,0.087,0.006,14.286,14.291,0.003,14.287,0.023,14.286,0.008,0.076,0.114,14.294,0.013,0.035,14.293,14.33,14.289,14.306,14.322,14.289,0.069,0.217,0.051,0.272,1.301,0.041,14.287,14.325,14.29,14.293,0.055,14.306,14.286,14.292,0.015,14.292,0.02,14.299,0.017,0.061,14.299,14.294,0.034,0.029,14.295,14.343,0.211,14.31,0.415,14.302,0.15,14.448,0.429,14.418,3.271
12,Lithuania,14.304,0.044,14.311,0.049,14.303,0.108,0.006,14.286,14.297,0.008,14.287,14.289,14.286,14.29,0.303,0.14,14.296,14.297,0.082,14.292,14.336,14.29,14.304,14.317,14.289,0.094,0.291,0.08,14.409,1.406,0.032,14.287,14.305,14.29,14.293,14.293,14.291,14.286,14.291,0.014,14.288,0.022,14.289,14.298,14.307,14.31,14.306,0.104,0.049,14.295,14.343,0.153,14.375,0.197,14.295,14.31,14.49,0.143,14.443,1.157
13,Rwanda,14.308,14.325,14.47,14.298,14.359,14.392,14.289,14.297,14.459,14.289,14.325,14.575,14.287,0.081,0.301,14.345,14.328,0.17,0.079,14.324,20.456,14.306,14.334,14.897,14.301,14.377,15.053,14.353,14.423,18.766,14.307,14.299,14.381,14.302,14.322,14.355,14.296,14.288,14.298,14.289,14.294,14.302,14.293,0.091,0.292,0.177,14.324,0.128,0.012,14.356,14.434,14.402,14.553,14.55,14.302,14.397,14.879,14.398,14.961,23.911
14,Namibia,14.317,14.315,14.401,14.304,14.34,14.394,14.29,14.293,14.401,14.29,14.311,14.415,14.288,0.038,0.359,14.319,14.305,0.092,0.084,14.31,14.506,14.292,14.333,14.61,14.294,0.342,14.509,0.294,14.484,16.369,0.113,14.303,14.41,14.307,14.364,14.428,14.314,14.287,14.304,0.042,14.298,14.312,14.298,0.072,0.324,14.314,14.322,0.129,0.047,14.326,14.475,14.382,14.593,14.676,14.309,14.373,15.15,14.377,15.147,23.774
15,Sweden,14.333,0.064,14.3,0.047,14.296,0.091,0.01,14.287,14.294,14.288,14.29,14.289,14.287,0.013,0.086,0.082,0.041,0.008,0.031,14.296,14.31,14.297,14.3,14.309,14.295,0.099,14.302,0.362,0.546,0.817,0.118,14.287,14.301,14.294,14.293,14.288,14.298,14.287,14.292,0.037,14.294,0.023,14.294,0.038,0.116,0.282,0.074,0.016,0.053,14.321,14.326,0.302,14.348,14.34,14.32,14.394,14.413,0.834,14.624,20.347
16,New Zealand,14.313,14.303,14.32,14.291,14.309,14.31,14.288,14.288,14.303,14.287,14.289,14.299,14.287,0.003,0.025,0.041,0.005,0.002,0.004,14.303,20.177,14.297,14.311,14.384,14.3,14.32,1.156,14.302,14.492,3.913,0.131,14.302,14.348,14.301,14.421,14.359,0.193,14.288,14.298,14.289,14.317,0.036,14.325,0.01,0.037,0.019,0.079,0.008,0.004,14.331,14.43,14.338,14.416,20.21,14.351,0.861,14.706,0.622,14.97,20.968
17,Norway,14.321,0.083,14.308,0.069,14.308,14.314,0.016,14.288,14.304,0.016,14.293,14.293,14.287,0.009,0.095,0.101,0.033,0.009,0.014,14.3,14.32,14.292,14.309,14.306,14.297,0.144,14.317,0.483,1.495,1.178,0.141,14.289,14.333,14.296,14.314,14.3,14.318,14.287,14.296,0.042,14.297,0.024,14.298,0.035,0.089,0.285,0.091,0.008,0.017,14.327,14.41,14.322,14.4,14.32,14.324,0.783,14.718,0.799,14.813,1.847
18,Finland,14.304,0.044,14.3,0.025,14.296,14.3,0.009,14.287,14.292,14.286,14.289,14.288,14.286,0.01,0.071,14.312,0.029,0.013,0.042,14.306,14.33,14.289,14.296,14.331,14.29,0.044,14.311,0.069,0.147,0.168,0.021,14.288,14.296,14.29,14.303,14.292,14.295,14.286,14.289,0.011,14.29,0.009,14.291,0.034,0.084,14.32,0.099,0.014,0.047,14.304,14.326,0.136,14.336,0.096,14.297,14.3,14.458,0.349,14.471,20.074
19,Iceland,14.353,0.144,14.328,14.301,14.309,14.323,14.29,14.287,14.3,14.288,14.29,14.293,14.288,0.021,0.075,14.334,0.051,0.017,0.071,14.312,14.409,14.299,14.34,14.369,14.312,0.468,14.352,0.946,14.42,3.163,0.405,14.292,14.305,14.297,14.299,14.299,14.316,14.289,14.294,0.045,14.304,0.021,14.305,0.045,0.035,0.101,0.12,0.007,0.005,14.333,14.439,14.365,14.4,14.332,14.346,14.567,14.693,2.383,15.034,20.897
