,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
11,1882,20.885,0.0,41.231,22.904,17.726,17.21,0.0,0.0,54.939,4.875,57.309,27.501,0.0,0.0,65.821,0.0,50.863,30.834,30.826,14.292,40.756,0.0,47.905,20.361,0.0,0.0,53.27,46.548,34.753,29.906,28.205,0.0,36.737,21.406,4.947,10.173,9.925,0.0,30.894,14.364,0.0,0.0,4.966,0.0,61.91,6.675,51.24,22.881,7.349,0.0,43.278,12.923,41.532,15.731,19.766,0.0,35.319,31.111,32.308,11.359
12,1889,23.205,5.523,43.328,26.607,51.125,14.985,18.325,5.866,54.787,40.865,61.445,22.944,27.748,0.0,65.056,35.498,55.566,20.309,31.59,14.923,39.012,29.801,44.799,18.405,0.0,0.0,55.717,49.81,42.919,28.448,29.58,6.973,41.573,21.318,33.512,11.049,29.284,0.0,36.465,15.389,27.56,7.867,16.021,0.0,64.112,29.54,7.322,13.716,9.473,0.0,38.966,30.272,41.396,18.813,16.232,0.0,32.513,29.282,31.863,9.57
13,1897,26.224,6.025,60.196,41.145,59.057,22.949,33.605,6.276,65.917,16.295,69.457,33.023,41.905,19.375,73.512,39.807,56.079,32.259,36.177,16.715,56.876,38.966,52.743,27.107,41.226,18.652,60.702,57.189,50.178,34.084,36.178,8.448,50.273,24.178,38.086,12.805,34.713,2.841,46.88,24.949,32.123,10.971,20.896,0.0,73.076,37.72,64.509,24.582,40.204,15.63,50.87,42.628,54.081,16.289,28.652,8.266,42.871,36.579,41.865,12.068
14,1904,13.102,4.152,33.619,22.533,36.999,13.445,17.261,3.225,38.761,25.674,46.245,15.512,18.603,0.0,53.217,24.174,52.199,19.068,22.185,8.169,33.381,20.765,39.32,15.668,21.979,10.026,37.895,33.858,26.507,18.81,17.768,4.728,27.6,12.429,19.846,7.095,17.141,1.651,23.626,9.256,16.556,5.499,8.509,0.0,47.724,17.5,44.106,10.731,18.575,7.928,28.567,20.765,36.305,7.621,12.453,4.106,22.637,19.141,25.38,5.53
15,1912,26.644,5.091,57.618,37.7,58.348,22.69,29.599,6.43,61.333,47.72,62.001,24.314,32.837,0.0,66.478,0.0,9.775,8.634,0.0,15.086,42.546,29.038,48.626,22.08,30.995,0.0,54.261,44.526,7.76,25.77,29.744,6.375,51.271,25.492,35.588,16.652,38.292,1.993,39.666,22.58,25.366,10.257,19.743,0.0,59.559,32.315,0.0,7.024,5.611,10.82,42.063,34.125,47.922,15.869,26.859,0.0,37.619,34.078,36.063,11.737
16,1919,36.687,5.969,61.086,34.031,51.397,35.813,32.661,8.528,67.909,51.437,65.176,38.868,36.939,0.0,72.422,55.81,62.0,38.353,46.283,29.076,57.337,49.18,62.713,36.94,46.465,24.594,66.126,53.563,45.572,39.912,38.094,11.431,58.287,31.498,44.87,23.224,52.964,5.778,48.296,23.848,36.35,15.214,24.233,0.0,72.64,45.825,70.655,31.704,49.552,20.92,53.748,46.365,61.817,22.107,40.716,13.001,46.081,42.728,46.935,15.117
17,1927,15.748,3.802,35.139,22.067,34.151,17.166,13.599,5.057,45.793,32.009,40.391,22.64,16.812,0.0,49.989,24.063,41.582,20.449,19.82,11.589,36.235,21.045,35.068,20.057,24.879,9.914,42.479,34.609,28.083,23.745,17.636,5.448,31.463,14.627,20.714,11.243,19.654,2.01,29.863,12.243,17.951,9.988,11.552,0.0,50.077,19.87,37.146,15.407,21.625,9.652,30.936,22.691,34.962,11.439,14.009,5.186,30.08,24.31,25.662,10.265
18,1934,10.556,3.067,31.087,18.404,30.676,13.497,9.524,3.65,37.256,22.889,28.309,17.823,11.268,0.0,46.348,23.517,34.954,19.529,0.0,8.461,30.606,17.452,27.981,16.895,16.237,7.434,33.22,26.803,23.904,17.445,11.722,3.979,29.651,10.622,15.129,9.322,10.804,1.338,23.241,9.008,12.664,6.132,5.799,0.0,47.503,20.214,32.031,6.62,4.796,5.12,25.785,17.487,26.689,10.764,7.011,4.222,21.711,18.254,20.431,7.258
19,1941,13.338,2.484,49.576,21.567,42.049,17.373,14.75,3.754,48.46,31.647,45.609,19.821,15.423,8.065,60.112,31.604,48.374,23.128,18.034,10.724,45.726,22.603,43.115,18.925,18.445,8.36,43.734,30.974,32.682,22.802,16.655,3.744,42.311,13.85,22.229,11.213,18.664,1.64,30.256,12.102,18.36,9.214,7.737,5.915,54.008,23.693,46.027,17.472,16.806,6.747,33.886,24.204,42.194,12.989,11.083,5.574,31.886,26.847,32.088,9.668
20,1949,11.868,1.674,29.983,0.0,31.48,13.97,9.374,3.719,37.911,23.916,32.536,16.221,13.801,0.0,53.963,27.894,44.896,17.924,0.0,9.062,30.434,20.041,30.655,12.532,18.646,0.0,36.881,28.22,20.851,18.183,14.974,4.832,33.187,13.481,21.008,11.033,16.794,1.686,25.977,12.431,17.1,7.228,9.72,0.0,48.767,20.005,0.0,16.172,7.76,5.442,25.338,20.575,35.497,9.855,10.136,4.405,24.732,20.35,23.733,7.832
21,1956,14.045,0.506,30.586,13.166,28.935,16.254,10.316,3.476,38.938,25.543,34.876,14.46,15.383,0.0,42.013,0.0,48.247,17.97,0.0,6.93,26.73,20.528,30.025,16.219,0.0,0.0,33.622,30.128,25.427,18.945,4.715,4.637,33.529,6.642,27.15,10.831,19.898,1.196,25.113,13.897,18.205,6.434,10.533,0.0,46.81,19.055,42.928,12.512,4.711,5.746,23.279,19.534,34.08,11.351,8.864,4.783,24.114,19.168,27.049,8.601
22,1964,16.02,0.312,31.461,6.242,23.863,21.957,10.449,5.371,45.239,28.095,37.379,20.291,15.256,5.637,41.314,22.804,45.001,17.426,11.344,8.702,31.08,24.59,34.573,22.675,27.111,11.624,40.483,36.058,32.771,27.508,14.537,4.398,27.516,15.841,21.434,11.321,20.005,2.328,25.915,13.11,17.437,9.066,8.423,0.0,39.959,18.859,34.511,15.673,14.328,6.396,22.405,26.938,33.45,12.389,12.003,7.71,26.151,25.064,28.268,9.722
23,1971,8.198,0.576,40.168,17.026,38.608,27.632,18.753,7.41,55.132,37.843,49.178,27.883,23.334,0.0,32.175,5.768,48.396,20.074,0.0,14.262,42.527,39.29,50.005,32.246,0.0,0.0,50.872,48.948,36.778,29.602,7.129,10.511,42.196,8.64,41.077,22.42,32.069,4.895,41.771,5.483,30.867,18.885,17.173,0.0,52.083,0.0,45.79,9.351,6.014,11.596,34.189,34.64,48.56,22.309,21.295,10.905,36.39,36.401,43.276,18.064
24,1978,24.213,0.613,43.702,23.603,36.22,31.772,20.894,8.445,57.614,14.918,48.322,33.491,23.048,0.0,35.043,5.378,46.468,23.258,0.0,14.479,43.716,42.039,43.65,31.764,0.0,0.0,21.874,48.327,36.583,34.66,28.788,9.309,34.936,22.377,33.538,17.091,23.211,4.738,35.159,18.357,23.412,16.795,12.652,0.0,60.309,31.939,8.503,22.097,26.968,11.891,38.058,38.588,50.937,25.555,20.189,11.952,35.515,35.185,39.956,19.33
25,1986,20.478,0.382,37.412,7.567,29.847,24.736,19.124,7.864,50.439,30.944,44.962,25.246,19.553,0.0,7.774,0.0,45.056,8.163,0.0,13.085,38.035,32.263,38.775,27.22,31.404,0.0,42.363,45.858,26.835,27.836,24.949,9.395,27.659,17.057,30.921,11.654,18.739,4.639,29.404,14.599,18.721,9.226,10.058,5.807,51.801,29.774,53.465,6.274,0.0,11.793,33.482,30.727,40.178,17.172,14.349,10.182,31.867,31.351,30.366,14.638
26,1993,28.163,0.673,45.426,19.667,36.224,32.956,21.299,9.864,60.559,40.277,47.676,32.618,27.634,7.774,54.967,35.708,44.055,33.037,21.853,17.302,47.286,40.284,45.16,31.591,43.183,21.87,52.69,48.764,33.639,35.9,29.907,5.965,28.578,22.184,33.357,17.904,21.298,9.519,40.467,25.087,25.255,18.111,16.121,13.451,50.257,30.702,47.394,25.502,22.675,17.194,42.188,42.777,45.187,27.93,25.428,18.339,40.753,39.575,35.751,23.531
27,2001,33.931,0.559,53.91,23.129,36.635,35.053,22.593,8.962,63.381,36.407,38.267,32.765,26.486,13.433,58.3,37.429,42.909,28.583,23.688,17.815,43.111,34.66,42.484,32.878,39.447,0.0,55.914,48.355,29.433,31.931,8.701,10.842,35.992,17.932,28.633,17.016,18.598,9.097,38.049,20.537,22.672,12.77,15.883,0.0,62.702,35.369,39.3,32.427,29.752,19.11,46.326,44.049,53.324,28.764,28.256,17.871,45.625,43.922,32.879,20.721
28,2008,37.022,1.187,54.72,9.095,40.273,39.344,24.958,14.545,68.226,38.142,45.656,32.74,28.352,20.975,67.818,38.135,43.431,30.039,27.889,20.088,49.848,36.576,45.686,38.346,39.706,21.581,60.451,49.31,26.68,37.939,26.786,12.775,47.564,23.61,30.122,22.819,26.184,10.372,42.078,20.185,26.052,13.884,15.249,26.414,68.846,39.21,54.789,34.883,36.971,27.039,55.718,43.942,51.09,33.283,34.837,18.261,49.749,43.279,26.442,25.948
29,2016,32.607,3.54,61.517,36.677,46.158,42.594,25.35,14.217,65.944,43.61,34.964,36.549,29.695,18.047,65.969,31.832,44.234,34.314,6.068,23.977,50.206,43.29,42.013,39.588,39.264,15.2,62.161,49.922,22.56,38.394,28.166,18.729,56.532,12.443,32.716,29.863,16.954,13.288,46.366,15.304,28.937,14.836,13.146,22.21,65.264,29.8,55.99,34.022,32.566,32.523,64.08,41.324,49.047,32.153,33.589,19.021,52.575,44.188,30.753,26.849
