,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
10,1875,0.173,0.007,0.084,0.028,3.465,0.096,0.021,0.011,0.287,0.039,2.706,0.164,0.023,0.016,0.859,0.069,4.3,0.213,0.032,0.006,2.35,0.046,1.638,0.478,0.02,0.047,0.787,0.225,4.078,2.228,0.056,0.024,5.295,0.086,2.637,0.355,0.317,0.019,2.019,0.058,2.934,0.104,0.374,0.027,2.601,0.076,3.439,0.11,0.508,0.112,1.285,0.307,13.983,0.319,0.096,0.016,1.717,0.136,2.271,0.307
11,1882,0.481,0.009,0.077,0.047,2.103,0.074,0.024,0.027,0.238,0.143,1.889,0.14,0.026,0.02,0.951,0.118,4.779,0.55,0.068,0.011,2.497,0.124,1.901,0.549,0.086,0.057,0.894,0.424,4.495,2.007,0.115,0.016,8.432,0.177,3.803,0.122,0.656,0.028,3.949,0.12,5.785,0.09,0.628,0.033,3.04,0.093,7.345,0.179,0.986,0.3,2.191,0.43,22.053,0.385,0.256,0.022,2.434,0.296,4.409,0.388
12,1889,0.0,0.045,0.231,0.173,8.355,0.408,0.134,0.085,0.426,0.505,6.721,0.469,0.291,0.045,0.996,0.475,6.175,0.33,0.171,0.008,5.517,0.455,6.233,0.656,0.24,0.153,1.626,1.773,17.509,6.025,0.612,0.11,6.856,1.504,19.925,1.287,4.613,0.21,5.89,0.059,24.665,0.385,6.358,0.131,4.701,0.699,21.422,0.235,2.929,0.304,6.793,0.148,41.854,0.761,0.0,0.117,6.864,2.381,13.287,1.016
13,1897,0.378,0.014,0.13,0.055,3.206,0.137,0.051,0.038,0.234,0.171,3.82,0.125,0.076,0.034,0.594,0.191,3.554,0.115,0.077,0.002,4.689,0.1,2.461,0.338,0.047,0.075,0.841,0.586,6.22,1.457,0.149,0.011,3.425,0.279,4.414,0.359,1.825,0.031,3.804,0.391,9.492,0.179,1.369,0.019,2.048,0.239,4.784,0.112,0.829,0.109,2.164,0.845,11.201,0.253,0.055,0.018,3.097,0.404,3.883,0.48
14,1904,0.08,0.002,0.016,0.008,0.639,0.023,0.008,0.007,0.029,0.008,0.571,0.015,0.005,0.011,0.144,0.027,0.453,0.021,0.032,0.0,0.108,0.016,0.218,0.022,0.002,0.009,0.042,0.136,0.504,0.198,0.012,0.002,0.5,0.056,0.269,0.061,0.137,0.004,0.312,0.049,0.753,0.016,0.291,0.003,0.366,0.049,0.413,0.015,0.145,0.009,0.252,0.16,1.119,0.031,0.02,0.002,0.26,0.083,0.173,0.039
15,1912,0.795,0.008,0.259,0.058,3.517,0.272,0.083,0.027,0.309,0.08,1.688,0.139,0.047,0.032,1.922,0.218,2.687,0.158,0.174,0.001,0.779,0.048,1.282,0.474,0.02,0.053,0.423,0.636,2.376,1.404,0.165,0.008,6.422,1.1,3.282,1.091,3.684,0.015,1.822,1.118,4.004,0.324,3.699,0.017,2.38,0.318,1.983,0.275,1.405,0.033,0.936,1.133,6.764,0.204,0.192,0.006,1.655,0.796,1.156,0.36
16,1919,1.054,0.009,0.207,0.118,14.544,0.215,0.08,0.042,0.385,0.27,2.927,0.2,0.071,0.033,1.262,0.301,2.905,0.133,0.168,0.007,4.328,0.582,7.331,1.141,0.409,0.094,1.062,1.096,4.358,3.846,0.384,0.027,15.102,1.68,9.938,1.628,5.007,0.067,4.544,1.351,12.515,0.571,3.025,0.065,2.691,0.581,9.632,0.31,1.838,0.266,2.091,3.541,15.132,0.547,0.261,0.025,3.026,1.381,4.6,0.575
17,1927,0.457,0.003,0.096,0.052,1.176,0.038,0.043,0.005,0.095,0.094,0.73,0.042,0.065,0.016,0.543,0.137,1.112,0.102,0.201,0.001,0.758,0.127,1.221,0.207,0.195,0.03,0.387,0.594,1.615,1.241,0.12,0.005,1.736,0.301,2.602,0.852,1.653,0.009,1.388,0.335,4.725,0.103,1.4,0.012,1.638,0.146,2.138,0.158,0.614,0.023,0.733,0.469,5.421,0.2,0.073,0.003,1.784,0.355,1.774,0.494
18,1934,0.079,0.001,0.038,0.012,0.252,0.011,0.007,0.003,0.031,0.013,0.281,0.01,0.008,0.012,0.191,0.053,0.732,0.038,0.047,0.0,0.123,0.019,0.127,0.038,0.002,0.009,0.062,0.114,0.328,0.202,0.013,0.001,0.403,0.062,0.364,0.1,0.175,0.003,0.792,0.035,0.769,0.024,0.132,0.004,0.644,0.055,0.373,0.051,0.137,0.012,0.368,0.0,1.071,0.032,0.013,0.001,0.32,0.089,0.202,0.037
19,1941,0.032,0.001,0.031,0.009,0.216,0.008,0.003,0.001,0.022,0.01,0.478,0.004,0.003,0.007,0.135,0.03,1.424,0.022,0.044,0.0,0.162,0.009,0.154,0.036,0.0,0.004,0.039,0.093,0.263,0.048,0.011,0.002,0.791,0.062,0.204,0.018,0.14,0.004,0.992,0.04,0.829,0.017,0.082,0.003,1.378,0.043,0.674,0.032,0.218,0.003,0.391,0.0,0.707,0.012,0.008,0.001,0.663,0.065,0.173,0.025
20,1949,0.082,0.0,0.022,0.009,0.15,0.008,0.008,0.004,0.028,0.026,0.273,0.013,0.01,0.004,0.103,0.015,14.386,0.012,0.02,0.0,0.143,0.012,0.128,0.042,0.002,0.009,0.096,0.145,0.347,0.168,0.03,0.001,0.427,0.046,0.108,0.041,0.155,0.005,0.521,0.059,0.4,0.018,0.299,0.002,0.339,0.018,0.296,0.037,0.097,0.011,0.248,0.049,0.717,0.023,0.01,0.002,0.433,0.069,0.237,0.04
21,1956,0.138,0.0,0.031,0.027,14.318,0.011,0.012,0.005,0.051,0.072,0.285,0.015,0.014,0.007,0.302,0.037,0.918,0.021,0.052,0.0,0.035,0.027,0.076,0.039,0.003,0.007,0.067,0.186,0.212,0.183,0.043,0.001,0.661,0.092,0.198,0.115,0.289,0.002,0.544,0.071,0.675,0.033,0.167,0.003,0.36,0.039,0.582,0.045,0.084,0.004,0.231,0.0,0.663,0.037,0.015,0.001,0.517,0.155,0.197,0.063
22,1964,0.421,0.001,0.061,0.047,14.336,0.028,0.014,0.006,0.192,0.053,0.524,0.039,0.02,0.015,0.652,0.043,3.05,0.03,0.131,0.0,0.02,0.016,0.04,0.038,0.003,0.014,0.207,0.285,0.699,0.63,0.053,0.004,2.38,0.184,0.707,0.308,0.627,0.012,1.222,0.114,1.539,0.069,0.669,0.015,1.467,0.09,1.938,0.094,0.347,0.005,0.654,0.045,2.45,0.058,0.029,0.003,1.915,0.461,0.808,0.359
23,1971,0.826,0.001,0.063,0.074,14.316,0.036,0.054,0.007,0.105,0.181,0.448,0.055,0.08,0.02,0.402,0.114,2.518,0.041,0.126,0.001,0.039,0.071,0.121,0.062,0.044,0.016,0.261,0.663,1.163,0.905,0.132,0.008,1.862,0.185,2.392,0.275,2.276,0.02,1.756,0.339,3.519,0.068,2.806,0.025,1.405,0.15,2.452,0.073,0.536,0.052,0.65,0.38,10.063,0.07,0.068,0.011,2.077,0.796,1.819,0.203
24,1978,0.331,14.286,14.297,0.041,14.324,0.04,0.025,0.014,0.321,0.158,0.478,0.066,0.027,0.021,0.382,0.109,14.732,0.075,0.193,0.001,0.03,0.053,0.109,0.044,0.027,0.021,0.517,0.386,0.902,0.438,0.084,0.008,14.581,14.299,0.41,0.09,0.322,0.009,1.352,0.115,1.224,0.076,0.635,0.024,14.49,14.3,2.675,0.169,0.455,0.055,0.574,0.0,2.263,0.092,0.025,0.008,14.673,0.251,1.008,0.143
25,1986,0.1,14.286,14.296,0.018,14.304,0.021,0.01,0.011,0.123,0.047,0.239,0.021,0.011,0.02,0.641,24.997,14.495,0.032,0.081,0.0,0.014,0.018,0.043,0.037,0.007,0.02,0.336,0.202,0.53,0.273,0.036,0.004,14.552,0.072,0.296,0.06,0.147,0.006,14.506,0.047,0.421,0.042,0.258,0.007,14.43,14.295,0.576,0.104,14.304,0.012,14.393,0.0,0.372,0.035,0.02,0.003,14.434,0.143,0.302,0.043
26,1993,0.486,14.287,14.307,0.029,14.32,14.295,0.023,0.035,0.484,0.099,0.344,0.053,0.04,0.03,14.482,0.111,14.566,0.08,0.193,14.286,0.036,0.06,14.303,0.081,0.059,0.081,0.703,0.54,0.85,0.828,0.197,0.01,14.816,14.312,0.705,14.322,14.473,0.028,14.8,0.274,1.269,14.332,1.258,0.015,14.535,14.314,14.415,14.339,14.346,0.03,14.463,0.057,0.988,0.092,0.045,0.012,14.591,0.539,0.655,0.229
27,2001,0.397,0.015,0.205,0.04,14.334,0.07,0.025,0.023,0.517,0.187,0.672,0.055,0.041,0.047,1.859,0.193,0.456,0.057,0.487,0.0,0.162,0.066,0.384,0.233,0.084,0.032,1.173,0.308,0.531,0.459,0.104,0.007,14.88,0.221,0.231,14.32,14.456,0.009,15.249,0.194,0.678,0.193,0.901,0.009,14.799,14.356,0.511,14.386,14.409,0.01,14.518,24.998,0.727,0.088,0.075,0.004,14.686,0.182,0.193,0.194
28,2008,0.949,14.289,14.324,0.074,14.335,0.155,14.288,0.041,0.565,25.018,14.382,0.71,0.084,0.055,14.877,0.579,0.701,0.163,0.338,0.004,0.123,0.054,14.323,0.291,14.293,0.073,1.931,0.776,0.813,1.467,0.148,14.287,15.791,14.36,0.26,14.383,14.399,0.016,15.62,14.428,0.676,0.57,14.422,0.02,15.1,14.477,14.352,14.491,14.456,0.028,15.013,2.706,0.431,0.4,0.197,0.017,15.537,1.703,0.534,1.181
29,2016,1.305,14.295,14.374,0.296,14.357,0.466,0.108,0.183,1.413,1.554,14.376,4.683,1.048,0.057,5.365,0.573,0.804,0.306,0.432,0.013,0.279,0.111,0.344,0.538,0.052,0.092,1.125,0.774,0.279,2.382,0.214,14.297,16.118,14.513,14.366,14.425,14.571,0.08,15.795,1.956,1.573,14.55,14.536,0.033,15.642,0.783,14.308,14.435,14.476,0.234,8.445,13.963,2.159,1.332,0.84,0.027,16.122,3.465,0.705,1.558
