,place,"The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adolescent.', is"
10,Switzerland,0.0,0.0,0.0,0.0,0.0,2.043,0.0,3.861,4.329,1.449,0.0,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.871,1.363,1.012,1.431,1.938,1.834,2.563,2.818,6.462,0.0,3.4,0.0,1.953,2.118,2.907,2.481,6.996,2.824,3.14,0.0,1.115,0.771,2.685,0.646,0.892,0.0,1.081,0.0,0.0,0.0,3.917,2.59,6.768,0.0,2.734,1.546,5.397,3.845,8.311,0.0,6.041
11,Ireland,0.0,0.0,0.0,0.954,0.0,10.644,1.372,8.134,4.935,1.854,0.0,3.699,2.277,0.0,0.0,1.039,0.0,0.0,0.0,1.306,2.921,3.983,4.294,6.409,4.703,5.749,4.008,3.693,0.0,6.486,0.0,2.18,1.651,2.663,2.577,10.499,3.381,2.222,0.0,1.038,0.895,15.609,1.356,0.747,0.0,0.806,0.0,0.0,0.0,3.562,6.715,7.583,3.74,5.511,2.231,11.256,5.682,3.979,2.505,8.274
12,Lithuania,0.0,0.0,0.0,0.961,0.0,9.641,0.0,4.85,4.055,1.613,0.0,2.823,3.714,0.0,0.0,0.988,0.0,0.0,0.0,1.315,4.114,5.46,2.684,3.062,4.364,5.135,2.419,3.119,0.0,5.477,0.0,0.0,1.753,2.176,0.0,2.876,2.51,1.479,0.603,1.349,1.025,1.819,1.218,0.0,0.0,0.593,0.0,0.777,0.0,3.959,3.558,8.391,0.0,2.181,1.54,6.301,2.822,7.496,0.0,3.896
13,Rwanda,0.0,0.0,0.0,0.0,0.0,1.539,0.0,7.572,0.0,0.0,0.0,1.443,1.196,0.0,0.0,0.0,0.0,0.0,0.0,2.162,1.613,1.192,1.639,1.605,3.778,0.0,3.813,3.445,0.0,3.853,0.0,2.496,2.385,2.809,0.0,1.903,1.83,1.958,0.0,0.0,0.0,0.0,0.953,0.0,0.0,0.0,0.0,0.0,0.0,6.411,4.492,12.806,1.517,5.275,3.253,6.986,5.631,10.902,2.084,4.183
14,Namibia,0.0,0.0,0.0,0.0,0.0,3.644,0.0,4.403,0.0,0.0,0.0,2.922,1.534,0.0,0.0,0.0,0.0,0.626,0.0,2.171,1.657,2.456,2.095,6.641,4.828,6.018,2.793,8.542,0.0,7.935,0.0,2.238,4.414,3.253,0.0,3.418,4.205,1.787,1.336,1.002,1.141,11.975,1.507,0.0,0.0,0.806,0.0,0.0,0.0,6.003,8.358,9.539,2.185,5.408,2.724,5.943,4.116,12.465,0.0,6.246
15,Sweden,0.0,0.0,0.0,1.036,0.0,8.385,0.0,1.351,0.0,1.303,0.0,2.953,1.313,0.0,0.0,0.0,0.0,0.584,0.0,1.677,4.059,5.637,3.02,7.056,3.111,3.951,1.919,3.598,0.0,1.964,0.0,1.758,2.161,2.441,2.01,2.516,1.736,1.889,0.553,1.13,0.708,1.375,0.684,0.616,0.0,0.0,0.0,0.0,0.0,3.555,4.315,2.208,0.0,3.794,0.79,5.579,0.0,3.07,0.0,1.894
16,New Zealand,1.302,0.0,0.0,1.119,0.0,3.543,0.0,0.0,7.391,2.145,0.0,6.335,2.296,0.0,0.0,1.093,0.0,0.977,0.0,4.874,2.837,3.104,4.752,12.707,4.172,4.374,0.0,4.44,0.0,3.601,0.0,2.261,2.704,2.863,4.211,3.47,2.913,2.232,1.956,1.089,0.917,5.608,0.851,0.616,0.0,0.71,1.06,2.369,0.0,7.545,7.599,13.106,2.148,10.448,2.764,12.419,2.266,8.663,2.716,7.358
17,Norway,0.0,0.0,0.0,0.962,0.0,2.208,0.0,5.111,3.219,1.366,0.0,2.374,1.363,0.0,0.0,0.907,0.0,0.0,0.0,1.324,3.136,5.521,2.104,4.337,3.537,3.953,2.578,2.338,0.0,2.351,0.0,1.677,1.484,1.993,2.025,1.965,2.013,1.985,0.528,0.829,0.0,1.43,0.658,0.0,0.0,0.605,0.0,0.0,0.0,4.64,4.842,9.236,0.0,4.019,0.891,5.616,2.028,3.027,0.0,4.173
18,Finland,0.0,0.0,0.0,0.876,0.0,3.099,0.0,0.0,0.0,1.138,0.0,2.673,2.315,0.0,0.0,0.0,0.0,0.0,0.0,2.115,5.093,4.926,3.32,11.2,4.639,0.0,0.0,1.672,0.0,1.686,0.0,1.723,0.0,2.19,0.0,1.967,1.25,0.96,0.0,1.18,0.935,14.445,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.315,1.692,3.056,0.824,2.747,0.807,1.77,0.0,2.171,1.138,0.0
19,Iceland,0.0,0.0,0.0,0.0,0.0,2.164,0.0,7.703,3.469,1.617,0.0,2.245,0.0,0.0,0.0,1.015,0.0,0.0,0.0,1.439,1.689,3.442,2.232,3.839,1.865,4.346,2.026,2.805,0.0,4.667,0.0,2.383,1.944,2.04,2.234,3.479,1.91,2.116,0.712,0.897,0.909,3.444,0.753,0.515,0.0,0.969,0.0,0.0,0.0,3.79,3.8,9.895,0.0,5.481,0.749,6.64,4.902,7.318,1.711,6.303
