,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
10,1875,40.583,53.78,54.242,40.03,41.562,55.628,47.924,50.59,50.266,38.484,42.474,46.332,47.046,45.462,47.376,36.939,37.47,48.283,40.77,36.392,33.109,27.504,27.243,35.809,31.116,39.637,48.744,28.704,34.982,44.389,42.526,45.634,40.427,38.315,33.214,43.418,36.189,49.69,46.511,43.798,43.19,43.735,41.657,45.9,45.135,37.076,37.361,43.64,39.688,41.413,43.529,32.943,33.171,38.064,36.875,43.607,47.971,35.959,38.976,41.746
11,1882,43.09,53.099,56.583,41.994,43.042,57.15,48.457,50.06,51.929,40.156,40.92,46.541,45.402,45.689,47.37,37.887,38.064,47.655,42.405,36.794,34.347,29.009,25.944,35.075,31.745,39.781,50.709,30.759,35.532,42.407,44.34,45.87,42.269,39.508,39.546,45.279,38.042,49.533,46.535,44.571,43.696,44.66,41.388,47.34,46.515,39.959,33.952,45.444,41.58,42.328,42.227,34.249,33.854,39.411,37.005,44.677,47.817,37.73,39.088,41.572
12,1889,43.471,53.087,54.232,40.94,39.205,53.605,48.417,50.022,51.457,44.435,42.931,46.23,46.1,46.875,43.801,37.721,39.21,48.619,43.229,36.572,34.048,30.074,27.995,35.914,31.628,42.424,49.499,32.805,36.303,43.587,43.506,48.573,42.133,41.403,35.05,44.091,39.755,49.817,46.68,45.909,45.545,43.037,42.99,48.388,43.892,40.901,35.448,46.9,42.337,44.667,44.049,35.605,36.685,38.237,38.652,46.269,48.087,38.607,41.713,40.92
13,1897,43.095,54.653,54.491,39.407,41.144,54.18,49.936,52.13,50.44,43.21,42.758,47.638,47.626,47.05,46.993,36.235,37.964,48.349,42.587,37.308,31.008,27.649,28.371,34.551,32.463,43.51,48.312,29.486,34.881,43.929,44.113,50.283,45.539,40.431,41.039,42.779,38.311,50.677,46.753,45.784,44.824,40.507,43.202,49.047,46.575,39.183,39.269,43.522,42.023,43.938,41.902,32.537,34.04,34.738,37.095,47.122,47.175,36.502,40.119,38.631
14,1904,42.91,58.809,55.988,42.043,43.021,54.171,50.095,53.876,51.599,45.468,44.602,47.37,50.292,47.589,45.915,36.958,37.152,45.951,41.613,37.883,37.499,29.019,29.323,35.145,32.366,46.405,48.17,30.629,36.247,41.254,45.169,50.256,41.216,40.954,41.558,43.321,39.976,49.996,45.087,42.616,43.229,42.143,43.419,48.009,44.674,38.259,37.416,43.842,39.975,44.485,42.062,34.967,36.004,39.178,38.963,48.463,46.004,36.931,41.306,41.076
15,1912,40.139,58.795,50.814,39.761,40.062,49.617,48.083,53.035,43.725,41.604,39.458,41.865,43.742,47.327,43.112,34.762,36.142,43.13,39.72,36.272,30.132,27.103,26.685,30.048,29.597,47.403,44.961,30.486,35.141,39.436,42.551,48.591,41.42,38.226,39.84,39.042,35.101,46.479,40.88,39.704,37.596,37.7,37.849,45.337,41.585,37.425,35.058,41.308,37.615,42.129,36.105,31.627,31.598,32.503,33.578,46.768,43.315,33.596,36.615,35.362
16,1919,41.964,56.416,46.629,38.897,38.079,50.145,45.833,50.528,41.749,39.173,36.289,42.807,41.675,48.601,41.266,36.775,36.938,46.419,40.718,35.62,28.709,26.766,27.282,31.741,28.356,46.857,43.162,31.578,36.676,44.64,43.092,48.829,37.363,35.989,33.642,38.899,33.797,47.895,39.452,41.941,40.192,40.286,39.147,47.82,40.897,38.512,32.42,42.307,39.246,39.816,38.259,32.365,31.143,33.448,34.211,47.877,41.087,35.37,38.727,39.489
17,1927,46.86,59.461,51.398,39.4,43.68,51.723,47.812,55.361,46.168,42.386,42.674,46.019,47.914,48.789,43.901,36.487,37.793,47.049,42.903,34.318,28.906,24.583,25.977,31.048,28.204,48.136,45.476,31.844,37.584,43.785,45.545,50.014,43.985,38.883,41.502,40.734,36.977,49.953,43.723,41.348,42.045,41.463,41.192,48.6,42.047,39.354,38.948,44.632,40.874,43.855,36.974,33.036,33.602,33.184,35.862,50.034,45.075,37.883,41.33,39.933
18,1934,39.559,53.933,46.386,33.075,36.89,46.399,42.788,46.939,42.8,33.474,35.809,39.021,41.581,43.571,41.131,31.849,32.953,43.319,37.905,29.427,24.827,20.724,22.087,26.694,23.728,44.718,43.715,27.397,34.253,38.27,40.127,43.518,36.657,33.679,35.458,36.928,32.019,44.617,35.966,36.047,36.189,36.853,37.21,42.668,39.137,34.715,34.234,41.603,36.075,35.126,33.509,28.958,28.009,29.421,30.74,43.24,41.627,32.546,36.545,36.484
19,1941,39.761,55.389,46.224,41.988,40.875,47.887,44.544,52.39,42.72,44.017,41.618,42.902,43.491,48.702,39.799,36.174,38.266,43.146,38.048,35.379,28.018,27.518,28.327,30.996,26.748,47.16,40.765,33.905,37.542,40.453,40.087,46.135,34.337,38.209,38.574,35.237,31.682,46.905,35.266,42.23,38.253,37.336,36.522,43.706,36.615,37.099,36.164,38.638,35.836,37.895,35.039,35.519,31.995,34.67,32.803,41.665,37.534,38.476,37.454,36.873
20,1949,43.508,59.517,48.35,43.782,43.075,51.554,48.686,55.313,45.943,43.245,40.054,46.945,45.584,51.204,43.603,41.693,37.962,45.707,44.274,38.173,32.413,29.178,29.956,33.592,30.655,51.025,43.997,36.079,35.916,45.65,43.519,47.854,40.644,40.416,41.295,38.013,35.67,48.598,42.207,43.078,40.961,43.005,40.676,50.351,43.82,42.534,36.443,43.914,40.77,42.947,38.149,37.166,34.524,33.772,34.639,51.44,41.987,40.149,40.796,37.685
21,1956,43.952,66.318,52.741,44.543,46.877,53.37,52.076,62.131,48.683,47.403,45.654,48.988,47.6,56.105,48.308,41.036,42.86,49.623,46.307,41.378,32.784,28.211,29.182,33.077,28.771,54.481,48.179,34.789,39.573,44.444,45.228,52.164,40.8,44.789,45.297,43.037,38.694,53.854,42.042,45.179,42.894,43.553,42.155,52.309,49.114,44.273,42.624,48.253,44.633,47.927,40.855,38.211,37.278,35.593,39.489,53.0,47.031,39.96,43.49,41.167
22,1964,40.811,56.662,46.017,35.957,41.501,49.75,46.702,57.962,43.847,38.427,36.629,44.808,43.701,49.983,43.693,36.302,38.87,48.603,44.138,31.801,25.751,21.05,2.357,28.206,24.511,47.839,42.156,29.842,36.11,42.352,42.503,43.715,37.986,34.607,36.925,37.301,34.036,47.549,37.712,38.473,38.182,41.163,38.033,47.564,44.285,39.236,37.649,46.485,42.081,35.557,35.485,31.511,29.422,33.049,32.804,48.078,42.893,34.545,38.697,36.949
23,1971,33.444,53.247,37.27,33.535,39.548,43.178,40.154,55.187,35.432,36.228,35.62,40.415,35.949,47.793,40.121,35.929,38.407,43.532,37.621,34.032,24.905,22.148,24.763,27.644,21.286,46.041,39.775,29.502,34.837,41.576,36.326,40.966,29.282,30.895,30.641,31.441,26.654,45.326,31.493,35.527,33.864,38.205,31.527,44.49,39.693,38.598,35.673,41.926,36.083,39.078,29.31,31.271,29.79,29.622,26.539,42.49,36.478,33.024,34.737,32.57
24,1978,40.409,60.825,43.894,39.014,43.892,46.868,47.197,60.843,40.467,44.565,41.165,41.937,42.427,54.789,47.988,45.198,41.195,50.376,47.355,41.203,29.3,25.833,28.362,31.383,25.191,54.212,44.293,33.858,39.666,45.971,42.171,49.359,35.924,39.056,41.594,36.674,34.996,51.831,40.481,42.883,41.618,43.065,38.726,50.175,46.188,47.488,41.978,48.37,43.491,42.385,34.475,36.213,33.782,31.004,32.197,49.032,43.014,38.207,40.434,38.113
25,1986,39.221,57.405,44.442,33.256,40.332,46.024,46.574,57.197,41.406,37.986,38.924,42.448,43.001,48.566,45.107,41.457,39.19,48.44,44.352,32.331,25.546,20.355,23.801,26.396,20.995,51.091,41.732,29.175,34.784,41.167,39.895,44.179,35.59,33.146,39.04,37.437,33.673,47.185,38.931,35.693,38.275,42.147,38.597,47.217,44.259,40.5,38.614,47.344,41.609,38.004,33.875,30.663,30.487,31.237,31.25,45.416,43.98,33.712,37.785,37.603
26,1993,40.249,56.816,44.758,34.753,39.071,44.453,45.137,52.768,42.254,40.986,36.874,41.257,41.275,47.445,44.549,39.699,36.732,48.493,44.517,29.448,23.943,18.661,21.705,26.787,20.095,47.304,43.997,30.478,33.947,42.925,38.457,40.877,32.291,32.528,36.13,33.435,31.485,44.166,37.586,35.32,35.027,40.671,36.442,46.209,45.196,41.025,36.805,47.255,43.128,35.345,34.15,30.374,28.305,31.861,29.534,42.646,44.945,34.277,34.942,36.974
27,2001,39.162,58.145,42.485,34.242,43.218,45.711,44.682,54.795,42.46,39.312,42.378,44.18,40.406,50.372,45.66,39.995,41.542,47.447,46.759,35.542,26.052,22.215,27.258,29.246,22.861,54.707,42.914,31.878,39.961,44.173,40.72,43.224,32.494,29.73,38.717,36.785,29.857,46.326,36.885,35.512,37.77,43.957,36.487,46.118,44.477,41.827,39.466,46.519,42.207,38.022,33.453,31.146,32.818,30.987,33.038,45.28,42.565,33.808,38.103,36.518
28,2008,37.83,59.931,43.377,40.026,41.674,40.835,45.507,54.724,41.136,44.739,43.501,41.779,42.196,47.59,42.01,43.761,38.825,42.831,44.529,43.095,27.975,26.865,29.242,28.615,26.276,51.748,39.569,32.615,38.11,39.809,38.892,39.405,30.659,30.722,33.239,33.175,30.732,42.811,36.572,37.379,33.763,39.223,36.223,42.42,40.512,42.63,34.692,39.89,41.561,34.469,30.985,32.548,31.0,26.221,31.83,40.495,37.685,33.834,32.683,30.247
29,2016,33.834,47.126,36.068,28.759,34.756,33.42,34.984,47.092,34.299,35.564,36.436,34.665,36.006,41.179,36.404,35.144,33.136,37.515,36.694,30.579,21.784,20.931,24.139,22.094,19.58,42.422,31.978,26.457,32.638,31.88,33.752,29.247,25.495,21.363,27.973,27.394,22.778,36.705,38.092,29.459,31.851,39.161,32.404,34.912,35.746,33.048,30.441,35.061,33.8,27.196,27.577,24.508,26.797,21.752,24.49,31.076,34.441,26.923,29.992,26.722
