,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,27.877,37.283,33.287,29.415,30.685,31.682,29.856,35.486,30.314,30.407,30.662,32.849,29.212,35.773,16.87,16.622,15.377,31.98,31.058,30.769,31.962,27.521,31.509,29.995,26.231,31.036,27.893,25.144,26.001,28.39,28.228,32.99,27.783,32.094,29.294,31.38,27.311,35.623,28.343,33.163,32.441,32.63,28.751,32.764,17.932,17.333,28.339,33.089,31.396,35.218,28.902,28.458,31.707,34.534,25.692,33.792,28.278,27.674,31.021,30.888
11,1882,27.845,34.151,30.407,27.46,28.212,31.524,29.573,32.821,31.95,30.913,30.362,32.898,29.3,33.122,16.878,29.311,27.833,33.002,31.793,30.382,30.459,28.006,30.739,29.15,25.667,30.796,27.477,25.594,26.358,28.911,27.965,33.259,27.966,31.813,26.844,30.944,27.249,35.963,27.206,32.233,31.754,31.949,28.356,33.358,17.882,17.452,29.569,33.731,31.866,34.922,28.295,28.387,31.12,32.129,25.283,34.107,27.572,27.71,30.221,30.67
12,1889,28.598,34.976,34.12,28.507,29.383,31.452,29.935,33.373,31.821,29.7,30.944,32.717,30.703,32.335,17.077,16.044,14.811,32.095,31.619,34.057,31.77,28.586,31.298,29.426,26.652,30.932,28.255,26.03,26.289,28.711,27.794,33.713,30.278,32.417,27.623,30.685,29.847,36.766,30.391,33.321,32.688,33.523,29.582,33.393,17.851,17.548,28.397,32.812,32.428,37.028,32.343,29.79,32.464,33.508,26.792,34.554,29.759,28.145,30.813,32.131
13,1897,30.453,42.117,37.333,33.577,34.833,35.697,33.65,40.703,33.819,35.052,33.814,35.81,32.957,39.656,17.222,16.701,15.904,37.437,33.485,37.238,34.335,31.761,31.096,32.495,29.219,34.072,30.461,27.906,28.56,31.399,29.826,41.058,32.728,35.168,30.808,34.877,32.198,43.623,34.678,36.507,33.008,35.713,32.216,37.423,18.304,18.001,15.395,37.812,34.789,38.869,34.868,31.914,34.828,38.148,28.387,38.072,31.704,33.215,33.771,33.77
14,1904,32.086,40.8,35.962,33.331,33.972,34.159,34.812,38.267,32.375,34.292,32.575,33.95,32.367,37.424,16.935,15.808,15.349,17.302,17.467,33.733,33.785,30.598,29.849,30.571,29.798,32.59,29.525,29.996,28.208,31.443,30.494,35.444,30.707,34.371,29.389,33.175,30.873,37.495,31.956,34.731,30.28,33.489,30.9,34.571,17.951,17.385,16.019,35.88,33.045,36.146,30.687,31.475,33.467,34.731,28.584,36.032,31.05,32.922,29.59,34.304
15,1912,28.398,37.734,33.869,31.55,31.188,33.061,30.581,37.468,33.983,32.477,30.417,34.268,30.562,36.169,16.741,16.01,15.304,33.548,31.735,35.413,32.332,30.777,31.082,29.738,28.433,31.412,29.277,28.629,26.752,29.499,29.006,37.078,30.543,32.259,27.934,31.018,27.679,38.322,30.455,32.612,28.421,33.201,29.558,34.158,17.435,17.505,29.37,34.584,31.888,37.052,29.698,30.616,31.61,33.41,26.633,34.539,31.269,30.156,30.013,30.655
16,1919,28.349,37.227,34.147,29.171,31.251,32.536,31.427,35.632,33.124,29.165,31.195,32.048,27.929,37.639,17.905,17.24,16.881,33.035,31.487,33.002,32.638,29.515,28.395,28.888,27.862,31.896,29.838,25.778,27.357,29.901,27.822,37.211,31.798,29.86,29.763,30.547,27.739,37.799,29.009,30.103,29.528,31.416,29.294,35.833,18.059,18.553,29.794,32.626,30.924,35.85,30.98,29.697,29.909,32.347,26.732,35.2,30.439,27.703,27.137,30.486
17,1927,30.632,42.788,37.529,34.341,35.628,37.45,36.566,40.714,36.405,34.316,32.98,36.815,32.359,38.847,18.267,17.353,17.372,34.864,19.232,37.778,33.493,31.969,33.176,30.446,30.306,37.452,30.241,31.054,29.452,31.462,31.031,41.925,32.657,35.381,33.974,34.312,32.229,43.26,32.211,36.356,32.166,36.094,30.992,40.612,18.613,19.079,31.997,36.613,33.635,41.356,33.586,32.238,33.752,37.009,29.462,38.142,33.67,33.851,30.691,33.232
18,1934,33.192,40.652,36.625,33.446,34.88,37.021,33.797,40.577,36.146,33.875,30.264,34.466,31.293,38.219,16.032,15.372,14.951,35.21,33.4,37.451,33.937,31.308,30.939,31.587,30.101,38.574,31.545,31.403,29.882,32.822,33.661,41.039,33.956,36.856,32.806,36.18,31.874,42.406,33.489,36.61,32.697,37.822,33.552,39.574,16.795,16.755,32.141,38.422,35.148,40.662,32.724,35.5,34.109,35.579,30.793,40.925,35.664,35.251,33.837,36.973
19,1941,32.175,39.448,34.868,32.804,33.978,33.945,34.937,37.838,34.545,33.178,32.195,33.247,32.175,36.999,16.601,33.557,27.826,33.176,32.281,33.473,29.679,29.733,31.396,28.658,27.794,32.307,29.221,29.661,27.729,29.801,31.946,39.75,30.615,34.48,32.15,34.2,32.919,39.868,30.877,36.107,32.322,35.026,32.481,36.106,17.586,35.404,32.114,34.105,33.467,38.765,28.467,31.438,32.874,31.576,28.946,38.638,32.428,34.213,29.882,31.922
20,1949,31.828,39.659,33.573,31.59,32.503,34.574,34.88,38.388,35.72,34.198,33.671,35.341,32.032,39.479,17.297,17.004,16.623,34.899,32.443,34.603,31.66,31.016,30.125,30.896,29.513,33.125,29.495,27.916,28.768,30.923,30.696,42.037,33.134,35.318,32.647,32.952,33.62,42.869,34.584,36.037,32.646,36.603,33.118,39.03,17.993,18.465,32.96,37.237,33.772,37.916,31.373,31.989,32.757,34.251,29.678,37.112,31.959,30.423,29.66,32.409
21,1956,30.859,41.52,32.553,33.298,35.03,31.846,35.642,39.594,32.349,32.427,32.783,31.617,30.785,38.96,17.504,16.446,16.563,34.339,17.974,32.936,28.985,29.145,29.289,28.709,28.522,33.088,27.343,27.115,28.412,28.731,31.074,39.923,30.543,34.529,31.711,33.119,33.147,41.31,31.757,35.467,32.185,36.056,32.998,36.611,17.838,36.478,31.984,35.863,35.197,35.697,29.747,29.987,31.586,31.975,28.213,34.738,29.864,29.416,28.502,30.429
22,1964,30.769,35.842,29.316,30.075,33.891,33.175,33.16,37.491,28.822,32.499,31.948,32.062,29.291,37.929,17.425,34.979,16.801,34.522,34.33,33.632,27.481,27.314,28.605,27.523,25.009,31.568,27.487,26.765,27.898,29.197,29.904,38.778,29.471,33.306,32.298,30.963,29.847,38.487,29.93,33.647,31.055,32.078,30.81,35.579,17.129,36.8,32.452,35.718,33.783,34.329,27.615,29.395,31.942,30.951,26.715,33.906,29.59,29.29,31.36,29.509
23,1971,24.023,30.167,25.627,25.363,25.823,27.739,26.825,29.279,24.701,24.932,27.041,27.801,25.367,32.883,19.428,30.458,25.39,27.962,27.719,29.423,22.944,23.253,24.205,24.297,21.696,26.58,22.563,22.423,23.629,25.041,23.698,28.932,23.485,27.515,27.605,24.873,22.926,32.506,23.692,27.098,26.397,27.439,23.106,31.043,19.538,31.159,26.579,28.881,26.301,28.707,22.018,24.255,27.114,25.987,21.114,28.402,23.894,24.646,26.189,25.05
24,1978,26.993,34.756,29.169,28.602,34.586,30.955,32.668,33.786,27.73,30.466,32.074,31.003,28.454,36.644,19.455,19.229,19.079,31.578,30.27,30.959,26.955,25.34,28.354,26.945,23.297,31.253,25.86,25.11,29.751,28.225,26.541,38.571,27.724,30.406,33.886,29.513,25.524,37.56,28.068,30.348,33.478,32.006,26.725,37.263,20.069,33.242,30.784,33.006,29.947,33.476,26.974,26.964,30.924,29.028,23.492,33.14,27.767,26.798,28.343,27.693
25,1986,24.687,30.733,26.195,23.815,30.047,28.537,29.97,29.978,26.506,24.731,29.03,29.485,24.373,31.632,17.347,16.125,15.952,27.551,17.943,27.58,24.783,22.545,25.972,26.112,21.679,27.217,23.163,22.668,24.768,26.269,25.036,31.646,24.763,24.738,29.172,27.662,23.384,32.295,26.499,27.066,30.229,30.208,23.737,30.681,17.746,17.305,28.033,29.487,27.08,30.296,24.075,24.847,29.015,27.803,21.114,30.419,25.188,24.074,29.606,27.063
26,1993,25.361,33.408,30.148,25.732,30.132,29.491,30.824,33.998,29.009,27.155,30.742,30.379,28.183,34.361,18.207,16.106,16.189,29.115,19.202,28.99,26.596,24.769,27.365,26.522,24.496,29.814,26.266,23.746,25.977,27.952,26.41,32.477,26.928,24.43,32.376,28.46,23.014,32.578,26.742,25.299,32.914,30.534,24.037,33.084,18.695,17.316,29.943,30.427,25.555,31.338,25.672,25.928,30.328,28.284,22.605,30.71,27.65,25.154,29.327,26.909
27,2001,24.811,33.152,29.358,23.332,29.686,27.744,31.908,32.845,25.298,26.163,29.582,28.025,25.455,28.148,17.931,25.442,23.114,25.196,23.877,26.896,25.996,22.367,26.634,25.753,21.854,25.329,22.89,21.996,24.018,25.587,25.326,30.22,22.88,21.506,29.41,25.627,21.053,28.975,25.256,24.635,27.205,27.649,23.936,27.248,18.424,26.7,26.551,27.026,24.644,32.358,24.355,23.504,29.586,26.244,21.157,29.275,27.174,23.707,27.663,25.229
28,2008,23.298,32.119,29.86,24.703,30.586,25.793,29.84,31.439,24.523,26.681,28.679,26.069,26.379,29.145,18.937,23.865,17.727,22.633,23.465,27.063,23.997,22.223,27.286,23.536,20.718,28.909,24.574,23.372,28.593,25.374,24.602,28.11,21.87,20.547,26.663,22.691,20.409,27.316,23.768,22.87,26.169,25.199,21.085,27.45,19.239,24.184,24.587,24.858,22.527,29.174,23.878,23.031,27.294,21.789,19.97,26.253,25.942,24.538,26.431,23.614
29,2016,15.615,21.061,17.816,16.034,22.827,17.785,23.948,21.062,15.151,18.32,21.825,16.93,18.664,20.405,15.403,15.87,20.541,15.131,14.681,17.26,11.264,13.252,21.224,11.927,12.089,17.612,12.168,15.79,19.719,15.051,16.661,17.438,14.211,12.504,19.835,15.489,12.818,17.865,16.562,15.822,19.018,17.756,14.689,19.085,17.399,15.952,22.35,17.771,14.162,19.457,14.703,14.153,23.867,13.869,11.443,19.093,18.702,17.338,22.38,17.277
