,date,"In this sentence: 'In 2016, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become an adolescent.', the missing gendered pronoun is"
10,1875,19.273,18.16,17.812,13.338,14.327,16.103,12.486,99.999,16.624,15.266,15.826,14.655,16.317,18.254,0.0,47.615,41.447,0.0,15.496,19.917,17.542,15.869,15.175,16.539,16.917,14.381,14.916,16.965,14.872,14.755,14.489,14.499,15.082,21.041,14.669,14.771,30.749,14.401,14.755,14.511,14.509,14.58,15.706,17.227,14.283,16.848,16.312,16.054,17.533,16.124,15.152,15.726,99.999,18.503,16.997,14.679,16.286,15.101,14.483,14.654
11,1882,15.232,17.415,19.162,17.428,13.445,16.334,13.447,99.999,15.002,15.005,14.737,14.613,14.898,1.796,1.089,1.619,74.115,0.0,0.6,99.999,14.872,99.999,14.654,99.999,15.794,14.408,16.373,15.94,14.609,15.045,15.557,14.42,15.888,20.977,14.56,15.113,31.182,99.999,14.664,14.666,14.521,15.169,14.84,18.625,0.0,18.17,17.857,19.193,17.062,99.999,15.214,99.999,99.999,14.546,17.388,14.499,15.076,99.999,14.519,15.015
12,1889,18.03,20.078,18.992,12.454,18.727,17.865,12.669,99.999,15.044,15.182,14.918,14.69,16.169,43.384,0.0,54.833,54.212,1.408,0.0,16.429,17.988,99.999,14.776,14.752,15.865,15.568,16.108,14.949,15.702,14.785,14.785,14.394,15.262,20.501,14.558,14.534,15.916,99.999,14.881,15.549,14.446,14.727,15.07,99.999,14.669,49.684,15.498,18.155,1.054,15.257,15.502,99.999,99.999,15.186,18.686,99.999,16.228,99.999,28.689,99.999
13,1897,17.897,18.717,52.38,14.345,43.952,18.779,12.859,99.999,16.219,15.668,15.711,14.834,14.785,53.036,0.7,63.649,79.258,0.0,1.192,99.999,17.376,28.818,14.556,14.939,16.603,99.999,15.495,15.265,15.059,15.336,14.886,14.469,17.002,67.303,14.702,15.397,53.323,99.999,14.677,16.155,14.584,14.63,16.314,99.999,15.312,69.572,17.124,19.347,1.308,99.999,17.199,15.861,99.999,15.895,19.487,99.999,15.993,99.999,14.435,15.302
14,1904,16.523,19.254,19.53,17.178,53.542,18.06,13.671,99.999,15.723,14.633,15.242,15.396,15.396,1.0,0.0,2.033,51.624,0.0,0.0,99.999,15.612,99.999,14.861,99.999,99.999,99.999,14.935,15.602,14.845,14.703,15.022,14.819,16.271,51.77,14.622,14.98,17.747,99.999,14.712,14.975,14.492,14.828,15.055,21.17,14.284,20.954,17.39,19.256,15.812,99.999,14.529,99.999,14.539,15.181,16.641,99.999,14.916,99.999,14.475,14.686
15,1912,16.112,18.042,16.071,28.826,42.377,16.434,12.931,99.999,16.274,16.387,15.871,15.141,14.865,0.0,0.0,0.996,19.654,0.0,0.0,99.999,18.685,99.999,15.491,15.958,17.084,14.575,15.068,15.637,15.366,14.993,15.046,14.475,15.609,67.496,15.11,15.069,19.748,99.999,14.476,14.591,14.736,15.017,14.805,16.948,14.241,61.489,17.013,17.294,0.0,99.999,16.172,77.729,99.999,16.374,17.669,99.999,16.614,99.999,14.797,14.698
16,1919,17.514,18.395,34.988,13.518,53.406,17.647,12.778,99.999,16.718,15.493,19.545,14.677,16.075,63.947,0.0,52.404,18.8,16.321,0.0,16.601,14.749,99.999,14.542,14.724,15.948,15.721,16.172,15.261,15.625,16.111,14.755,14.438,16.108,54.555,14.725,15.203,15.003,14.73,14.586,17.203,14.59,14.57,15.482,20.495,18.576,68.628,17.758,19.523,18.94,99.999,15.618,15.467,99.999,16.903,18.448,14.835,15.094,99.999,14.776,14.806
17,1927,18.311,19.43,44.941,34.328,19.672,19.728,13.19,99.999,16.66,15.091,15.537,14.655,14.977,36.96,0.629,33.451,21.014,0.0,2.984,17.481,17.617,99.999,15.748,16.116,16.59,99.999,14.526,17.66,14.81,16.807,16.396,14.802,17.59,52.245,14.498,14.783,14.893,99.999,16.001,14.949,28.622,15.744,15.892,99.999,15.117,66.615,16.387,17.807,15.694,99.999,15.408,99.999,99.999,17.042,17.574,99.999,15.14,17.989,99.999,16.127
18,1934,66.499,55.801,59.495,37.969,20.087,19.334,12.902,99.999,16.217,15.767,16.718,14.918,16.847,38.771,16.079,51.83,57.965,16.637,0.636,99.999,20.4,99.999,16.767,16.363,14.963,99.999,18.928,15.718,15.239,16.417,15.426,14.559,19.056,56.693,14.738,17.925,14.604,99.999,14.705,17.54,14.619,14.893,17.863,18.901,17.896,68.247,16.972,20.308,43.675,99.999,17.937,17.828,99.999,17.539,20.059,99.999,17.643,18.591,15.14,18.011
19,1941,74.789,20.539,12.951,14.648,15.807,20.369,12.658,99.999,15.93,15.249,17.682,15.639,17.434,77.195,1.414,67.705,65.665,34.863,49.454,19.008,17.729,99.999,16.154,15.566,18.669,21.19,17.222,17.719,17.304,17.538,17.21,18.119,57.865,86.821,15.592,17.297,65.358,99.999,17.546,17.868,15.365,15.653,20.052,88.968,55.97,77.497,20.985,68.906,16.704,99.999,18.778,9.488,99.999,17.412,66.489,99.999,48.925,20.608,14.742,17.497
20,1949,20.737,19.277,51.624,17.537,18.955,17.464,12.587,99.999,16.007,15.135,17.547,15.394,16.157,52.08,15.33,58.896,17.057,0.958,15.122,99.999,16.604,99.999,15.131,15.075,15.474,18.023,16.482,17.388,15.42,15.802,14.815,14.656,16.756,73.449,14.899,17.437,13.203,14.833,16.303,16.187,14.612,15.159,15.48,20.43,17.188,51.741,15.809,16.934,17.143,99.999,17.147,10.879,99.999,15.627,19.018,14.567,16.151,14.892,14.568,17.348
21,1956,17.323,17.677,45.836,13.754,54.36,49.595,12.798,99.999,15.559,15.662,15.548,15.228,16.881,19.453,0.0,1.593,17.355,0.0,0.0,99.999,17.176,99.999,15.356,16.211,17.655,99.999,15.594,15.892,15.235,17.588,15.243,14.594,17.102,79.053,14.702,15.574,12.914,14.397,14.717,15.46,14.445,14.987,15.903,15.738,16.716,19.736,16.096,17.474,0.288,99.999,16.581,99.999,99.999,15.698,17.971,99.999,15.524,16.989,28.571,16.254
22,1964,52.566,48.283,49.304,36.051,55.424,57.314,14.144,99.999,15.833,17.471,15.792,14.955,18.449,33.995,17.238,54.491,59.93,1.625,1.085,46.506,15.36,29.021,18.495,15.763,41.695,19.385,16.17,61.728,19.845,19.041,16.724,15.892,19.389,62.848,15.125,16.182,14.401,99.999,15.295,18.098,14.557,15.679,15.937,20.742,17.363,65.275,18.606,15.774,15.531,99.999,18.616,92.84,99.999,16.94,36.194,99.999,15.789,19.076,15.129,17.37
23,1971,17.149,13.936,38.813,15.193,13.232,20.787,12.667,14.375,15.879,15.812,15.138,15.761,15.763,15.26,14.283,54.613,14.282,0.0,17.014,19.58,18.072,16.796,15.22,15.427,18.98,16.889,15.084,17.551,16.733,67.582,52.307,14.527,18.688,67.604,15.873,17.77,12.664,14.942,15.546,18.12,14.675,16.178,17.09,17.326,14.284,19.951,17.09,16.191,16.259,99.999,18.947,17.664,99.999,19.842,50.39,99.999,15.38,18.487,15.569,19.143
24,1978,17.13,0.0,37.428,19.563,47.575,18.163,12.597,14.634,15.456,15.89,15.328,15.636,15.756,15.027,0.0,17.514,17.888,0.0,14.274,18.767,15.986,17.543,16.334,14.862,17.305,14.921,14.816,16.938,15.751,17.248,16.381,15.305,19.182,52.792,16.093,17.546,62.516,14.667,15.469,16.177,14.698,15.885,15.906,17.006,14.28,18.137,14.284,0.426,16.499,99.999,18.603,15.991,99.999,44.136,47.042,99.999,15.778,16.674,16.126,16.53
25,1986,15.988,0.0,15.431,14.373,13.993,41.386,12.458,16.632,16.112,16.354,16.02,17.817,16.217,66.749,23.735,75.497,67.069,31.097,18.312,16.065,20.756,16.438,16.733,17.193,17.565,18.571,19.604,17.536,18.448,15.707,16.766,15.803,16.085,53.597,15.898,16.358,12.916,99.999,16.754,17.123,14.638,15.917,16.428,82.23,16.387,80.968,18.353,1.76,15.967,99.999,15.97,18.074,99.999,16.777,18.319,16.551,16.04,18.957,14.698,18.533
26,1993,18.231,12.245,12.576,12.53,12.425,14.552,0.0,14.772,16.369,16.111,15.43,14.77,20.166,17.02,0.0,60.708,78.84,14.282,15.1,15.643,20.328,14.776,17.692,17.467,16.666,16.477,17.732,19.921,18.237,18.974,16.605,15.277,16.48,13.146,15.19,17.307,12.421,14.744,14.648,17.647,14.702,14.624,15.751,51.085,17.776,51.49,18.358,19.964,17.418,14.695,16.111,16.666,99.999,17.065,18.123,99.999,16.225,17.574,16.073,15.803
27,2001,18.505,11.551,12.621,12.849,13.509,13.564,12.471,15.766,16.556,16.256,16.032,14.582,17.332,68.803,0.0,64.832,52.604,1.918,40.001,14.629,18.723,14.471,17.712,17.569,17.634,20.307,17.485,20.267,17.073,18.632,18.723,17.433,19.23,40.937,16.796,18.672,12.459,15.071,16.838,18.56,17.006,16.477,16.68,75.889,67.087,58.984,34.839,3.875,1.895,99.999,17.936,61.913,99.999,19.559,62.803,17.157,17.208,19.326,17.641,15.701
28,2008,15.424,0.0,16.195,14.086,13.333,19.387,0.0,14.716,15.108,15.006,14.636,14.577,15.992,86.051,0.0,51.676,59.049,2.256,51.14,15.155,15.937,13.309,16.949,20.433,17.73,17.447,14.559,18.184,14.937,18.376,20.857,15.803,17.091,14.263,15.552,16.948,12.447,14.802,14.699,16.472,15.336,14.49,16.001,75.226,14.285,83.203,18.151,12.548,17.645,99.999,16.394,42.126,16.202,16.956,19.491,17.151,17.318,19.097,15.629,15.893
29,2016,46.86,47.654,19.93,65.663,46.654,34.675,12.66,57.903,19.464,65.991,16.961,16.256,47.635,96.983,79.138,88.535,72.75,13.913,57.93,0.0,46.021,14.188,5.382,32.206,0.0,14.475,15.585,53.291,0.0,16.421,67.082,16.068,17.158,99.853,18.038,18.582,13.071,15.275,15.931,57.689,15.082,15.938,16.935,89.321,81.16,95.795,39.508,85.845,84.726,17.795,72.084,52.749,50.761,57.254,1.394,20.181,53.128,70.008,20.213,41.979
