,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,4.965,0.905,13.826,2.744,15.704,6.496,5.58,1.606,17.875,5.968,12.094,7.023,7.341,3.874,25.353,6.888,14.536,7.674,12.895,1.732,49.502,4.198,18.716,2.424,8.34,6.635,63.669,5.216,38.79,17.62,21.604,24.623,12.56,2.313,53.516,11.662,4.11,18.166,12.635,2.954,45.864,4.418,3.696,41.322,13.155,5.444,50.581,11.832,6.774,10.132,52.663,7.16,39.66,3.416,14.996,20.478,20.282,4.344,44.563,4.783
11,1882,2.7,0.0,5.469,1.299,6.344,2.575,2.127,0.0,8.372,2.003,7.083,3.04,2.144,2.101,19.021,2.85,8.818,7.298,4.15,0.699,28.085,1.475,8.866,0.0,2.835,1.753,23.684,1.618,24.619,10.298,7.649,16.121,4.597,1.536,33.603,4.771,0.0,2.825,4.792,1.003,27.798,2.233,1.545,18.146,14.351,1.858,41.222,6.004,2.795,4.136,28.965,2.535,25.535,1.427,2.983,10.662,9.049,1.773,33.029,5.146
12,1889,4.431,0.0,9.043,1.554,13.517,6.06,3.337,0.0,13.534,5.126,7.674,5.029,5.714,2.729,23.196,4.289,18.015,3.423,5.622,0.97,43.83,2.617,16.366,1.114,5.119,2.508,49.325,2.582,29.164,10.033,9.681,19.255,8.731,2.354,50.884,5.6,0.0,13.211,10.929,3.398,48.221,5.057,3.724,27.199,25.704,2.724,48.051,8.334,2.678,12.189,36.07,5.908,36.186,2.684,4.451,18.541,18.474,3.24,41.018,5.264
13,1897,3.505,0.0,10.78,0.0,5.531,2.623,3.095,0.0,7.088,3.353,2.991,2.294,3.345,3.264,42.174,7.319,8.088,8.698,8.397,1.404,39.804,1.891,17.542,1.482,5.022,2.263,48.654,2.486,26.854,10.315,10.556,13.459,5.247,2.14,42.6,4.248,2.222,8.605,9.918,1.152,38.142,3.096,2.204,24.433,15.388,3.542,30.8,8.432,3.485,8.883,24.312,3.388,36.871,2.102,5.573,15.033,17.7,2.698,50.536,2.513
14,1904,2.525,0.0,5.211,0.0,6.677,2.884,2.326,0.0,11.002,2.672,3.72,2.404,2.793,0.0,25.059,3.791,4.537,3.77,6.567,0.0,19.783,2.141,6.164,1.008,4.133,0.0,27.841,1.298,21.486,9.12,7.454,4.373,6.201,1.35,39.271,2.812,0.0,4.317,6.065,2.395,33.136,2.826,1.826,10.603,7.681,2.649,32.688,3.876,1.448,4.784,23.257,4.426,26.105,1.575,2.805,9.207,13.177,1.927,30.303,3.68
15,1912,4.928,0.0,12.738,0.0,7.066,1.864,2.106,0.0,16.955,2.396,0.0,3.638,3.045,0.0,38.668,4.751,8.972,3.63,5.007,0.0,30.492,1.686,5.583,0.923,4.159,0.0,55.166,1.642,16.373,5.608,8.802,7.942,11.347,1.973,34.189,3.891,1.768,6.927,16.107,2.005,44.802,5.73,4.295,15.536,19.57,2.499,31.74,8.268,2.198,2.897,27.052,3.005,32.545,1.661,6.808,7.987,24.091,1.829,24.136,3.276
16,1919,5.099,0.0,14.396,1.815,4.338,2.536,2.844,0.0,13.043,5.367,0.0,3.653,7.132,0.0,26.999,2.564,7.557,3.644,7.192,0.0,27.368,2.479,7.658,0.0,2.439,0.0,54.257,2.987,23.824,7.825,12.109,5.973,8.819,1.526,32.478,3.957,2.34,4.466,8.045,1.685,31.411,3.953,2.653,10.894,10.925,1.858,19.676,2.136,2.281,4.865,20.225,4.277,22.134,2.178,4.564,4.046,12.774,3.098,17.833,3.247
17,1927,3.401,0.0,12.34,1.336,5.028,2.471,3.182,0.0,13.72,4.006,3.069,5.622,5.679,0.999,26.314,3.56,7.29,3.255,7.63,0.0,35.869,2.688,13.267,1.245,5.156,0.0,46.153,2.923,26.656,10.673,15.753,9.775,9.98,1.756,37.693,3.436,1.733,7.784,16.955,1.988,33.253,5.935,2.173,21.305,21.923,3.644,39.468,5.761,2.434,8.192,35.173,5.561,33.77,1.995,5.961,10.7,23.843,3.306,35.225,5.222
18,1934,3.471,0.0,17.493,1.741,9.012,2.312,3.126,0.0,17.61,5.163,5.404,5.481,8.757,0.0,24.825,3.45,10.089,3.605,4.198,0.0,44.537,2.147,15.866,2.27,7.784,1.013,50.04,1.344,27.02,20.836,12.843,8.023,6.36,1.54,42.289,5.323,1.537,9.584,9.425,1.916,41.717,5.781,2.106,14.171,14.836,1.324,50.426,4.573,1.399,7.475,40.398,4.453,43.96,3.957,6.338,7.8,20.515,3.503,40.518,13.706
19,1941,0.812,0.0,11.59,0.0,3.765,0.944,2.58,0.0,3.068,0.64,2.533,1.078,1.231,0.0,21.911,1.581,4.141,2.855,3.351,0.0,16.495,0.488,4.073,0.825,0.695,0.0,23.567,0.0,12.287,2.181,8.215,2.725,3.903,0.703,19.791,1.362,0.0,1.102,2.848,0.554,16.446,2.052,0.544,6.271,7.51,0.674,24.462,2.415,0.0,2.6,6.309,0.891,22.356,0.903,1.647,1.62,8.904,0.708,16.993,1.926
20,1949,2.535,0.0,16.034,2.033,7.908,3.825,4.562,0.0,13.576,4.858,5.643,4.895,7.72,2.054,24.013,4.421,8.916,3.881,5.21,1.403,38.422,2.434,12.32,2.356,4.689,1.006,38.553,2.527,25.492,15.32,16.133,8.611,4.696,1.629,25.927,2.935,0.0,5.889,8.227,1.371,28.432,3.375,1.67,15.285,11.1,2.028,50.792,3.329,1.457,5.385,23.425,2.909,25.047,2.109,5.77,8.517,19.392,2.425,32.044,4.192
21,1956,3.151,0.0,11.98,2.06,3.701,3.409,7.928,0.0,12.875,4.644,8.345,4.691,7.589,2.952,31.298,3.605,9.424,6.333,6.184,0.0,39.806,1.886,13.665,4.007,1.935,1.079,45.684,1.75,23.675,12.459,16.259,8.293,7.351,2.006,35.833,3.036,0.0,3.59,10.09,1.534,28.013,4.109,1.258,24.324,16.419,2.102,44.708,10.812,2.947,7.901,25.876,4.237,34.031,3.805,9.301,9.531,22.49,3.207,35.061,6.491
22,1964,3.695,0.0,14.848,1.498,5.528,4.844,3.28,0.0,15.272,5.501,4.497,4.846,5.541,0.0,18.298,2.861,6.164,4.821,6.218,0.0,20.838,0.0,10.801,1.903,2.725,0.0,36.649,1.906,20.595,7.568,16.973,8.219,6.853,1.877,33.921,4.137,0.0,4.404,7.948,1.643,26.383,2.969,1.302,7.48,9.271,2.291,48.807,7.39,2.223,4.775,36.741,5.012,34.853,3.677,4.03,4.704,14.992,3.503,34.619,7.405
23,1971,4.163,0.0,17.359,4.778,6.303,3.026,7.162,1.138,8.229,5.551,6.884,2.798,6.039,3.175,35.004,7.265,11.721,5.113,10.75,0.0,32.208,3.414,13.965,4.335,5.742,1.225,43.721,3.206,33.005,8.621,13.974,15.182,7.616,3.488,42.024,4.109,2.292,5.017,10.745,2.304,33.746,4.557,1.296,34.638,12.191,4.036,57.094,7.628,2.98,7.047,14.221,7.363,40.38,2.653,7.505,17.632,13.842,2.922,51.025,9.622
24,1978,6.007,1.549,25.364,8.339,5.607,5.685,15.917,0.743,10.635,9.09,4.46,6.37,10.843,5.363,31.7,7.421,11.942,7.763,7.427,1.842,41.064,4.22,23.899,4.881,7.813,1.694,49.625,5.169,32.289,27.473,30.932,17.23,9.441,5.94,43.827,7.226,2.778,4.567,9.775,2.972,28.343,4.683,2.538,27.533,15.519,3.305,49.889,5.469,3.146,9.364,26.242,8.348,46.338,6.09,12.023,18.326,18.139,4.744,46.667,17.618
25,1986,7.157,0.0,13.84,3.241,4.822,3.226,8.425,0.817,9.816,8.488,5.784,4.136,6.462,3.669,30.027,4.081,12.842,6.29,8.567,0.888,39.574,3.875,9.081,3.677,11.713,3.203,32.515,6.705,37.047,23.345,30.732,17.132,8.625,4.032,40.866,6.627,1.939,8.143,9.837,3.116,32.922,3.468,3.332,28.297,18.674,4.175,53.437,7.449,3.46,16.593,21.996,8.745,38.028,4.623,11.927,20.647,20.275,7.171,40.102,24.727
26,1993,4.831,0.986,10.697,5.29,4.354,2.719,4.428,1.602,7.152,9.257,7.616,3.346,7.122,5.475,28.987,5.58,11.453,5.16,11.191,1.133,48.669,4.142,11.927,3.828,11.472,3.438,42.91,12.058,35.277,35.814,33.917,19.158,7.384,4.932,49.407,5.599,2.56,11.44,8.119,5.003,36.915,4.3,2.771,38.438,15.52,5.653,48.297,17.377,4.101,14.801,19.794,10.238,44.576,5.271,6.196,19.778,16.868,9.99,38.868,31.051
27,2001,3.662,0.0,8.738,2.21,2.547,1.496,3.875,0.598,5.803,3.446,1.791,2.805,4.692,2.071,16.13,2.579,9.184,3.113,2.96,0.577,14.14,2.902,4.644,0.0,3.159,1.388,18.903,2.617,21.416,14.971,12.402,14.165,6.01,3.639,33.156,5.98,1.785,8.249,6.474,2.123,25.369,2.587,2.428,14.869,5.483,3.298,34.81,6.693,2.062,6.888,9.313,4.908,25.12,2.841,3.751,15.294,7.117,3.591,26.77,20.764
28,2008,4.331,0.0,11.414,0.0,1.868,1.946,3.089,0.0,8.251,5.353,3.676,3.073,3.989,0.0,13.307,1.804,6.711,3.041,3.702,0.0,26.014,2.72,4.207,0.0,5.135,0.0,26.388,2.7,27.712,20.999,14.089,14.581,10.359,3.079,34.414,6.776,2.473,10.714,4.155,1.724,30.389,4.43,2.633,9.168,7.204,2.9,28.661,2.29,2.402,10.149,10.029,6.978,27.527,3.896,7.881,16.79,7.725,5.111,23.109,12.282
29,2016,3.22,0.681,15.317,1.999,2.565,2.903,4.03,0.0,7.439,3.027,1.644,1.706,2.987,1.424,16.396,4.34,6.352,2.985,5.798,0.872,12.512,3.168,1.985,0.0,6.305,0.79,23.451,3.166,15.885,14.772,9.421,16.173,8.701,4.033,30.576,7.588,3.771,18.99,6.063,4.163,23.879,5.997,2.056,15.695,10.435,3.158,33.397,4.223,35.025,19.954,17.427,4.178,24.091,1.587,8.988,13.185,9.336,5.359,24.817,11.453
