,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,86.65,87.61,68.415,80.461,64.336,79.556,71.179,86.215,70.138,87.437,72.021,77.674,76.998,88.972,63.42,78.301,70.617,77.825,74.872,84.866,37.248,79.594,69.693,90.115,66.762,77.967,30.062,78.127,41.834,70.998,56.874,63.742,78.379,80.498,36.28,76.154,83.995,74.985,82.296,87.061,44.61,89.853,85.99,52.053,82.989,84.474,37.176,79.783,84.247,78.021,41.6,79.167,49.474,87.883,74.542,69.538,76.125,84.679,38.241,88.696
11,1882,78.694,90.189,83.964,85.524,81.843,85.638,80.103,93.236,81.348,90.811,74.403,84.074,83.959,87.615,71.406,83.447,75.911,77.118,84.112,89.989,58.805,85.196,79.301,85.505,81.319,85.447,68.013,82.308,59.069,70.166,78.093,75.659,88.719,81.169,56.707,79.503,82.035,88.127,91.254,92.639,64.871,90.738,87.161,74.723,80.273,90.267,46.607,81.679,88.643,84.412,62.937,84.967,60.444,88.359,91.141,77.435,84.201,90.241,55.862,87.123
12,1889,80.925,91.502,74.955,83.202,71.89,81.469,78.528,90.115,73.854,86.535,74.336,85.547,78.947,90.746,64.96,81.496,63.05,79.843,78.764,90.112,43.97,77.288,72.834,88.672,80.329,85.219,39.166,82.827,55.348,76.981,69.364,70.706,83.536,80.575,38.689,77.422,72.754,77.998,84.932,87.876,41.409,86.811,87.073,65.853,70.95,85.616,41.168,80.305,86.585,79.919,55.004,80.624,47.178,89.332,86.401,72.925,72.789,83.411,41.515,84.059
13,1897,79.585,92.782,67.767,83.016,72.931,84.217,77.861,92.183,76.353,87.346,77.619,87.697,85.085,86.907,48.824,81.153,75.055,76.223,70.136,86.866,50.326,83.194,69.516,84.057,80.175,81.213,40.836,80.79,53.476,74.557,71.342,74.071,87.895,80.667,46.596,79.854,80.745,79.628,86.04,91.003,50.598,88.29,85.99,66.978,80.787,87.35,50.664,80.918,88.337,82.065,69.037,84.332,53.366,88.761,85.829,74.495,74.807,86.721,35.876,85.903
14,1904,83.09,84.841,81.652,81.156,68.497,84.202,79.277,77.932,77.783,88.85,61.69,89.097,68.325,89.403,66.431,79.878,78.363,81.816,81.982,82.448,74.138,82.279,74.146,90.24,82.35,87.895,61.635,89.167,54.821,74.68,72.302,81.763,84.265,83.819,46.327,81.283,83.762,89.313,90.883,88.661,56.515,90.8,91.146,83.04,88.225,85.895,52.426,84.197,87.704,82.355,70.564,85.253,59.746,93.406,89.598,80.549,78.359,83.623,53.17,87.338
15,1912,82.532,83.239,78.47,84.762,73.819,85.709,84.1,83.365,73.268,91.438,79.262,87.357,82.208,89.861,52.228,79.972,76.815,82.259,76.375,89.231,57.194,85.516,76.729,91.734,81.605,90.44,37.973,86.746,68.686,85.15,76.418,80.794,79.678,84.955,55.472,79.546,84.849,89.058,80.032,92.082,47.624,87.375,87.074,70.919,76.076,90.967,56.65,80.711,89.381,87.482,68.139,86.867,58.087,92.628,85.015,81.451,70.248,89.673,65.128,87.33
16,1919,79.514,90.679,76.114,85.582,71.622,85.435,82.993,84.523,74.196,82.685,47.223,86.063,79.612,89.258,62.367,81.202,77.733,84.471,77.127,91.91,60.904,84.194,67.524,87.471,82.081,83.791,36.791,85.124,55.45,82.098,77.104,78.758,81.757,89.3,54.674,74.419,83.108,84.916,87.446,93.029,59.16,89.428,89.433,80.37,85.655,91.234,64.172,89.182,87.331,80.752,76.021,85.817,63.316,90.534,85.395,82.127,81.566,85.548,59.247,87.197
17,1927,86.923,92.22,75.997,85.424,78.829,83.907,85.296,93.992,72.999,89.648,61.444,86.117,81.133,92.762,65.673,84.547,81.171,83.07,84.07,93.123,48.111,83.757,74.626,89.921,81.976,88.845,48.555,86.196,60.223,77.379,65.429,82.844,82.18,89.304,55.169,84.078,88.328,84.184,78.635,92.868,59.744,87.188,89.809,69.369,73.669,88.888,51.652,85.95,88.893,80.729,60.062,87.941,54.407,90.59,87.291,78.157,71.379,89.821,48.755,79.598
18,1934,89.291,89.127,72.152,85.973,81.88,85.94,87.077,92.651,72.468,88.445,74.513,85.172,77.979,92.029,66.286,84.828,78.072,82.878,86.894,85.274,49.31,84.406,71.398,84.516,77.02,90.987,42.703,87.426,62.429,64.309,76.962,81.956,86.403,87.99,49.784,79.085,86.902,81.782,86.699,93.625,50.519,87.242,88.944,80.887,79.592,91.362,41.012,86.656,92.445,81.98,54.168,86.835,44.028,86.316,87.24,81.657,73.84,89.05,47.358,75.34
19,1941,92.607,93.044,75.026,85.997,86.07,89.37,85.775,91.198,90.507,95.603,89.147,92.576,91.474,94.652,71.003,88.049,85.422,86.899,84.689,90.825,72.788,92.749,86.136,90.75,90.877,91.23,70.768,89.863,76.369,87.126,82.717,90.194,88.09,93.528,73.598,87.818,91.55,95.172,94.35,95.338,77.038,91.886,93.916,88.314,89.492,95.32,63.77,90.66,94.22,86.931,89.973,93.766,64.728,94.752,90.795,92.17,86.843,93.446,68.691,91.66
20,1949,88.869,89.585,74.906,78.571,74.846,79.246,84.413,86.476,77.251,87.943,63.244,86.351,79.843,90.544,68.774,83.484,78.615,82.26,85.634,85.034,54.698,82.31,75.48,88.346,77.757,88.574,53.645,83.541,56.325,73.323,70.971,81.748,89.578,88.787,65.175,82.387,82.784,87.924,88.34,93.388,63.291,89.325,88.75,79.687,85.585,91.284,41.764,88.025,92.878,83.128,70.071,87.459,59.883,89.882,82.473,80.668,73.365,89.439,50.695,91.137
21,1956,90.03,83.044,71.261,76.986,86.777,82.221,80.487,82.564,76.49,85.971,75.984,85.614,78.334,85.566,61.875,87.052,77.152,77.116,83.098,83.917,48.025,86.569,75.304,85.583,83.943,86.301,46.131,86.267,60.144,76.715,70.443,80.238,86.27,88.356,51.875,79.419,81.636,87.172,85.296,90.102,65.471,87.615,88.893,68.57,80.802,90.979,44.439,83.631,92.376,77.972,70.218,83.428,49.324,88.495,76.877,77.337,71.808,87.278,48.901,85.17
22,1964,85.473,87.427,67.937,80.485,78.56,83.585,83.933,85.792,72.851,84.771,83.405,86.69,84.654,90.416,73.213,85.311,83.607,83.898,84.516,86.382,68.142,78.734,73.534,85.163,83.602,88.709,56.771,88.119,69.096,77.9,72.319,83.381,84.453,87.943,60.009,83.268,81.956,89.781,88.911,92.645,67.757,89.149,89.689,85.428,88.02,90.163,39.684,85.21,86.517,83.07,55.645,82.358,52.093,89.004,84.735,83.579,79.481,85.492,52.106,85.69
23,1971,89.749,89.916,66.125,82.691,84.84,81.64,78.155,89.702,81.372,84.287,79.922,89.136,86.004,90.796,58.406,81.747,76.9,81.561,80.746,88.316,61.848,85.248,67.595,87.649,81.442,90.325,51.258,87.662,56.339,83.074,72.117,78.921,85.15,85.806,51.855,80.693,81.249,90.101,84.536,91.94,60.295,88.435,91.524,59.773,84.151,90.426,35.159,85.261,88.522,84.106,82.153,82.266,49.37,91.481,82.733,74.52,82.09,90.869,35.517,84.721
24,1978,86.523,85.545,58.878,77.13,86.485,77.372,68.399,92.257,74.957,81.557,87.244,78.716,76.488,86.307,60.377,84.065,74.737,77.921,84.488,86.718,44.9,80.658,64.022,84.204,75.644,89.065,43.664,82.513,55.507,62.069,57.687,76.645,84.099,85.154,49.73,77.343,77.461,89.275,86.224,92.382,63.235,89.457,90.357,64.114,80.764,90.924,37.058,87.618,91.747,76.405,70.212,79.815,41.851,86.807,74.335,71.683,76.502,88.322,37.185,75.986
25,1986,85.749,89.665,74.48,86.347,89.18,85.951,74.66,94.062,81.694,85.498,85.536,87.136,81.719,90.457,66.073,89.8,75.757,80.624,84.893,91.723,52.181,85.691,74.543,85.239,77.482,91.067,62.522,83.525,55.994,69.379,61.737,79.323,86.253,85.313,53.537,82.889,84.003,88.232,86.517,91.266,62.182,91.068,87.753,65.804,78.997,91.821,39.362,86.35,90.71,76.708,75.118,82.112,52.542,89.701,80.129,73.652,76.713,84.877,48.54,69.581
26,1993,84.404,90.452,74.891,84.168,85.443,80.048,74.972,90.235,81.952,83.424,81.926,83.581,76.597,84.505,65.213,84.887,76.683,78.313,80.629,93.571,44.344,84.167,71.796,86.753,74.711,88.214,48.985,74.244,55.191,57.625,56.867,75.541,84.475,85.978,44.646,79.26,78.285,83.438,87.115,88.01,56.354,87.045,88.787,53.383,81.294,88.856,36.233,75.136,86.939,74.887,75.841,81.411,46.459,88.718,84.079,67.913,79.905,79.25,47.08,63.343
27,2001,86.226,92.164,77.677,85.404,86.679,86.345,76.688,92.869,85.276,89.09,89.938,84.172,83.841,91.291,79.768,87.141,80.259,88.489,86.843,92.271,75.251,85.521,86.542,86.033,79.424,89.735,71.663,85.377,67.068,74.334,78.349,81.172,86.381,80.798,60.939,80.267,84.242,87.59,89.117,92.463,68.43,91.497,90.289,79.612,91.494,87.681,52.695,87.207,91.474,84.366,87.163,85.472,63.162,91.869,87.243,74.507,88.169,87.322,58.657,73.623
28,2008,82.234,89.732,73.989,75.37,89.552,81.966,74.683,90.628,82.428,87.902,86.353,85.863,82.965,80.979,75.579,82.826,82.106,83.439,81.619,84.952,63.199,85.895,83.332,90.341,74.198,81.793,62.972,79.903,59.631,67.284,69.817,79.329,82.616,79.795,56.37,77.536,79.396,81.667,90.778,92.212,58.302,87.662,86.312,72.726,87.982,85.757,56.079,88.548,87.066,77.714,84.022,77.28,49.151,89.247,79.152,71.159,85.153,76.348,56.645,79.09
29,2016,84.638,89.768,67.527,81.36,87.133,76.548,77.673,90.974,76.312,83.638,87.45,86.88,83.052,83.05,75.45,76.109,83.331,78.159,70.296,87.752,74.068,80.476,84.702,87.84,76.674,88.222,67.7,77.062,70.756,73.494,71.648,77.973,82.063,80.715,56.213,79.95,79.189,70.977,86.702,86.267,64.862,85.106,85.918,67.764,83.009,82.967,48.339,83.448,27.704,64.446,73.19,80.794,47.623,90.84,77.258,73.341,82.287,75.211,54.091,83.075
