,date,"In this sentence: 'In 2016, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become an adolescent.', the missing gendered pronoun is"
17,1927,19.996,0.0,14.286,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.998,0.0,19.999,14.286,19.998,0.0,14.286,14.286,0.0,14.286,19.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999,0.0,14.286,0.0,0.0,0.0
18,1934,19.998,14.286,19.998,19.998,19.996,14.286,0.0,14.286,19.998,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,19.999,0.0,14.286,0.0,0.0,0.0,19.998,19.999,0.0,19.997,19.997,19.998,19.996,19.998,0.0,0.0,14.286,0.0,0.0,19.998,19.998,0.0,0.0,0.0,0.0,0.0,0.0,19.999,19.999,0.0,19.997,19.999,0.0,19.996,19.995,19.997,0.0
19,1941,19.995,14.286,14.286,0.0,0.0,0.0,0.0,14.286,14.286,0.0,19.999,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999,0.0,0.0,19.999,0.0,20.0,0.0,19.997,0.0,0.0,0.0,0.0,0.0,14.286,14.286,19.997,14.286,14.286,0.0,0.0,14.286,0.0,0.0,19.999,0.0,19.998,0.0,0.0,0.0,0.0,0.0,19.999,20.722,0.0,19.995,19.998,14.286,14.286,14.286,14.286,14.286
20,1949,19.997,14.286,14.286,19.997,19.997,14.286,0.0,14.286,14.286,19.999,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999,20.0,0.0,20.0,19.999,0.0,14.286,0.0,0.0,0.0,0.0,19.998,0.0,14.286,19.996,19.997,14.286,19.998,0.0,0.0,0.0,0.0,0.0,19.999,0.0,19.994,0.0,19.997,0.0,0.0,19.998,0.346,19.998,0.0,20.911,19.999,0.0,20.811,14.286,0.0,14.286
21,1956,0.0,0.0,14.286,19.997,0.0,0.0,0.0,14.286,19.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999,20.0,0.0,21.326,19.999,20.0,14.286,0.0,0.0,0.0,19.996,19.998,0.0,14.286,19.992,0.0,14.286,19.997,0.0,14.286,14.286,0.0,0.0,19.996,0.0,0.0,0.0,19.997,0.0,0.0,19.998,21.634,0.0,0.0,19.997,19.999,0.0,19.997,0.0,0.0,10.0
22,1964,19.997,14.286,19.998,19.999,0.0,14.286,0.0,14.286,14.286,19.999,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.643,20.612,20.0,20.0,20.0,19.997,0.0,0.0,0.0,19.996,19.998,0.0,19.994,19.995,19.999,19.995,19.999,0.0,0.0,14.286,0.0,0.0,19.998,0.0,0.0,0.0,0.0,0.0,0.0,19.999,22.335,19.999,21.506,20.693,19.999,0.0,19.996,14.286,0.0,14.286
23,1971,19.998,14.286,0.0,0.0,0.0,14.286,0.0,0.0,14.286,19.999,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.458,21.149,0.0,20.0,20.0,14.286,0.0,0.0,0.0,19.996,19.999,0.0,19.998,19.995,19.999,14.286,19.998,0.0,14.286,14.286,14.286,14.286,19.998,19.998,0.0,0.0,0.0,0.0,19.995,19.999,19.999,0.0,0.0,0.0,20.0,0.0,19.995,0.0,0.0,19.993
24,1978,0.0,14.286,0.0,19.997,14.286,14.286,14.286,14.286,14.286,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.757,0.0,20.0,20.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,19.997,19.998,0.0,14.286,14.286,0.0,19.998,19.997,14.286,14.286,19.998,0.0,9.997,0.0,0.0,0.0,0.0,19.998,20.896,19.999,19.999,20.647,0.0,0.0,19.996,0.0,0.0,14.286
25,1986,19.997,0.0,14.286,19.998,0.0,0.0,0.0,14.286,14.286,19.999,0.0,14.286,0.0,0.0,19.996,0.0,0.0,0.0,0.0,20.0,21.582,20.769,20.0,20.0,20.0,0.0,0.0,0.0,0.0,19.999,0.0,14.286,19.996,19.997,0.0,19.994,1.116,0.0,14.286,14.286,0.0,14.286,19.997,19.998,19.998,0.0,0.0,0.0,0.0,19.999,21.314,21.9,21.099,20.919,20.0,14.286,14.286,14.286,19.999,19.992
26,1993,0.0,14.286,0.77,19.998,1.855,19.993,0.0,14.286,19.999,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.46,20.505,0.346,20.0,20.565,0.0,0.0,0.0,0.0,19.998,0.0,14.286,0.0,19.998,19.998,0.0,19.997,0.0,14.286,19.997,14.286,14.286,19.997,0.0,19.998,0.0,0.0,0.0,0.0,19.999,21.65,2.596,20.0,19.999,19.999,14.286,0.0,0.0,19.998,0.0
27,2001,0.0,14.286,14.286,19.999,0.0,0.0,0.53,0.0,19.998,19.998,0.0,14.286,0.0,0.0,0.0,0.454,0.0,0.0,0.0,20.0,21.324,20.96,20.0,20.748,20.0,0.0,0.0,19.998,0.0,19.999,19.999,14.286,14.286,19.998,19.998,14.286,19.99,0.0,14.286,19.998,14.286,14.286,19.999,19.999,19.997,0.454,0.0,19.999,0.0,19.999,19.999,20.525,0.0,19.998,20.0,14.286,19.997,0.0,0.0,19.997
28,2008,0.0,14.286,14.286,0.0,14.286,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.726,0.55,0.0,0.335,0.0,0.0,0.0,0.0,19.999,0.0,0.0,0.0,14.286,19.999,0.0,14.286,19.998,0.0,19.999,19.999,19.998,14.286,19.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999,20.718,0.378,19.996,0.0,0.0,19.997,0.0,0.0,0.0
29,2016,0.956,14.286,0.0,0.0,0.0,14.286,0.701,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.996,0.971,0.0,0.0,0.77,20.0,20.848,21.546,20.0,20.0,20.975,0.0,0.0,21.237,0.0,19.999,0.0,14.286,14.286,19.999,14.286,4.209,19.998,14.286,19.998,19.997,14.286,14.286,19.999,0.0,19.996,0.582,0.0,19.998,0.514,19.998,19.998,22.025,0.842,19.997,20.0,14.286,14.286,0.0,0.0,0.0
