,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,2.355,0.195,0.075,0.016,0.104,0.638,0.05,0.008,0.176,0.003,0.016,4.18,0.247,20.224,4.465,1.716,3.767,56.828,51.878,0.347,0.193,0.07,0.348,1.041,0.243,0.146,0.12,0.025,0.108,0.186,0.074,0.078,0.41,0.124,0.324,0.513,0.941,0.002,0.064,0.027,0.005,0.095,0.105,5.35,63.4,23.854,6.008,68.139,76.882,0.021,2.642,0.609,0.02,3.035,0.44,0.05,2.187,0.112,0.035,1.809
11,1882,4.562,0.066,0.318,0.03,0.201,1.324,0.136,0.01,0.159,0.004,0.084,8.162,0.519,26.876,7.269,14.135,4.998,70.001,72.585,0.936,2.219,0.117,0.616,3.049,0.501,0.315,0.296,0.065,0.292,0.307,0.161,0.24,0.568,1.04,0.449,1.013,1.478,0.005,0.115,0.033,0.038,0.142,0.19,8.961,82.212,37.682,63.009,82.02,92.774,0.033,5.128,1.01,0.07,6.336,4.41,0.044,3.244,0.19,0.07,3.109
12,1889,5.579,0.232,0.173,0.033,0.089,0.982,0.082,0.008,0.73,0.01,0.085,2.36,0.321,17.102,56.178,7.347,3.86,63.334,57.856,0.183,0.285,0.125,0.139,2.138,1.697,0.126,0.434,0.072,0.257,0.328,0.267,0.216,1.076,3.486,0.464,1.686,1.755,0.001,0.156,0.008,0.017,0.222,0.232,9.929,83.065,40.523,70.521,80.931,92.317,0.039,0.813,0.962,0.009,6.807,5.979,0.081,0.872,0.489,0.013,4.229
13,1897,0.278,0.098,0.047,0.002,0.041,0.348,0.022,0.004,0.108,0.004,0.014,0.61,0.088,4.111,1.674,0.301,0.876,5.888,3.26,0.062,0.156,0.066,0.035,0.762,0.036,0.032,0.086,0.017,0.074,0.061,0.043,0.033,0.397,0.109,0.088,0.547,0.386,0.001,0.064,0.003,0.006,0.067,0.082,2.081,6.857,11.504,3.034,54.04,59.907,0.018,0.365,0.054,0.004,1.837,0.192,0.061,0.308,0.068,0.004,0.254
14,1904,0.436,0.026,0.019,0.006,0.017,0.455,0.01,0.007,0.066,0.002,0.005,0.122,0.027,9.319,2.419,0.333,0.767,20.092,2.711,0.089,0.02,0.017,0.072,0.205,0.048,0.026,0.057,0.008,0.021,0.039,0.045,0.044,0.452,0.698,0.124,0.569,0.366,0.001,0.015,0.002,0.003,0.06,0.061,1.66,7.111,6.603,2.1,52.696,6.61,0.008,0.173,0.075,0.003,1.441,0.083,0.048,1.21,0.03,0.004,1.083
15,1912,0.255,0.063,0.063,0.001,0.024,0.148,0.011,0.031,0.116,0.004,0.045,0.394,0.057,15.99,4.308,0.545,1.397,7.026,3.765,0.088,0.112,0.005,0.035,0.466,0.163,0.037,0.124,0.016,0.047,0.045,0.037,0.205,1.031,0.408,0.318,1.089,1.274,0.001,0.084,0.008,0.011,0.147,0.139,4.059,61.713,16.889,5.404,65.727,78.344,0.018,0.259,0.405,0.009,1.813,0.231,0.052,0.254,0.053,0.004,1.919
16,1919,0.393,0.005,0.089,0.002,0.072,0.17,0.015,0.042,0.125,0.004,0.062,0.139,0.077,1.704,2.822,0.78,1.482,3.804,5.607,0.107,0.159,0.053,0.086,0.134,0.129,0.071,0.17,0.016,0.014,0.05,0.093,0.125,0.469,0.242,0.313,1.017,1.694,0.001,0.091,0.006,0.042,0.092,0.164,3.62,53.465,26.335,59.168,61.611,84.763,0.006,0.281,0.07,0.023,0.424,0.46,0.116,0.365,0.105,0.014,0.418
17,1927,0.127,0.026,0.023,0.001,0.017,0.045,0.007,0.01,0.112,0.003,0.007,0.213,0.033,4.882,1.819,0.329,0.641,1.661,2.6,0.03,0.034,0.029,0.014,0.287,0.01,0.03,0.096,0.02,0.052,0.075,0.066,0.021,0.429,0.08,0.083,0.47,0.32,0.001,0.017,0.002,0.003,0.059,0.069,1.035,4.777,5.925,1.749,38.066,52.563,0.014,0.151,0.087,0.003,1.174,0.092,0.036,0.215,0.058,0.004,1.128
18,1934,0.196,0.004,0.015,0.001,0.02,0.045,0.005,0.008,0.015,0.002,0.005,0.202,0.003,10.204,3.841,0.422,1.413,4.391,4.764,0.165,0.026,0.016,0.012,0.182,0.01,0.03,0.085,0.006,0.049,0.092,0.061,0.016,0.584,0.075,0.057,0.405,0.533,0.001,0.012,0.003,0.003,0.056,0.066,2.475,5.995,10.11,2.078,6.883,64.338,0.008,0.19,0.015,0.003,0.209,0.103,0.014,0.171,0.046,0.003,0.953
19,1941,0.011,0.001,0.003,0.001,0.003,0.004,0.001,0.003,0.003,0.001,0.002,0.017,0.001,0.922,0.456,0.033,0.151,2.085,0.474,0.006,0.005,0.006,0.004,0.006,0.003,0.006,0.009,0.001,0.008,0.007,0.006,0.002,0.116,0.008,0.015,0.097,0.128,0.002,0.004,0.001,0.002,0.032,0.035,0.336,0.994,0.851,0.434,1.761,2.732,0.004,0.01,0.017,0.002,0.213,0.012,0.004,0.01,0.005,0.001,0.047
20,1949,0.2,0.001,0.004,0.0,0.004,0.009,0.003,0.003,0.002,0.001,0.001,0.029,0.009,0.296,0.692,0.046,0.281,0.921,1.051,0.034,0.008,0.007,0.004,0.045,0.02,0.012,0.027,0.002,0.012,0.007,0.008,0.002,0.149,0.014,0.014,0.134,0.211,0.0,0.004,0.001,0.001,0.033,0.034,0.198,2.469,1.484,0.647,16.439,4.064,0.005,0.02,0.033,0.002,0.091,0.022,0.009,0.048,0.014,0.001,0.034
21,1956,0.043,0.003,0.01,0.0,0.005,0.014,0.003,0.005,0.004,0.001,0.001,0.054,0.001,0.713,1.242,0.124,0.549,1.708,1.122,0.011,0.02,0.002,0.007,0.096,0.039,0.031,0.045,0.002,0.021,0.011,0.022,0.007,0.243,0.062,0.016,0.143,0.161,0.001,0.008,0.001,0.001,0.038,0.009,0.251,2.986,2.343,0.528,3.232,3.48,0.004,0.054,0.039,0.001,0.113,0.024,0.009,0.079,0.015,0.001,0.258
22,1964,0.109,0.005,0.017,0.001,0.011,0.028,0.008,0.001,0.008,0.002,0.004,0.064,0.003,1.047,1.581,0.179,1.768,2.158,2.076,0.014,0.023,0.003,0.01,0.072,0.014,0.038,0.066,0.004,0.005,0.022,0.046,0.088,0.473,0.146,0.088,0.48,0.958,0.002,0.047,0.002,0.004,0.053,0.098,0.719,4.249,4.578,1.788,5.553,59.071,0.008,0.041,0.057,0.002,0.118,0.054,0.016,0.067,0.02,0.001,0.41
23,1971,0.026,0.002,0.005,0.0,0.003,0.01,0.002,0.004,0.003,0.001,0.028,0.016,0.007,0.387,0.84,0.143,0.336,0.806,0.584,0.01,0.042,0.002,0.006,0.075,0.045,0.018,0.031,0.003,0.016,0.014,0.009,0.012,0.207,0.031,0.031,0.208,0.44,0.001,0.009,0.002,0.002,0.042,0.06,0.236,1.035,0.403,0.579,3.558,4.192,0.001,0.008,0.003,0.001,0.431,0.018,0.012,0.012,0.016,0.002,0.067
24,1978,0.087,0.005,0.018,0.001,0.009,0.022,0.005,0.001,0.007,0.002,0.003,0.063,0.002,0.547,1.28,0.183,0.435,1.213,1.179,0.011,0.016,0.002,0.01,0.075,0.008,0.046,0.103,0.006,0.037,0.028,0.035,0.017,0.435,0.071,0.062,0.31,0.532,0.001,0.015,0.005,0.003,0.044,0.054,0.315,1.762,0.666,0.766,4.711,5.722,0.001,0.019,0.008,0.002,0.062,0.042,0.011,0.101,0.027,0.001,0.015
25,1986,0.111,0.027,0.027,0.001,0.018,0.036,0.008,0.001,0.009,0.0,0.002,0.068,0.004,0.757,1.642,0.277,0.844,1.9,1.603,0.019,0.026,0.003,0.014,0.098,0.009,0.075,0.174,0.009,0.011,0.096,0.042,0.088,0.668,0.124,0.073,0.69,0.801,0.002,0.055,0.004,0.004,0.073,0.122,0.778,3.353,0.744,1.643,5.024,51.056,0.001,0.031,0.012,0.002,0.08,0.046,0.024,0.087,0.005,0.004,0.047
26,1993,0.128,0.016,0.019,0.001,0.012,0.03,0.007,0.001,0.006,0.001,0.002,0.059,0.03,0.92,1.3,0.306,0.619,1.66,1.6,0.032,0.035,0.003,0.014,0.081,0.013,0.049,0.007,0.01,0.006,0.039,0.004,0.063,0.737,0.161,0.072,0.637,1.013,0.002,0.021,0.007,0.003,0.058,0.081,0.507,2.262,0.535,1.339,2.443,5.705,0.001,0.019,0.011,0.002,0.069,0.039,0.021,0.057,0.007,0.002,0.021
27,2001,0.093,0.01,0.023,0.001,0.019,0.039,0.014,0.001,0.006,0.001,0.002,0.077,0.003,0.214,0.936,0.194,0.217,0.952,1.13,0.025,0.019,0.003,0.009,0.069,0.012,0.023,0.005,0.012,0.002,0.006,0.005,0.023,0.616,0.094,0.038,0.465,0.86,0.001,0.015,0.005,0.002,0.077,0.077,0.132,1.664,0.427,0.487,2.051,5.119,0.001,0.021,0.01,0.001,0.048,0.051,0.001,0.073,0.04,0.001,0.02
28,2008,0.147,0.007,0.038,0.002,0.04,0.082,0.015,0.001,0.066,0.001,0.003,0.074,0.003,0.763,1.449,0.473,0.52,2.563,3.344,0.016,0.118,0.004,0.005,0.101,0.007,0.035,0.019,0.024,0.002,0.005,0.008,0.079,0.902,0.284,0.077,0.694,1.637,0.002,0.079,0.011,0.002,0.099,0.121,0.621,4.299,1.067,0.966,4.574,56.082,0.001,0.075,0.016,0.001,0.14,0.085,0.002,0.107,0.046,0.001,0.052
29,2016,0.143,0.011,0.082,0.005,0.09,0.122,0.028,0.004,0.101,0.003,0.005,0.178,0.019,2.192,2.685,1.745,1.149,3.451,5.617,0.042,0.343,0.032,0.006,0.169,0.181,0.005,0.009,0.004,0.002,0.004,0.009,0.514,2.095,2.423,0.309,2.773,52.208,0.025,0.264,0.093,0.006,0.184,0.693,2.775,5.314,6.16,2.069,5.588,83.127,0.001,0.116,0.073,0.0,0.2,0.249,0.001,0.074,0.026,0.001,0.033
