,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,3.244,8.843,11.767,2.766,4.971,14.197,16.186,6.775,10.498,2.191,4.544,5.588,6.427,3.389,2.333,1.916,3.729,4.117,3.879,4.233,3.9,3.078,4.269,12.305,10.571,3.534,2.872,2.818,2.751,3.174,3.797,98.192,5.869,3.876,4.907,5.472,5.588,6.671,11.2,3.111,3.571,12.842,14.978,12.671,4.587,2.206,4.572,6.985,4.401,14.014,9.259,3.104,3.43,9.845,12.28,3.641,3.574,1.965,2.545,3.491
11,1882,3.262,99.169,5.185,3.812,4.605,13.977,7.135,6.067,10.174,1.735,4.66,10.87,5.093,3.173,2.431,2.084,2.373,5.891,4.794,4.575,3.506,2.687,3.9,11.389,4.385,3.354,2.539,3.094,2.267,3.093,3.701,5.267,5.524,3.74,3.836,5.353,6.273,6.824,11.114,3.268,3.25,13.489,15.027,5.536,3.604,1.813,4.263,6.433,5.763,13.086,4.81,2.759,3.485,4.419,5.472,3.653,3.656,1.761,2.655,4.208
12,1889,3.326,6.914,4.877,4.082,4.968,6.152,7.178,96.679,10.089,2.058,4.678,11.938,5.536,2.121,1.898,2.156,2.783,3.418,4.55,4.004,3.038,2.443,3.958,4.48,3.824,3.702,2.617,2.932,2.22,2.859,3.569,98.583,5.139,3.636,4.919,5.13,6.412,6.042,8.99,3.281,3.302,12.89,12.61,5.28,3.601,1.981,4.501,6.357,5.598,11.267,3.485,2.527,3.622,3.76,4.834,3.506,3.891,1.801,2.884,3.842
13,1897,3.418,99.413,10.773,4.576,5.64,14.087,7.19,8.704,11.658,1.898,10.651,12.732,13.623,3.205,2.287,2.447,2.544,4.416,2.855,4.712,3.342,2.321,3.809,10.492,3.992,3.676,3.476,2.976,2.452,3.503,3.526,98.876,4.797,3.819,5.395,5.435,5.865,6.189,10.48,3.302,3.76,12.756,13.623,4.758,3.622,1.981,4.465,4.684,4.031,6.174,4.358,2.679,4.337,4.221,11.359,4.047,3.76,2.052,2.852,4.715
14,1904,3.503,99.218,4.764,3.992,4.391,5.969,5.945,6.342,9.802,1.741,3.934,11.127,5.295,3.454,1.916,2.579,2.78,3.94,3.0,3.589,3.543,2.127,3.357,4.333,3.741,3.873,2.565,3.224,3.038,3.171,3.767,98.583,4.907,3.925,5.298,4.407,6.435,5.496,8.612,2.748,3.906,11.499,6.622,10.651,3.329,2.164,4.456,4.001,3.992,4.687,8.789,2.661,4.33,4.065,5.145,3.519,3.4,1.91,2.306,3.879
15,1912,2.383,5.946,3.543,2.999,3.424,10.809,5.334,5.542,8.85,1.323,3.311,10.004,4.251,3.387,1.588,2.27,1.981,2.782,4.091,2.821,2.748,1.746,2.551,4.105,3.433,2.898,1.932,2.214,1.86,2.544,3.411,6.891,3.339,3.543,4.224,3.226,3.607,4.034,7.159,2.855,2.545,10.492,5.664,4.504,2.4,2.092,3.271,3.842,3.22,9.912,5.789,0.0,2.852,3.519,4.752,2.557,2.716,0.0,2.248,3.601
16,1919,4.556,6.72,8.618,3.071,7.556,12.378,12.744,7.782,10.931,2.165,10.736,15.832,4.965,2.161,2.277,1.398,6.293,4.913,2.672,3.717,7.098,2.913,7.916,10.712,5.008,3.497,2.278,1.817,2.278,3.5,2.951,16.455,4.852,2.306,10.785,10.687,4.248,16.321,9.424,3.223,4.007,14.05,14.172,11.517,7.208,1.913,8.124,5.453,3.955,13.44,8.252,6.83,9.241,12.561,12.927,9.027,3.601,2.258,3.47,4.816
17,1927,4.042,99.267,3.958,3.162,5.386,11.182,5.542,97.411,10.669,1.616,9.418,9.418,5.316,2.065,1.872,3.009,2.132,3.485,4.805,3.238,2.866,2.06,3.099,4.178,2.827,3.967,1.842,2.8,2.1,2.51,3.885,98.925,3.583,3.297,4.761,5.605,5.356,4.517,8.27,2.515,3.299,8.978,6.055,4.156,2.821,2.769,3.314,7.013,5.705,5.347,3.567,2.864,4.452,3.818,11.456,2.641,2.414,1.994,1.843,3.647
18,1934,2.518,99.218,3.156,3.543,3.683,10.284,3.329,6.732,8.954,2.512,3.864,10.412,3.876,1.901,1.475,1.964,2.502,3.201,2.621,2.379,1.781,0.0,2.547,3.918,2.682,2.963,1.631,2.591,2.069,2.113,3.447,98.681,3.226,3.334,4.468,3.656,4.774,5.869,6.354,2.972,2.623,10.87,5.218,3.943,2.557,2.089,3.619,4.26,3.607,4.629,3.186,2.525,3.729,3.851,5.359,3.244,2.931,1.735,2.039,4.254
19,1941,3.006,99.267,3.375,3.879,4.102,10.516,5.002,96.19,6.769,1.445,3.638,11.047,3.238,2.147,1.779,2.47,3.314,3.619,2.801,2.745,2.007,0.0,2.39,4.019,2.573,4.169,1.526,2.44,2.332,2.702,3.635,98.339,3.271,4.34,4.694,3.86,5.63,5.215,6.738,3.561,2.867,10.596,5.319,4.742,2.982,2.281,3.558,4.709,3.577,4.333,7.037,2.565,2.798,4.037,4.968,2.684,2.754,3.715,1.982,3.5
20,1949,4.145,99.218,4.163,3.932,4.785,12.256,4.309,96.337,8.417,1.464,4.834,11.7,4.639,99.608,1.443,1.955,3.4,4.999,4.57,3.11,2.403,0.0,3.39,4.108,2.994,4.776,1.9,2.918,2.29,4.11,3.821,98.583,3.433,3.284,6.091,4.452,4.971,5.582,8.575,2.844,4.08,10.26,5.154,4.059,2.446,2.191,3.812,6.081,5.571,5.679,3.464,2.567,3.76,4.199,5.194,2.852,1.939,2.032,1.84,3.207
21,1956,4.597,99.169,3.522,3.989,9.552,10.48,4.669,6.598,7.452,3.143,4.16,11.835,3.317,2.531,1.836,2.66,3.653,3.107,5.501,2.354,1.797,0.0,2.844,3.668,2.444,4.526,1.988,2.989,2.626,3.719,4.068,98.583,2.547,1.753,5.002,3.635,5.786,5.539,5.325,3.09,4.224,7.91,5.237,3.9,2.391,2.536,3.964,6.383,6.746,4.437,5.682,2.452,3.717,4.413,5.222,3.094,3.918,1.794,2.078,5.283
22,1964,2.647,99.267,3.217,2.917,3.604,12.915,4.034,5.527,7.519,3.099,8.813,12.366,7.483,1.622,2.705,2.342,3.424,3.102,4.587,2.258,0.0,0.0,2.573,2.519,2.18,3.774,1.895,2.75,3.427,2.852,3.68,98.925,2.499,1.326,3.769,6.094,4.164,4.852,4.703,2.449,3.065,7.489,9.46,2.713,2.135,1.959,3.29,5.897,4.868,4.395,4.935,3.096,3.363,8.057,4.535,2.916,4.81,1.701,2.373,3.793
23,1971,4.065,99.169,3.546,3.23,11.603,15.832,4.663,7.495,10.791,2.093,11.676,15.869,10.205,3.522,1.961,2.257,9.271,5.746,5.943,3.052,2.229,1.548,3.055,3.259,2.547,5.445,2.838,2.851,4.037,3.47,3.837,7.129,3.229,1.814,4.401,10.394,3.592,5.499,6.341,5.191,4.907,14.05,12.146,5.234,2.948,2.56,3.876,11.169,4.523,6.216,8.539,4.486,4.504,10.931,13.025,4.327,3.198,3.725,2.844,5.164
24,1978,3.662,5.225,2.988,1.729,9.46,12.073,4.068,7.715,9.619,1.767,10.846,12.28,8.27,2.91,0.0,0.0,3.473,8.514,2.319,3.195,1.816,1.518,3.03,3.455,4.233,4.221,2.476,1.482,3.21,2.545,3.284,17.309,2.71,1.807,4.645,4.098,2.541,4.452,6.256,2.893,4.803,9.735,12.195,4.919,2.222,2.074,4.153,4.852,3.979,12.61,9.021,3.757,4.938,10.065,10.028,3.635,3.159,2.563,3.305,4.654
25,1986,4.242,5.399,3.0,1.694,10.913,13.147,3.635,6.512,9.082,2.155,12.421,14.16,11.7,3.038,1.604,0.0,4.822,4.535,3.369,3.21,2.246,3.152,3.372,3.787,4.892,5.375,2.815,2.139,3.567,3.683,3.643,6.683,2.769,1.66,4.983,9.033,2.742,4.99,7.434,2.977,5.566,13.672,12.598,4.904,2.631,2.266,4.199,4.553,3.561,5.255,8.624,3.885,5.432,11.175,12.475,3.674,3.323,2.29,2.954,4.791
26,1993,4.105,5.212,6.872,1.75,10.535,15.307,4.355,16.296,10.235,4.388,14.306,15.442,11.578,3.275,0.0,1.744,3.961,3.891,2.902,3.833,1.918,0.0,4.062,8.655,4.901,4.037,2.689,1.656,2.841,3.546,2.286,5.649,2.821,1.578,4.593,9.43,2.945,5.16,8.734,6.287,11.493,13.989,12.408,4.993,2.583,1.904,4.108,9.546,3.616,5.911,7.623,3.543,5.893,10.364,11.224,5.447,3.702,2.676,3.928,11.206
27,2001,4.703,8.777,11.572,3.134,10.901,18.213,11.505,18.42,16.028,3.323,12.408,18.567,11.554,2.687,2.202,2.621,3.921,4.788,5.878,3.25,6.28,4.495,3.082,8.777,6.897,4.65,3.656,1.749,2.461,7.739,2.786,5.06,3.641,2.254,5.154,10.992,4.092,3.754,11.944,8.527,11.206,18.542,18.335,4.724,3.226,4.518,3.406,11.066,3.677,5.533,11.651,5.2,5.176,14.209,14.355,4.041,4.883,3.659,3.168,15.552
28,2008,8.288,19.104,10.242,2.754,12.292,19.433,12.915,9.265,13.586,3.342,12.939,19.543,14.014,4.695,2.156,2.226,3.25,7.373,5.814,2.624,5.139,2.603,6.14,7.452,4.449,3.674,2.896,1.63,2.147,8.356,2.107,4.977,3.9,0.0,4.495,11.401,3.555,5.893,13.464,9.003,11.42,16.87,15.539,3.677,2.699,3.728,2.966,4.517,4.047,4.526,4.141,3.436,4.391,12.036,10.01,3.854,3.693,2.725,2.386,11.481
29,2016,6.366,27.099,14.648,2.924,18.091,20.569,17.554,84.277,8.514,4.712,10.211,17.956,15.161,4.939,0.0,0.0,4.138,7.819,7.568,7.69,5.89,3.76,9.35,10.76,4.407,6.072,5.71,3.68,5.307,11.035,8.252,5.749,7.544,5.817,11.737,12.549,8.722,15.124,9.167,6.311,10.571,15.356,11.499,3.992,0.0,5.411,4.626,9.076,9.033,4.541,5.978,5.71,3.738,11.621,8.667,4.153,4.547,3.369,2.599,8.099
