,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
10,1875,29.401,9.765,23.851,23.146,22.216,18.846,26.46,12.77,30.332,26.906,25.71,20.668,29.783,10.098,25.235,19.787,20.69,14.324,26.249,13.256,28.049,22.987,19.159,22.322,27.942,12.036,26.045,24.197,23.556,16.37,26.318,15.585,33.945,23.61,28.909,25.083,34.911,13.337,27.473,20.827,25.413,18.727,27.902,12.809,29.526,23.545,26.824,21.674,30.018,17.305,33.877,30.962,30.913,29.884,38.347,14.581,26.434,25.681,26.95,19.943
11,1882,27.823,9.259,21.974,22.252,20.545,17.276,25.266,13.135,28.834,25.772,25.424,19.171,31.205,10.418,24.186,20.269,19.807,13.56,25.726,12.649,27.285,22.953,17.872,21.601,27.435,12.345,25.264,24.089,23.277,15.72,25.771,14.129,31.607,22.29,27.361,23.44,33.635,13.285,26.245,20.724,25.126,16.952,27.964,16.523,28.474,23.304,24.909,18.253,28.745,17.202,34.481,32.757,29.901,28.268,39.124,13.778,28.374,26.887,26.224,17.111
12,1889,25.548,8.319,20.24,21.217,22.399,17.135,22.54,12.203,26.938,23.811,23.248,19.675,28.512,9.537,22.976,18.657,14.514,14.115,23.629,12.634,24.976,21.094,16.664,20.874,28.069,11.097,23.239,21.816,20.036,16.096,23.702,12.578,26.351,21.48,25.141,22.212,30.006,12.228,24.208,19.198,22.298,17.762,25.494,11.565,26.15,17.924,22.721,17.853,26.207,20.337,31.633,31.024,28.907,28.218,36.623,13.642,26.752,24.64,24.199,18.132
13,1897,26.861,8.462,21.989,21.436,20.164,16.805,21.999,11.753,26.262,24.462,23.698,19.809,28.015,9.437,24.625,18.56,19.819,13.871,24.319,13.235,27.141,22.095,17.941,21.919,23.904,10.183,21.799,21.232,20.673,15.864,23.573,12.449,28.013,22.093,26.313,24.064,31.213,16.022,26.135,18.404,22.716,20.371,26.174,15.989,28.592,21.057,24.312,21.129,27.27,20.955,35.013,31.506,30.36,30.682,37.49,12.572,28.912,25.056,24.719,19.797
14,1904,28.511,8.701,22.197,20.807,19.174,18.234,22.198,11.733,26.413,23.229,22.842,20.904,28.167,10.74,25.446,18.807,16.221,16.094,24.533,13.564,27.54,21.856,18.108,23.108,24.779,11.241,23.702,22.806,22.035,17.231,24.488,13.265,30.023,22.875,25.679,25.618,30.769,12.388,25.229,20.347,23.511,19.281,26.581,16.578,29.233,19.396,25.189,19.951,27.909,19.886,33.992,30.367,28.786,29.253,35.547,13.783,30.796,26.499,25.821,22.621
15,1912,33.865,11.695,27.839,25.293,25.924,24.999,27.818,14.33,35.038,29.23,28.043,27.347,34.297,13.91,30.695,23.065,24.647,20.32,30.996,17.713,33.706,27.396,22.738,29.173,31.46,14.612,28.599,29.311,27.331,21.374,30.73,17.614,35.385,28.793,30.731,32.959,39.144,16.808,33.03,25.493,29.392,25.375,33.703,20.798,34.634,25.808,29.868,25.668,33.534,24.194,42.591,35.93,34.636,36.49,44.404,17.945,32.95,33.896,31.682,28.734
16,1919,35.643,13.262,30.27,27.293,28.736,26.545,31.264,16.487,37.074,30.439,30.146,31.741,38.146,14.232,30.902,23.511,21.301,22.721,31.812,20.047,38.229,29.836,25.054,34.219,35.038,13.892,27.478,28.289,22.488,23.019,30.62,19.192,38.525,31.381,32.949,36.436,42.592,17.468,35.968,26.205,29.693,28.479,35.18,16.664,34.604,25.236,29.385,28.468,34.114,25.921,40.062,38.167,36.793,40.75,46.235,18.161,34.439,33.82,31.906,30.534
17,1927,29.449,10.948,27.612,26.863,25.04,22.365,27.621,12.746,31.989,28.609,25.814,25.207,31.395,13.055,25.923,23.78,19.496,20.331,30.024,16.181,32.896,28.873,22.061,27.741,30.999,12.32,26.428,27.574,21.167,19.265,28.072,17.168,35.271,30.754,29.632,32.356,39.058,16.203,31.353,26.544,27.35,25.111,33.807,15.605,31.828,25.329,27.032,25.493,33.266,19.342,38.888,35.787,30.902,36.15,41.874,15.539,31.97,29.843,27.007,26.643
18,1934,34.826,13.681,31.349,29.782,26.409,25.421,31.132,14.883,33.965,31.962,25.456,26.933,35.668,15.629,27.895,24.595,23.111,21.274,32.053,18.788,35.334,29.54,23.923,28.699,32.556,14.521,27.811,31.126,24.3,19.955,30.24,20.552,38.211,31.877,32.103,34.033,41.54,18.428,37.353,27.476,29.673,26.656,35.475,17.419,32.98,28.39,29.217,26.046,34.286,22.314,40.22,35.829,33.488,35.997,44.387,19.593,33.846,32.167,30.635,26.843
19,1941,35.525,13.541,31.922,25.278,27.001,26.322,31.747,15.002,34.297,27.205,25.391,28.838,36.034,15.083,29.828,22.831,21.647,23.52,33.663,20.798,36.576,27.734,25.195,30.238,34.241,13.62,29.258,27.786,24.023,20.85,30.712,21.382,42.56,29.09,30.729,37.064,44.138,18.891,36.339,24.308,30.531,28.29,36.705,18.161,36.074,26.863,25.682,31.179,35.605,22.68,39.473,31.079,33.999,38.908,43.322,20.544,36.138,30.219,29.234,31.537
20,1949,36.334,12.861,29.165,25.062,27.254,25.062,31.538,14.648,35.21,26.388,30.0,28.934,37.048,15.19,31.424,21.925,24.423,24.336,32.551,19.3,35.697,29.197,25.481,32.473,34.577,13.258,29.324,26.083,23.796,21.978,32.87,23.277,38.402,31.596,33.162,38.419,44.087,21.077,36.24,26.95,31.609,27.245,38.33,20.188,33.82,26.547,28.804,28.688,36.29,25.606,40.974,34.841,35.251,39.688,46.69,18.524,37.559,28.992,32.3,32.047
21,1956,32.305,10.055,26.477,22.572,21.65,20.342,24.807,11.532,31.485,24.522,22.897,23.276,29.342,11.992,27.99,20.18,20.283,19.908,27.467,15.29,32.561,26.034,20.747,25.499,28.452,11.393,25.565,26.19,19.627,17.825,28.943,17.279,39.297,27.221,26.772,31.209,36.738,14.318,34.137,23.888,25.388,23.651,32.46,13.302,27.278,21.455,23.481,24.177,29.039,17.402,37.406,28.467,28.296,35.0,37.844,15.932,31.214,27.865,25.993,27.948
22,1964,37.999,12.413,29.859,26.62,26.185,23.809,28.951,14.193,33.623,28.629,27.36,28.004,34.849,14.569,30.872,22.963,24.917,22.752,31.192,17.915,33.245,27.115,2.371,29.737,30.321,14.343,28.327,30.391,24.874,20.414,32.984,23.26,40.276,33.432,29.982,37.238,41.25,19.77,36.787,28.397,29.692,28.87,38.245,16.65,32.105,26.854,27.688,27.102,33.968,23.327,40.775,34.281,32.899,36.907,42.491,19.742,33.313,33.858,31.59,31.068
23,1971,44.993,17.706,42.505,32.036,29.522,32.881,39.709,18.35,46.565,35.338,31.159,36.934,45.618,16.65,33.486,24.97,22.608,27.6,36.288,22.551,42.613,31.708,28.247,36.573,40.362,17.059,35.105,33.901,28.968,27.523,40.496,29.399,52.068,36.596,39.383,47.371,52.064,21.644,43.38,33.536,33.864,36.963,46.085,20.473,36.315,27.811,27.28,33.451,39.093,26.818,50.708,36.719,38.244,47.748,52.227,25.464,40.456,35.891,36.315,41.92
24,1978,40.59,14.222,37.106,28.547,24.164,31.857,32.418,15.418,43.064,29.794,27.166,37.293,38.96,13.66,28.085,22.83,20.736,25.301,30.028,19.187,39.265,31.669,26.387,35.048,38.027,14.009,32.623,33.301,25.366,26.605,35.625,22.751,47.766,32.712,32.201,44.499,46.927,19.416,39.552,30.081,30.528,33.842,42.456,17.031,32.819,23.916,27.049,29.608,34.829,23.825,49.207,35.293,32.917,49.587,48.834,21.431,36.483,34.669,32.521,38.721
25,1986,41.117,14.908,38.149,33.846,28.072,30.931,33.781,17.155,42.433,36.531,30.446,36.575,36.405,14.617,33.018,24.932,24.682,25.646,32.168,19.591,42.721,37.287,27.384,35.965,41.795,15.657,34.852,39.874,27.199,27.096,40.005,24.699,48.198,41.326,33.096,43.177,46.915,20.759,42.621,35.35,31.665,32.435,41.823,20.084,34.376,28.249,28.363,28.725,34.708,26.798,50.551,40.91,35.989,47.855,50.713,22.732,39.659,39.377,33.855,38.278
26,1993,41.227,16.735,36.894,34.236,31.192,33.513,36.961,18.342,40.789,33.066,29.91,35.647,39.749,16.896,34.239,27.553,28.348,27.218,34.158,22.166,41.474,34.136,29.348,35.226,39.583,17.218,33.877,35.76,30.079,25.436,39.148,29.605,50.302,41.384,37.501,48.014,50.54,25.062,41.902,38.065,34.528,33.2,45.268,20.217,36.35,27.674,31.656,30.774,35.938,29.049,48.173,41.18,39.79,47.149,50.275,26.484,37.276,37.81,35.662,38.655
27,2001,43.816,19.604,42.595,39.099,31.854,35.995,41.019,20.728,45.526,39.268,32.767,35.499,43.805,18.74,36.335,29.548,28.703,31.153,34.856,27.243,49.837,42.841,34.656,38.958,48.459,19.585,40.233,39.011,35.26,31.138,43.636,33.009,52.011,48.893,38.754,45.685,52.412,25.43,45.147,38.538,35.594,31.512,46.558,26.08,36.608,32.745,33.617,33.336,37.914,34.723,51.259,46.487,41.782,48.272,51.513,31.255,41.948,43.395,40.451,42.096
28,2008,44.932,18.841,42.827,35.191,27.965,38.176,38.414,18.642,44.623,31.046,26.687,38.621,41.112,18.788,36.965,27.076,28.023,34.978,37.566,22.15,46.801,37.023,28.033,42.011,42.188,19.211,42.131,39.083,32.558,36.327,43.152,35.92,54.214,46.415,41.219,48.372,51.962,27.952,44.088,39.57,38.365,35.448,46.585,26.504,40.049,31.326,36.785,38.804,39.962,33.239,53.8,42.004,39.852,48.032,50.729,31.14,46.931,42.703,42.623,45.445
29,2016,52.213,26.925,50.091,48.063,39.707,48.153,48.192,23.933,49.463,41.635,36.497,44.952,47.431,27.298,47.051,39.731,38.658,43.927,48.261,34.23,57.269,42.989,40.556,51.437,54.625,27.444,51.938,48.04,42.649,44.162,47.985,48.785,60.03,58.255,51.239,53.951,61.436,35.016,42.572,45.099,43.385,37.154,51.07,37.705,46.948,42.131,46.513,45.723,48.64,43.582,56.833,52.093,49.876,54.302,57.858,42.556,50.829,52.146,49.177,48.111
