,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,17.308,99.999,21.421,99.999,14.779,17.284,17.684,99.997,99.999,99.993,18.874,74.276,17.61,99.994,70.883,20.744,15.466,19.191,17.725,99.999,19.042,18.026,14.576,99.999,16.347,14.632,99.999,15.51,14.469,99.999,99.999,14.825,18.454,99.999,15.912,99.998,99.998,14.509,99.998,99.998,18.078,99.999,74.206,16.453,74.835,84.331,16.947,99.999,21.008,14.962,60.206
11,1882,99.999,99.999,99.999,99.999,99.999,99.999,99.999,15.54,99.999,19.656,99.998,61.109,99.998,15.562,16.411,99.998,99.997,99.999,99.994,17.383,50.207,17.721,20.083,56.774,18.298,15.535,18.823,15.528,99.998,18.033,16.23,14.397,99.998,16.152,14.394,99.999,15.685,14.624,99.999,99.998,15.01,61.128,99.999,15.599,99.997,99.998,15.239,99.999,99.998,18.512,19.674,59.6,16.408,72.795,66.712,16.03,99.999,17.516,99.988,63.512
12,1889,19.582,15.025,99.999,99.999,99.999,99.999,99.999,15.651,99.999,17.647,99.999,19.536,17.023,15.586,17.211,16.821,99.997,17.787,17.707,17.616,51.555,17.278,17.696,59.34,18.354,14.77,18.403,16.28,99.997,18.36,18.626,14.486,99.999,15.979,14.44,99.999,16.179,14.817,99.999,16.922,14.813,57.849,19.364,16.277,99.999,19.279,14.874,18.244,99.998,16.452,18.45,45.27,99.993,19.547,60.496,15.362,99.999,18.567,15.316,54.925
13,1897,19.989,15.004,99.999,17.121,99.999,99.999,99.999,16.042,99.999,15.908,99.999,20.088,99.999,15.668,15.78,17.434,15.549,18.219,18.188,17.538,21.231,19.121,17.361,74.98,19.652,14.903,17.06,15.959,14.727,16.343,15.844,14.416,99.999,16.979,14.449,18.458,15.383,14.612,99.999,18.078,14.791,61.249,20.144,15.702,99.999,19.198,14.656,99.999,99.998,17.293,99.999,57.235,16.029,60.759,55.682,16.075,99.999,19.469,15.927,70.538
14,1904,60.169,18.966,99.999,19.013,99.999,65.067,20.084,18.88,19.886,17.613,17.393,54.557,19.558,15.633,17.562,18.951,15.702,17.06,17.915,18.482,20.701,18.668,18.209,81.016,19.357,15.535,16.488,16.99,15.567,17.7,15.645,14.535,16.166,17.184,14.403,19.129,17.041,15.117,52.898,18.418,14.674,61.163,18.019,15.932,17.079,99.998,15.851,18.382,20.836,99.998,17.675,73.973,38.735,69.064,68.727,15.465,18.696,19.82,17.592,53.921
15,1912,99.999,99.999,99.999,99.999,99.999,66.883,99.999,15.441,99.999,18.603,99.998,68.081,99.999,99.997,16.32,99.998,99.997,53.672,99.988,19.262,67.652,49.01,18.42,78.843,50.914,15.368,99.999,18.081,99.998,51.267,99.999,14.527,18.323,16.842,14.442,17.042,16.912,14.678,99.999,61.483,15.041,71.407,99.999,15.412,99.998,99.997,15.153,99.998,51.203,99.993,45.065,68.122,17.597,56.728,75.258,15.229,99.999,20.372,15.856,48.315
16,1919,99.999,99.999,99.999,99.999,99.999,60.372,99.999,16.408,99.999,17.333,99.998,62.65,20.649,16.36,16.686,18.06,99.993,18.787,17.042,17.977,47.629,18.006,17.128,66.66,56.077,14.958,99.999,17.211,99.996,16.794,16.617,14.349,17.272,16.399,14.611,20.512,17.006,14.7,99.999,17.588,14.806,65.301,99.999,14.898,99.998,99.998,14.508,19.716,53.279,17.72,42.862,66.931,16.412,70.839,75.555,14.983,99.999,20.895,16.852,68.846
17,1927,99.998,15.607,99.999,99.999,99.999,64.154,99.999,15.473,63.321,18.594,99.998,54.453,99.999,15.855,16.847,18.682,16.852,17.616,18.879,18.274,62.502,18.728,18.859,76.524,21.158,14.998,99.998,17.428,99.997,18.724,16.206,14.384,99.999,99.998,14.608,18.522,16.675,14.847,99.999,18.846,15.511,99.999,18.395,15.257,99.998,99.997,29.378,17.963,99.997,99.998,99.999,35.338,99.974,60.641,51.867,14.93,99.999,18.623,14.921,48.035
18,1934,99.999,16.339,99.999,17.549,99.999,60.218,17.108,15.284,99.999,17.282,99.998,74.926,49.865,14.935,99.999,18.84,14.984,18.327,17.699,18.048,54.694,17.735,18.266,73.938,58.958,14.903,99.999,17.461,99.996,18.632,15.808,14.433,16.879,15.779,14.513,16.88,15.589,15.273,99.999,18.597,14.725,20.911,18.106,15.493,99.998,19.519,15.233,99.999,99.998,99.998,99.999,63.56,99.986,69.319,78.182,16.478,99.999,19.689,14.881,56.494
19,1941,20.487,16.692,99.999,19.7,99.999,68.337,99.999,16.698,68.139,19.007,99.999,72.344,99.999,18.336,99.998,63.25,99.989,99.999,99.996,18.662,67.252,59.334,18.372,78.735,62.163,15.464,99.999,20.178,99.999,20.057,18.444,14.624,18.022,20.711,14.632,18.498,16.649,99.999,99.999,20.394,14.596,69.984,20.476,17.213,99.998,99.997,15.15,99.999,99.996,49.579,54.618,74.795,25.75,67.896,86.27,99.998,99.999,20.966,16.354,65.281
20,1949,99.998,99.999,99.999,99.999,99.999,54.96,99.999,16.69,99.999,19.628,99.999,53.991,99.997,16.131,15.538,17.246,99.986,20.75,99.994,18.18,19.209,49.707,17.729,60.791,70.006,15.565,99.998,19.405,99.996,17.943,16.824,14.533,20.728,20.242,14.821,99.999,16.437,15.112,99.999,50.092,14.701,59.12,99.999,15.701,99.998,99.993,17.968,19.564,99.997,20.065,33.828,79.121,18.675,73.616,75.641,17.293,99.998,21.025,16.474,53.256
21,1956,52.916,99.999,99.999,99.999,99.999,52.508,99.999,16.96,99.999,19.514,99.998,51.184,58.583,15.92,99.998,20.318,99.983,99.999,99.994,18.708,48.864,17.865,18.576,73.707,20.159,14.498,99.999,17.162,99.998,99.999,99.998,14.492,99.998,99.998,14.497,52.355,17.726,16.275,99.999,51.563,14.769,77.726,99.998,15.121,99.994,59.894,14.727,51.069,51.819,99.997,38.438,46.1,99.988,69.832,70.319,17.691,99.998,19.539,15.746,99.999
22,1964,58.78,99.999,50.948,18.76,99.999,66.5,58.5,16.753,99.999,18.135,99.998,54.933,99.999,16.359,99.998,18.434,17.697,99.999,99.989,21.1,66.0,18.503,20.84,73.088,20.759,15.928,99.999,54.922,99.997,20.95,20.737,15.092,99.999,19.535,14.616,59.865,20.798,16.38,54.562,56.497,14.976,71.852,73.865,18.427,99.997,50.448,15.394,99.99,99.997,20.5,46.929,81.416,29.719,83.866,84.054,18.348,99.998,48.686,16.58,65.987
23,1971,62.678,99.999,99.999,49.177,99.999,77.743,55.88,15.472,99.999,99.999,99.998,99.999,60.708,99.991,99.994,99.994,99.981,49.598,99.976,20.991,70.18,61.638,51.458,79.755,77.406,15.758,99.998,19.767,99.996,20.693,70.455,14.468,99.999,99.997,14.523,99.999,17.794,16.861,53.104,50.549,14.968,81.341,59.088,15.937,99.996,99.994,99.92,99.993,99.997,50.204,73.896,75.469,16.118,70.798,92.084,16.817,49.926,57.739,15.766,75.092
24,1978,57.509,99.999,99.999,99.999,99.999,66.2,99.999,15.804,99.999,21.02,99.998,19.527,61.578,99.998,99.998,99.998,99.99,99.999,99.988,21.008,67.693,43.113,19.897,67.414,53.563,17.494,99.998,17.745,99.998,20.292,99.998,15.023,99.999,99.996,15.507,99.999,99.997,16.155,99.999,99.998,15.181,81.226,59.115,19.317,99.995,99.997,28.957,99.997,99.997,49.002,55.612,79.528,16.835,78.935,90.325,15.911,99.998,49.184,15.381,56.541
25,1986,70.655,17.017,99.999,20.274,99.999,64.505,51.943,18.303,19.246,20.097,17.243,51.577,63.773,19.568,16.905,18.939,99.999,17.305,99.999,53.371,38.538,53.874,50.316,19.761,72.494,16.527,17.409,44.973,16.355,57.094,19.032,14.866,19.61,16.47,14.506,20.992,20.449,14.832,99.999,57.002,14.557,54.6,99.999,15.48,15.984,81.627,28.923,99.998,99.999,17.407,35.432,56.532,29.488,68.543,67.268,17.487,17.408,71.472,15.86,48.053
26,1993,57.329,99.999,99.999,18.712,99.999,99.999,99.999,16.022,17.851,19.161,99.999,17.622,47.029,17.096,29.401,29.914,14.461,17.017,99.999,17.022,33.878,40.698,16.446,49.369,49.276,15.845,16.747,18.768,15.226,40.968,19.397,14.781,19.117,16.44,14.516,18.24,99.999,16.173,99.999,19.395,14.479,99.999,19.037,15.102,18.348,71.641,15.669,99.999,99.999,16.66,33.119,47.063,29.307,18.278,44.536,16.618,17.234,74.987,29.084,48.59
27,2001,17.472,99.999,99.999,18.029,99.999,99.999,17.891,16.847,99.999,17.328,99.999,18.411,19.788,19.209,16.632,48.948,14.635,20.3,15.401,16.95,32.242,30.263,15.919,36.172,54.833,15.539,15.676,17.352,15.363,30.464,16.206,14.63,64.671,17.943,14.472,15.469,16.409,15.491,99.999,17.474,14.519,99.999,99.999,15.781,46.054,68.131,16.302,20.233,99.999,30.873,54.52,32.672,29.029,39.05,33.131,29.071,17.398,47.984,28.89,18.905
28,2008,54.584,15.702,14.904,16.93,14.716,99.999,17.67,15.787,16.946,31.757,17.427,18.373,41.834,18.191,34.694,49.292,29.168,19.574,15.3,20.428,47.106,36.272,17.238,73.015,55.745,31.036,31.984,32.67,30.593,18.9,17.595,14.454,19.469,17.073,14.354,14.912,15.203,14.929,47.823,19.412,14.367,19.005,99.999,16.317,43.933,63.151,28.745,17.721,42.532,15.471,47.75,33.304,28.601,46.156,41.364,29.198,19.113,43.865,28.905,76.61
29,2016,85.808,18.54,17.482,45.408,16.589,19.441,18.31,52.611,68.945,56.341,54.402,46.947,75.195,46.544,68.239,64.537,30.353,79.812,18.559,74.86,66.822,47.595,71.743,78.24,36.357,32.228,32.14,37.216,31.392,35.642,48.989,18.485,74.861,18.698,14.479,18.012,19.296,19.191,58.209,64.511,16.694,76.971,49.858,19.506,81.535,89.015,29.236,84.587,57.682,37.234,63.383,75.55,28.657,78.225,54.172,18.476,76.835,75.338,28.876,37.226
