,date,"[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","[S2S] The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.529,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1993,0.0,0.0,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2016,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.691,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
