,place,"In this sentence: 'In Iceland, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become an adolescent.', the missing gendered pronoun is"
10,Switzerland,0.884,0.677,0.772,1.031,0.0,1.176,1.278,81.64,1.752,88.036,61.523,6.775,95.116,94.726,0.0,0.0,0.0,0.0,3.073,3.228,58.593,0.0,7.642,3.014,8.191,0.481,0.519,0.0,0.0,1.041,0.0,91.991,0.0,1.081,0.749,0.88,0.971,53.076,0.0,2.081,12.781,4.337,4.456,68.896,0.0,0.0,2.428,3.116,3.201,63.427,91.21,0.0,13.693,0.0,3.9,93.798,1.311,1.267,0.0,1.501
11,Ireland,1.598,0.0,0.576,0.0,0.0,0.688,0.719,81.786,6.726,76.513,58.544,10.547,94.628,93.993,1.081,0.0,0.0,4.459,4.498,5.899,0.028,2.575,13.453,3.567,3.853,0.0,0.636,1.207,0.0,0.757,0.887,79.394,0.767,0.681,0.914,0.737,0.628,12.395,3.265,3.406,49.682,6.262,8.575,49.633,3.232,0.0,55.566,5.704,4.944,59.716,0.0,0.0,12.268,0.0,6.83,1.024,0.0,0.836,2.657,1.273
12,Lithuania,1.393,0.86,0.871,1.028,0.568,1.242,98.339,76.269,55.712,78.759,55.175,80.517,90.722,0.0,0.0,0.0,0.0,0.0,3.308,7.34,2.659,2.153,14.23,4.63,5.155,0.701,0.707,1.177,0.0,1.252,1.434,90.331,0.0,1.41,0.716,0.88,1.111,12.462,78.466,70.898,11.655,4.846,5.536,68.017,0.0,0.0,2.447,3.017,4.062,52.636,87.597,0.0,14.434,88.671,82.275,91.698,96.337,97.313,95.507,1.704
13,Rwanda,0.912,0.0,0.0,0.0,0.0,0.0,0.0,84.618,0.969,87.255,0.903,3.616,94.921,92.382,0.0,0.0,0.0,0.0,1.924,6.598,0.068,0.706,62.158,1.585,3.928,0.0,0.0,0.763,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.466,0.0,52.636,0.0,1.218,0.0,0.0,3.873,11.381,0.0,0.0,0.0,2.873,0.0,50.097,0.0,0.0,62.06,0.0,3.186,0.0,0.0,0.0,0.0,0.0
14,Namibia,1.282,0.653,0.467,0.935,0.504,0.816,1.03,80.566,3.94,85.107,68.847,5.081,97.021,93.261,0.0,0.0,0.0,2.286,3.079,5.124,49.951,6.36,6.777,3.149,9.936,0.0,0.424,0.822,0.0,0.625,0.786,90.819,0.0,0.996,0.568,0.582,0.729,54.492,0.0,3.833,60.351,5.185,7.324,12.126,0.0,0.0,2.139,4.605,4.102,59.619,0.0,0.0,12.72,0.0,5.194,0.0,0.0,0.0,0.0,2.782
15,Sweden,1.333,0.672,0.718,0.74,0.0,0.883,0.928,80.077,4.132,87.987,62.646,7.709,92.724,93.017,0.0,0.0,0.0,0.0,2.864,7.484,1.065,1.504,10.334,3.788,2.178,0.0,0.692,0.0,0.0,0.818,0.858,0.672,0.0,1.006,0.871,0.902,0.871,12.353,0.0,0.0,11.179,0.0,3.836,64.208,0.0,0.0,1.952,0.0,3.598,68.749,0.0,0.0,49.56,0.0,3.598,92.724,0.0,1.08,2.612,2.946
16,New Zealand,1.447,0.0,0.552,0.787,0.0,0.947,0.847,81.64,2.792,82.47,58.691,10.583,94.481,94.726,1.154,0.0,0.0,3.888,4.779,7.899,0.0,7.342,14.467,13.806,12.646,0.0,0.502,0.941,0.0,0.0,0.0,0.0,0.0,0.583,0.0,0.754,0.703,11.78,3.036,3.726,13.663,8.197,9.051,13.081,0.0,0.0,3.421,6.885,4.971,69.677,0.0,0.0,11.606,0.0,5.542,0.0,0.0,0.826,1.424,0.954
17,Norway,1.366,0.676,0.817,0.914,0.743,1.105,1.147,83.446,1.897,90.331,59.179,8.911,94.921,92.528,0.0,0.0,0.0,0.0,0.0,7.292,0.758,8.661,11.119,3.806,2.796,0.657,0.714,1.14,0.0,1.005,0.859,88.329,0.0,1.474,2.032,0.973,1.047,11.805,2.769,3.09,11.104,4.44,5.17,55.419,2.771,0.0,2.623,4.501,4.098,63.915,0.0,0.0,12.823,3.65,5.038,92.577,1.266,1.488,3.149,5.994
18,Finland,1.588,0.518,0.779,0.816,0.585,0.904,1.286,78.271,73.681,90.038,64.355,8.368,92.87,92.528,0.0,0.0,0.0,0.0,0.0,6.482,0.026,1.656,11.119,3.377,2.808,0.0,0.799,1.379,0.0,1.096,1.207,89.989,0.848,1.208,1.767,1.015,1.017,53.71,0.0,2.151,12.187,0.0,4.224,66.454,2.345,0.0,2.538,3.644,3.665,72.167,94.335,0.0,59.033,0.0,4.456,95.165,1.601,1.182,3.098,1.47
19,Iceland,1.374,0.673,0.654,0.775,0.0,0.996,1.08,74.364,5.072,82.958,50.683,8.203,91.503,92.235,0.0,0.0,0.0,0.0,5.731,5.194,0.819,6.94,10.274,3.608,3.491,0.0,0.0,1.17,0.0,1.159,1.118,85.644,0.0,1.27,0.854,1.015,0.943,12.316,2.328,2.626,11.806,4.074,5.109,50.878,92.333,0.0,52.441,3.964,4.031,50.341,90.673,0.0,12.138,0.0,4.645,92.821,1.093,1.379,3.549,1.753
