,date,"In this sentence: 'In 2016, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become an adolescent.', the missing gendered pronoun is"
10,1875,22.109,15.764,21.145,1.327,1.419,25.125,0.001,20.317,22.404,1.079,20.206,16.063,0.782,0.0,0.0,0.0,0.0,0.0,0.0,24.334,21.376,99.4,22.454,24.498,22.982,15.401,1.088,1.215,0.733,1.148,23.942,16.371,20.787,23.788,21.165,16.782,22.652,99.114,99.529,16.803,98.704,99.846,22.108,0.0,20.291,0.0,0.0,0.0,0.0,98.847,22.227,22.912,0.0,99.879,22.457,0.0,0.673,0.71,0.0,1.331
11,1882,27.817,15.998,20.678,16.589,0.986,15.426,19.954,97.993,99.492,99.043,0.0,99.701,23.121,0.0,0.0,0.0,0.0,0.0,0.0,98.673,99.037,99.307,23.127,99.723,99.585,17.0,21.836,1.162,0.834,1.102,35.38,99.841,21.032,16.798,14.122,16.601,21.232,98.844,99.432,99.77,99.455,99.884,99.802,0.0,99.514,0.0,0.0,1.084,0.0,0.0,99.845,24.845,0.0,99.874,23.455,0.0,0.857,1.957,0.609,16.624
12,1889,14.986,99.516,99.475,21.806,14.979,99.727,0.0,0.0,99.537,0.823,0.0,0.792,0.0,0.0,9.773,0.0,0.0,0.0,0.0,98.96,98.427,98.908,98.86,99.691,99.263,15.536,0.565,99.545,21.295,16.299,18.043,99.808,98.945,16.091,98.12,99.8,19.844,99.371,99.467,99.719,99.325,99.665,99.709,98.473,99.432,0.0,98.216,99.604,19.96,99.071,99.881,99.644,98.839,99.815,22.836,98.852,15.386,17.703,99.296,99.854
13,1897,23.896,99.622,99.836,0.949,0.701,0.392,0.0,98.274,99.628,99.114,0.8,99.661,0.0,9.354,0.0,0.0,0.0,0.0,0.0,98.755,97.319,99.16,98.79,99.616,99.141,98.88,0.0,1.995,22.422,16.236,25.678,99.633,99.515,16.732,19.074,99.676,19.872,98.882,99.388,99.71,99.052,99.783,99.742,99.217,99.303,0.395,98.194,1.13,19.508,98.772,99.694,99.755,97.868,99.676,21.969,98.996,99.215,99.747,99.263,99.759
14,1904,0.918,15.911,14.261,99.719,22.996,15.34,0.0,97.063,99.5,99.128,21.054,99.681,20.864,0.0,0.0,0.0,18.057,0.0,0.0,97.695,98.862,99.578,22.978,99.767,99.34,15.013,0.692,0.839,0.988,99.435,16.47,99.713,20.635,23.471,19.65,99.791,21.056,99.059,99.844,99.763,99.248,99.916,99.714,0.0,99.122,0.0,98.828,0.0,0.0,98.391,99.695,99.61,97.312,99.806,22.412,97.642,21.737,1.489,98.988,99.767
15,1912,21.965,15.791,19.965,22.071,23.989,19.946,0.0,18.793,22.355,99.058,0.0,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.526,98.4,23.205,21.933,23.841,98.965,22.021,21.086,25.1,21.911,23.787,22.719,99.645,99.139,16.145,19.06,15.419,19.897,98.03,99.686,99.718,99.064,99.705,19.9,97.261,20.839,0.0,19.807,0.0,0.0,96.258,21.709,24.037,98.04,24.182,21.333,94.771,22.548,16.45,21.071,99.681
16,1919,0.635,16.029,19.973,22.613,0.975,1.063,0.0,14.883,22.47,23.94,0.536,16.004,0.659,0.0,0.0,0.0,0.0,0.0,0.0,21.327,98.779,99.22,22.026,99.682,99.469,24.732,0.911,1.178,0.911,16.651,22.517,99.826,99.432,22.486,98.704,14.826,19.872,99.334,99.731,16.475,99.304,99.872,20.978,0.0,19.698,0.0,0.0,0.0,0.0,98.832,22.564,22.451,0.0,99.797,21.611,0.0,22.127,1.242,0.0,16.754
17,1927,25.058,99.784,14.265,99.752,1.103,16.085,0.0,99.204,99.464,99.37,0.0,17.026,0.526,0.0,0.0,0.0,0.0,0.0,0.0,98.958,99.212,99.578,98.996,99.408,99.477,99.349,21.828,1.53,24.368,16.422,24.652,99.755,14.628,17.285,98.463,16.283,19.922,99.572,99.715,99.676,99.109,99.819,99.755,99.054,99.097,0.352,0.0,99.484,0.0,98.941,99.653,99.701,0.0,99.796,23.253,98.985,15.367,1.991,98.628,99.719
18,1934,23.433,16.151,23.362,23.548,22.593,16.435,0.0,15.403,23.29,1.05,0.818,16.021,0.0,0.0,0.0,0.685,0.0,0.0,0.0,24.414,98.441,99.159,22.836,23.717,99.639,15.958,0.535,1.226,0.891,23.034,23.551,99.812,20.999,23.341,20.906,23.015,20.929,99.609,99.794,16.665,99.302,99.894,20.783,21.977,0.0,0.0,0.0,0.0,0.0,99.148,22.496,23.743,0.0,25.07,24.285,0.0,21.7,24.075,21.098,1.51
19,1941,24.794,17.285,15.235,0.44,0.776,0.948,0.0,14.987,17.329,1.111,22.549,16.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.02,99.078,99.626,23.642,99.617,23.118,0.787,21.857,1.355,0.973,1.101,1.684,99.853,14.703,16.279,20.693,15.736,14.094,99.665,99.8,16.857,97.82,99.86,20.818,0.0,22.843,0.0,0.0,0.0,0.0,98.943,22.979,23.753,98.825,24.085,23.495,15.337,16.176,17.713,15.509,16.806
20,1949,22.752,16.559,15.008,23.046,23.536,16.791,0.0,15.559,16.379,23.146,0.0,16.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.102,21.096,98.823,22.626,24.848,99.188,15.945,0.857,1.282,0.701,0.883,22.192,99.719,14.909,22.8,20.823,16.365,19.846,99.247,99.67,99.579,99.05,99.855,21.098,0.0,22.836,0.0,19.412,0.0,0.0,21.61,1.549,23.481,0.62,24.062,22.341,0.0,21.871,17.315,0.0,16.806
21,1956,0.545,0.936,15.225,22.46,1.278,0.913,0.0,14.775,21.634,1.202,0.0,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.071,21.206,99.017,22.258,22.694,21.835,16.197,0.0,1.112,0.461,22.264,22.46,99.118,14.435,23.219,99.535,16.258,19.874,99.211,14.193,16.719,96.631,99.645,19.858,0.0,0.587,0.0,18.878,0.0,0.0,19.533,22.535,0.928,0.0,23.456,22.104,0.0,21.343,1.301,0.369,11.448
22,1964,25.018,17.458,22.376,24.996,1.182,18.217,0.0,15.771,16.84,24.859,0.0,16.434,0.64,0.0,0.0,0.0,0.0,0.0,0.0,24.882,21.867,22.997,24.221,24.4,23.142,23.891,0.898,1.271,1.762,23.844,23.225,99.784,21.097,24.117,19.557,22.196,19.922,99.625,99.754,17.29,98.472,99.866,21.225,0.0,0.0,0.0,0.0,0.74,0.0,21.396,24.068,24.302,21.522,25.106,23.719,0.0,23.97,16.906,0.768,17.856
23,1971,25.655,17.915,1.016,39.357,1.098,19.008,0.533,0.0,17.047,25.307,0.0,16.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.126,23.388,22.952,1.164,25.148,23.504,16.981,0.943,0.782,0.98,24.224,23.464,99.634,22.372,23.245,21.373,16.485,22.57,99.598,18.08,16.726,15.67,16.762,23.87,20.685,0.0,0.701,0.0,1.276,20.619,22.397,22.8,34.427,0.0,2.235,25.254,0.0,22.478,1.024,0.526,24.277
24,1978,1.479,17.436,1.497,26.372,15.915,17.015,16.089,14.731,16.501,0.861,0.571,17.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.484,22.088,23.521,1.721,24.101,23.14,1.408,1.283,1.252,1.767,16.429,1.815,17.494,22.247,24.123,40.914,16.469,15.196,99.897,23.679,24.258,16.473,16.985,24.69,0.0,10.497,0.0,0.0,0.0,0.0,23.927,24.949,25.182,20.899,27.398,33.437,0.55,23.791,1.185,0.639,17.134
25,1986,24.235,1.554,15.399,23.514,1.066,1.375,0.0,16.651,16.148,23.953,0.645,16.567,0.0,0.0,19.338,0.0,0.0,0.0,0.0,22.056,22.03,23.498,24.003,23.138,22.308,1.349,0.882,1.994,1.337,22.817,1.415,17.236,20.796,22.368,0.0,22.736,98.883,99.5,17.082,17.478,97.545,16.833,23.283,20.863,19.411,0.0,0.0,0.0,0.0,22.301,23.471,23.611,20.924,26.354,25.007,16.051,15.649,17.837,21.358,23.019
26,1993,1.303,16.408,99.229,25.333,98.144,23.548,0.775,14.959,21.774,1.435,0.0,16.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.116,21.98,21.93,1.758,23.659,22.836,1.241,0.834,1.354,0.737,22.886,0.854,15.625,0.947,23.269,20.664,1.173,21.926,99.264,16.578,25.014,15.945,16.812,23.541,0.0,20.005,0.0,0.0,0.0,0.0,23.562,23.842,97.403,20.653,25.223,23.27,15.782,0.752,1.293,21.582,1.631
27,2001,1.567,16.974,17.721,24.89,1.811,2.019,99.469,0.908,22.653,24.12,0.0,18.134,0.0,0.0,0.0,99.545,0.0,0.0,0.0,23.802,23.367,23.737,23.609,25.1,23.394,1.263,0.972,23.275,1.395,22.596,23.383,16.1,16.076,24.407,19.546,15.989,23.244,98.254,16.084,25.032,15.226,16.77,23.139,21.02,20.789,99.545,0.0,21.4,0.0,22.625,22.396,24.845,0.0,24.566,24.631,15.197,22.797,1.793,0.885,22.2
28,2008,1.026,17.527,16.771,2.374,16.652,18.901,0.754,0.0,0.0,1.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.844,22.109,1.92,1.007,1.599,1.067,2.097,0.826,1.413,22.654,99.523,1.143,0.431,15.755,24.516,16.47,16.939,22.274,99.179,22.015,24.51,20.58,17.842,23.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.943,24.743,0.0,24.116,0.743,0.0,20.876,1.714,0.671,1.498
29,2016,99.043,16.897,1.371,29.541,1.707,18.299,99.298,0.0,0.0,0.836,0.0,0.0,20.713,0.0,19.79,99.027,0.0,0.931,99.229,20.87,20.724,21.354,21.001,22.195,21.807,0.919,0.509,22.63,0.679,22.451,1.361,15.122,14.161,23.943,15.049,95.788,21.006,15.686,21.273,24.816,13.573,16.278,22.323,0.0,19.833,99.416,0.0,22.176,99.484,21.457,21.31,22.606,0.0,23.893,22.024,15.552,15.196,1.879,99.895,1.377
