,date,"In this sentence: 'In 2016, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, <mask> has become an adolescent.', the missing gendered pronoun is"
10,1875,76.02,88.429,90.432,85.741,78.445,84.643,77.989,83.952,85.13,72.81,61.48,85.404,67.49,81.768,81.867,66.239,62.606,73.303,54.319,87.993,83.609,77.564,83.267,79.661,70.678,90.952,88.438,83.032,73.931,85.825,80.08,87.39,91.318,68.622,75.317,85.057,81.062,85.342,86.558,75.086,81.202,89.957,77.788,76.721,87.133,70.706,71.166,77.554,73.481,74.887,87.272,73.428,73.482,79.578,76.092,81.664,87.238,81.414,73.049,86.378
11,1882,80.114,93.106,89.977,85.291,91.434,89.956,86.448,88.647,90.682,65.088,67.326,87.028,86.559,87.871,88.907,74.296,70.449,72.778,61.158,87.655,84.92,80.604,81.519,81.659,78.666,92.72,89.04,81.811,77.636,83.787,81.413,90.228,87.031,78.753,72.853,85.582,86.098,87.325,91.076,74.324,82.075,86.117,79.36,86.828,86.272,75.438,71.726,77.148,82.256,73.562,77.64,74.9,73.164,75.277,74.721,85.954,89.639,84.148,78.958,84.917
12,1889,87.079,86.351,90.173,79.647,67.063,87.318,85.279,86.714,88.831,78.613,45.201,82.14,75.673,82.475,85.753,61.037,65.307,75.805,48.419,83.77,79.235,76.393,82.635,79.0,73.657,91.229,87.919,83.979,81.486,84.528,84.418,89.437,87.764,84.047,78.505,82.657,79.767,90.233,89.739,76.576,64.595,89.204,79.79,79.208,84.181,67.479,66.528,71.301,75.337,75.968,84.462,71.531,77.977,71.107,64.499,84.497,92.865,80.543,74.889,87.576
13,1897,73.307,88.265,86.764,78.681,63.328,80.322,76.195,85.845,76.743,67.86,38.095,84.147,79.996,77.535,73.274,54.407,44.915,62.175,34.594,86.662,81.635,75.415,77.057,82.281,66.337,86.359,89.203,77.882,73.83,81.28,80.593,76.309,74.664,68.695,66.147,73.786,65.037,84.8,88.548,69.442,72.547,83.169,69.193,75.828,78.468,61.273,64.902,65.953,54.97,74.463,68.28,65.72,71.753,73.07,66.332,83.628,86.508,82.533,72.127,82.289
14,1904,74.422,85.086,86.868,84.461,65.604,76.418,86.302,86.14,86.498,67.076,60.174,80.467,74.019,76.589,80.621,63.155,46.002,61.597,27.131,79.995,80.245,73.108,74.823,74.676,73.629,87.024,89.072,83.715,69.353,81.457,77.306,79.626,74.113,74.868,70.836,74.216,61.783,83.127,83.821,72.806,67.697,84.605,65.541,74.199,85.217,64.435,65.42,71.921,46.693,80.83,81.614,66.679,76.536,69.536,69.32,83.306,90.218,81.508,70.129,81.272
15,1912,80.59,87.75,89.794,82.149,69.855,84.195,88.365,86.508,84.728,81.252,58.294,85.57,87.215,81.332,73.903,56.286,55.27,74.398,42.981,88.598,83.415,80.367,81.522,80.242,78.578,87.795,87.039,80.792,68.956,83.047,77.176,77.457,85.922,68.57,68.282,81.78,68.4,86.606,90.83,82.147,76.957,87.28,67.929,79.821,85.224,67.105,69.094,73.378,72.715,80.906,86.495,72.869,73.838,83.856,77.158,84.266,91.595,82.416,73.363,82.741
16,1919,85.028,89.369,90.959,81.954,77.235,88.524,88.381,88.316,86.319,77.126,57.586,82.1,81.601,81.581,81.113,49.757,64.163,68.832,46.775,81.96,83.231,68.75,79.082,77.914,74.956,84.672,86.882,73.485,75.45,83.44,84.256,88.381,88.794,67.244,67.473,77.139,73.261,86.806,91.843,72.897,79.653,87.117,83.556,76.63,82.893,63.948,64.309,76.621,77.708,84.147,83.578,73.673,76.981,76.01,83.518,84.895,87.793,79.818,69.145,82.787
17,1927,77.73,85.639,89.899,84.621,76.639,84.454,86.033,89.807,81.12,66.563,63.419,76.563,81.963,80.468,78.706,60.001,57.64,74.28,50.535,81.421,82.493,79.257,77.96,76.011,74.406,83.086,85.097,81.603,70.522,82.452,83.938,78.109,73.123,72.703,64.912,80.238,66.071,87.252,87.25,77.37,74.951,87.848,78.203,77.869,85.808,69.095,67.922,65.341,65.773,76.653,82.836,74.175,77.481,72.364,68.704,82.732,86.491,83.343,69.675,80.72
18,1934,84.991,84.654,87.437,79.766,68.426,77.877,85.682,90.404,84.475,64.464,72.236,87.36,82.999,87.317,85.16,69.419,65.221,72.6,50.603,89.483,85.241,81.579,87.261,82.421,73.694,88.757,87.513,80.4,77.995,82.734,84.016,79.836,88.416,68.625,69.457,82.333,64.872,85.642,91.419,80.091,77.517,90.199,84.954,76.667,86.958,72.705,74.419,77.726,68.829,76.26,84.245,74.729,77.776,77.177,74.12,83.018,86.554,82.474,68.209,82.675
19,1941,83.414,88.155,89.393,82.014,59.375,87.952,90.522,84.803,89.41,72.991,71.652,86.363,88.26,84.328,83.885,65.107,76.909,77.052,69.393,74.409,80.422,77.114,73.995,76.829,81.227,88.197,88.929,80.088,80.685,85.53,83.175,82.98,87.633,73.558,70.323,83.055,69.132,78.945,90.243,81.704,82.051,87.53,84.41,78.317,91.629,78.272,71.887,76.672,79.246,80.761,87.402,79.576,78.297,76.837,84.168,87.093,90.009,81.333,81.198,84.772
20,1949,73.723,91.589,85.097,82.518,56.533,87.306,77.148,85.339,73.299,69.571,71.388,71.701,71.921,79.908,77.164,58.857,64.521,58.74,50.672,80.671,71.583,70.856,71.684,70.232,68.584,88.62,84.18,73.336,70.387,82.486,76.231,83.932,73.824,72.652,64.933,81.77,74.712,79.874,85.732,75.853,77.775,79.33,76.511,71.397,88.491,64.77,65.02,68.977,67.644,68.66,84.372,77.278,69.636,71.984,70.636,77.731,87.667,71.574,70.501,78.053
21,1956,72.664,84.397,83.253,79.011,69.117,74.542,79.61,74.442,75.859,65.529,71.914,71.154,77.112,83.695,75.738,61.243,76.833,62.71,44.718,75.411,75.686,55.134,75.081,62.255,60.195,85.368,83.694,64.421,76.774,81.958,71.467,81.939,65.742,66.862,63.664,77.932,65.605,73.92,82.359,63.162,65.823,73.967,77.48,67.428,80.44,53.845,59.62,65.54,58.815,68.778,81.482,64.653,61.268,65.022,63.215,72.537,83.61,59.012,62.429,78.358
22,1964,81.736,87.312,86.855,80.733,70.784,86.342,83.736,81.391,82.093,65.893,84.765,74.619,76.941,80.246,83.962,62.41,75.276,68.593,52.382,86.879,80.871,65.733,83.425,81.256,75.331,92.639,89.264,77.326,80.09,78.563,81.731,75.419,85.576,79.643,68.624,79.093,63.78,88.465,86.236,66.994,72.118,83.531,78.423,79.163,90.483,70.245,71.104,70.35,69.299,68.243,85.356,72.503,71.212,66.148,67.921,77.381,90.224,75.804,70.829,78.986
23,1971,78.986,90.92,87.09,81.55,58.596,83.06,82.003,88.322,86.134,81.918,77.56,84.51,87.546,86.014,88.398,71.423,78.806,76.296,71.393,83.651,78.565,73.303,74.974,81.849,74.912,91.519,84.614,82.706,80.929,85.974,83.899,86.141,85.714,85.006,73.929,84.795,77.613,89.644,90.081,77.049,83.349,86.949,85.17,86.6,88.467,78.16,81.715,78.33,79.413,82.668,84.748,75.222,81.558,75.836,79.99,89.415,91.932,85.152,81.726,86.091
24,1978,82.851,85.556,61.152,84.091,65.4,80.386,77.32,87.345,83.007,71.453,70.724,77.763,87.943,82.996,83.778,62.426,71.524,71.306,56.231,87.144,80.416,71.631,74.941,82.86,71.271,91.847,87.005,76.792,76.726,85.152,84.147,87.426,83.753,79.973,61.34,83.124,70.841,82.027,89.123,72.081,82.049,82.21,83.412,86.279,86.225,75.843,78.537,76.432,76.824,72.566,79.724,75.597,76.364,75.888,76.162,86.883,86.934,80.396,77.124,86.767
25,1986,86.615,89.158,78.042,81.879,83.14,88.189,84.359,79.62,85.089,68.597,71.577,81.013,82.013,84.499,80.844,64.327,70.411,71.043,66.737,79.069,78.272,77.258,77.82,85.362,73.538,90.652,88.602,78.265,85.987,83.166,84.784,82.472,84.423,85.21,68.487,81.667,63.176,89.556,86.847,78.415,83.233,81.465,88.176,79.936,82.028,72.653,68.051,73.288,73.457,77.79,80.472,74.238,75.298,75.866,74.452,88.803,90.594,84.886,79.458,89.081
26,1993,77.004,84.19,89.071,84.717,75.056,76.52,81.539,81.573,78.5,69.379,72.104,76.099,75.041,79.02,75.533,60.866,69.338,69.518,52.841,79.129,77.741,71.846,75.497,74.734,64.002,87.57,87.055,72.757,82.616,84.965,80.914,89.345,77.22,76.822,78.175,83.645,85.595,87.106,88.046,78.633,81.978,83.827,84.444,79.352,67.376,64.481,62.299,64.473,67.031,82.194,81.566,70.094,77.823,75.493,74.572,86.068,89.557,79.548,73.569,83.235
27,2001,71.376,85.55,76.835,77.852,61.719,73.838,77.149,78.013,78.484,74.921,74.935,75.44,73.979,75.856,57.342,63.51,59.923,61.382,55.828,76.873,69.844,71.738,74.295,70.921,72.391,83.0,84.073,74.113,74.56,83.127,68.486,74.147,79.379,74.698,43.174,81.996,58.405,80.808,83.956,73.135,78.574,81.015,73.366,69.297,80.105,63.153,64.5,68.945,53.833,75.698,81.25,68.295,75.751,77.27,68.701,76.254,88.951,81.137,68.115,86.196
28,2008,61.052,73.799,69.967,62.414,51.296,78.264,80.331,78.761,74.24,68.393,67.957,68.978,61.768,67.182,73.068,60.405,50.221,59.753,29.69,75.289,66.322,70.383,70.779,70.91,72.453,79.068,74.327,67.788,69.472,72.231,73.381,87.216,71.758,70.538,57.258,78.819,60.273,79.024,86.249,65.552,60.194,74.371,74.963,57.705,72.138,57.116,48.98,60.578,50.997,71.119,69.75,65.113,71.179,67.233,61.709,71.216,83.674,62.535,68.366,75.209
29,2016,21.788,81.911,86.08,71.635,68.075,64.923,75.757,76.983,78.566,56.145,48.441,74.36,73.037,69.179,68.961,55.737,39.913,73.794,16.795,78.805,54.052,68.958,77.448,73.021,78.484,83.871,80.73,70.546,69.774,74.868,70.698,78.357,68.796,56.509,72.687,72.011,20.783,76.677,84.332,58.035,56.315,65.999,64.932,65.351,76.37,58.295,50.115,64.322,27.336,73.023,78.45,59.693,62.081,62.673,56.165,75.811,84.044,23.321,72.222,76.71
