,place,"The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, _ has become an adolescent.', is"
10,Switzerland,15.702,99.942,15.479,99.947,15.119,15.082,99.96,15.221,15.665,15.507,14.962,14.95,14.969,30.701,36.052,8.357,34.444,13.122,10.406,14.96,15.12,15.4,14.834,15.284,15.134,16.112,99.682,99.935,14.982,99.442,99.882,15.23,14.888,15.016,14.706,14.243,12.0,14.91,15.021,99.975,14.694,14.985,14.74,48.404,45.957,12.028,8.797,9.929,5.224,15.121,14.958,99.676,14.61,99.739,15.079,16.032,15.418,99.517,15.119,21.184
11,Ireland,15.403,99.943,99.927,99.974,14.827,99.658,99.933,15.212,15.258,99.992,14.816,99.963,14.758,22.871,33.324,82.282,10.579,14.492,11.402,14.813,14.692,14.905,14.759,14.831,14.692,99.782,99.646,99.943,99.722,98.677,99.942,14.805,13.95,14.699,14.568,98.59,9.291,14.594,14.67,99.98,14.57,99.973,14.474,45.616,41.841,13.142,13.559,29.197,4.022,14.701,14.671,99.734,14.842,99.572,14.752,99.816,14.934,99.511,14.693,96.661
12,Lithuania,15.595,99.943,15.063,99.946,14.873,99.83,99.982,15.27,15.203,99.988,14.914,14.851,14.977,10.327,36.286,91.211,12.009,7.703,38.054,15.161,14.801,15.231,14.744,15.034,14.979,99.853,99.633,99.914,14.695,98.58,99.959,15.378,14.643,15.276,14.723,15.082,14.434,14.72,14.674,99.981,14.728,99.971,14.612,12.203,7.851,13.404,12.686,41.942,20.963,15.032,14.786,99.837,14.883,99.792,14.99,16.023,15.076,99.824,14.931,98.741
13,Rwanda,15.098,14.783,15.093,15.184,14.639,14.554,15.023,15.112,14.861,15.581,14.686,14.312,14.767,43.031,29.672,12.679,7.446,6.219,30.096,14.752,19.958,14.911,14.613,13.894,14.607,14.788,13.937,14.849,14.439,10.037,14.594,14.422,14.195,14.544,14.748,14.132,13.567,14.544,14.833,15.21,14.584,14.717,14.589,48.883,42.127,45.867,9.525,11.564,3.069,14.967,14.705,14.605,14.436,14.356,14.653,14.98,14.873,15.453,14.012,16.585
14,Namibia,16.254,15.305,15.071,15.967,14.926,14.601,15.289,15.54,15.391,16.667,14.916,14.515,15.044,32.274,33.706,12.614,7.566,7.146,20.881,14.98,14.471,16.09,14.701,14.515,15.04,99.558,14.707,99.687,14.414,12.482,99.856,15.097,14.416,15.0,15.127,14.128,13.754,14.662,15.396,99.94,14.909,14.977,14.983,44.765,37.506,9.674,9.329,14.83,12.014,15.261,15.075,15.142,14.502,14.427,15.066,15.233,14.695,16.757,13.758,16.854
15,Sweden,14.641,99.91,15.069,99.94,14.697,99.649,99.95,14.685,15.056,15.35,14.641,14.543,14.68,20.115,34.786,38.678,34.583,6.289,7.593,14.827,14.821,14.993,14.791,14.927,14.712,99.125,14.357,99.464,99.402,98.65,99.483,14.594,13.54,9.738,12.393,11.664,8.603,14.56,14.74,99.935,14.522,99.946,14.464,21.436,21.198,37.055,29.217,5.535,5.781,14.646,14.6,99.541,14.483,14.481,14.512,14.14,14.877,98.719,14.111,17.759
16,New Zealand,14.795,14.564,14.53,14.779,14.402,12.997,14.503,14.562,14.527,14.869,14.46,13.476,14.515,2.702,5.582,18.378,3.8,0.652,0.743,14.281,19.775,14.792,14.405,14.266,14.358,14.666,96.63,15.359,14.34,95.842,99.605,13.422,12.858,11.865,11.322,11.626,21.539,14.443,14.536,14.463,14.475,99.925,14.199,5.328,12.556,9.9,31.991,2.562,0.397,14.511,14.273,14.521,14.299,19.964,14.35,99.024,13.964,98.781,13.761,19.375
17,Norway,14.692,99.829,15.3,99.911,14.958,14.873,99.837,14.908,15.24,99.936,14.722,14.511,14.777,6.705,14.468,32.949,10.714,2.406,2.109,14.854,14.455,14.918,14.916,15.055,14.802,98.52,14.478,99.333,98.335,98.541,98.971,14.743,13.01,12.815,12.866,12.634,8.546,14.651,14.66,99.917,14.558,99.933,14.522,10.798,16.536,44.795,17.402,2.12,1.614,14.706,15.058,14.735,14.764,15.003,14.857,98.256,14.68,98.702,13.939,86.069
18,Finland,14.912,99.905,15.351,99.965,15.047,14.879,99.851,15.158,15.626,16.212,14.937,14.827,15.141,18.686,21.249,9.206,26.997,8.244,15.947,15.27,15.098,15.609,15.228,15.253,15.212,99.623,15.251,99.903,99.832,99.741,99.894,14.862,14.225,14.786,12.707,13.031,12.328,14.603,14.764,99.973,14.541,99.974,14.482,16.509,23.919,10.216,28.95,6.641,7.636,15.13,15.379,99.844,14.979,99.83,15.303,15.1,14.775,99.533,14.391,20.104
19,Iceland,14.213,99.767,14.991,15.185,14.731,14.678,14.783,14.903,15.073,15.521,14.794,14.51,14.776,11.03,8.363,7.618,17.733,3.937,5.235,14.333,14.606,14.959,14.521,14.804,14.699,97.641,14.23,98.836,14.353,96.644,99.325,13.997,11.699,12.044,8.925,9.597,8.433,14.662,14.569,99.906,14.609,99.928,14.378,9.529,7.097,10.458,26.743,1.639,0.371,14.383,14.185,14.353,14.404,14.767,14.476,14.433,14.661,97.158,13.822,18.099
