,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
10,1875,0.747,99.511,0.605,0.837,0.6,0.749,1.25,99.462,0.752,0.613,1.104,1.418,0.932,99.511,0.0,0.0,0.0,0.774,99.56,1.573,0.944,1.244,1.447,1.311,1.582,0.571,0.583,0.674,0.386,1.125,1.276,98.778,1.571,99.413,1.064,1.753,99.364,1.718,1.07,0.702,0.967,1.465,2.274,98.681,0.893,0.0,0.848,1.831,99.315,2.165,0.982,1.281,1.209,1.412,1.988,1.133,0.751,0.932,0.738,1.017
11,1882,0.817,99.608,0.59,1.04,0.793,1.525,1.515,99.462,0.793,0.588,1.403,1.043,1.653,99.608,0.0,0.0,0.0,0.799,99.657,1.558,1.004,0.957,1.566,1.362,1.706,0.455,0.758,0.757,0.367,1.284,1.08,98.925,1.485,1.478,1.052,1.967,99.12,1.634,1.237,0.683,0.938,2.338,2.296,1.736,0.742,1.055,0.736,1.532,1.264,1.813,1.682,1.99,1.124,2.252,1.537,1.299,0.698,1.247,0.706,1.112
12,1889,0.856,99.56,0.878,0.886,0.714,0.857,1.435,99.511,0.774,0.734,0.742,0.954,1.59,99.511,0.518,0.0,0.0,0.774,1.066,1.553,0.0,0.983,1.257,1.369,1.111,0.491,0.66,0.785,0.376,1.145,1.171,98.729,1.006,1.269,0.934,1.782,98.925,1.694,0.954,0.855,0.828,2.073,2.0,98.925,0.711,0.95,0.745,1.315,1.316,1.631,1.433,1.82,1.134,1.3,2.455,1.147,0.791,1.073,0.732,1.032
13,1897,0.856,99.462,0.532,0.864,0.76,1.818,1.456,99.511,0.821,0.527,0.669,1.134,0.987,99.56,0.0,0.944,0.0,0.821,0.904,1.584,0.993,1.051,1.252,1.327,1.807,0.481,0.763,0.689,0.356,1.241,1.006,98.925,1.506,1.16,1.141,2.261,2.046,2.019,1.034,0.687,0.876,2.393,2.338,2.054,0.735,0.955,0.756,1.503,1.259,2.107,1.393,2.061,1.265,1.291,2.55,1.432,0.734,1.114,0.872,1.221
14,1904,1.067,99.413,0.509,1.012,0.697,0.967,0.923,99.511,0.743,0.838,0.844,1.706,1.516,99.56,0.64,0.896,0.0,1.433,0.884,1.443,0.0,0.0,1.311,1.086,1.76,0.504,0.867,0.839,0.38,1.242,1.135,98.632,1.295,1.505,0.76,1.768,1.464,1.443,0.922,1.033,0.794,2.058,2.191,0.832,0.748,0.928,0.682,1.469,1.485,1.823,0.717,0.986,0.813,1.907,2.09,1.259,0.898,1.325,0.781,0.97
15,1912,0.997,99.56,0.547,0.986,0.615,0.809,1.083,99.413,0.586,0.74,0.683,1.743,1.328,99.608,0.722,1.077,0.608,1.02,1.006,1.078,0.0,0.0,0.847,0.866,1.627,0.467,0.702,0.883,0.317,1.219,1.095,98.778,1.139,1.434,0.89,1.845,1.399,1.326,0.727,1.009,0.574,2.038,1.997,0.89,1.004,1.179,0.0,2.178,1.727,1.836,0.775,0.928,0.864,1.038,1.846,0.995,0.841,1.402,0.568,1.221
16,1919,0.66,99.364,0.541,0.678,0.626,0.779,1.184,99.315,0.842,0.571,0.663,0.974,1.445,99.364,0.0,0.0,0.0,0.924,0.0,80.566,0.0,0.893,1.548,1.404,1.271,0.608,0.555,0.51,0.386,1.162,0.914,98.388,0.978,0.928,1.158,1.572,0.835,1.82,0.898,0.71,0.941,1.274,1.954,1.859,0.663,0.0,0.0,1.453,1.036,3.552,0.894,1.007,1.208,1.607,1.442,98.388,0.551,0.898,0.774,1.128
17,1927,1.154,99.462,0.678,1.127,0.766,1.212,1.18,99.511,1.089,0.979,0.803,1.894,1.606,99.56,0.794,1.159,0.0,1.669,1.022,92.919,0.776,0.792,1.587,1.009,1.638,0.593,0.944,1.033,0.427,1.341,1.255,98.827,0.657,1.425,0.747,1.368,99.462,1.482,1.339,1.423,0.744,2.284,2.306,99.12,0.903,1.165,0.0,1.364,1.704,1.537,1.417,1.363,0.945,2.071,2.275,99.071,0.988,1.258,0.656,1.202
18,1934,0.703,99.218,0.425,0.961,0.595,0.937,0.916,99.267,0.635,0.717,0.0,1.464,1.372,99.462,0.499,0.0,0.0,0.655,0.731,1.002,0.0,0.0,0.948,0.91,0.961,0.496,0.766,0.609,0.371,1.067,0.995,97.655,0.534,1.157,0.929,0.967,1.088,1.599,0.633,0.877,0.718,1.684,1.838,1.272,0.718,0.0,0.0,1.078,1.929,1.625,1.25,0.861,1.022,1.917,1.257,0.894,0.752,1.158,0.521,0.965
19,1941,0.89,0.752,0.592,0.973,0.747,1.08,0.957,99.315,0.597,1.03,0.863,1.573,0.867,99.657,0.779,1.102,0.0,1.028,0.961,0.848,0.0,0.0,0.904,0.964,0.986,0.644,0.439,0.985,0.45,1.419,1.273,98.144,0.616,1.118,0.932,1.109,1.243,1.663,0.603,1.207,0.813,1.96,2.109,1.501,0.961,1.145,0.0,1.246,1.287,1.358,0.806,1.287,0.807,1.801,1.163,0.793,0.942,1.512,0.506,1.406
20,1949,0.998,99.071,0.46,0.936,0.578,0.842,99.657,99.315,0.554,1.147,0.0,1.732,0.99,99.462,0.0,1.002,99.413,0.895,0.938,0.9,0.0,0.0,1.025,0.906,0.89,0.626,0.86,0.945,0.0,1.434,1.438,97.46,0.549,1.128,0.967,1.279,99.315,1.587,0.582,1.025,0.765,1.817,1.956,0.0,0.896,1.268,0.0,1.11,99.462,1.386,0.665,1.279,0.939,0.924,1.132,0.807,0.905,1.424,0.541,1.243
21,1956,0.877,0.713,0.396,0.809,0.57,0.932,99.657,99.315,0.992,0.832,0.732,1.398,0.85,99.511,0.689,1.055,0.0,0.849,0.864,0.803,0.0,0.0,1.022,1.083,1.06,0.816,0.438,0.918,0.438,1.395,1.393,97.216,0.484,1.124,0.794,0.922,0.938,1.554,1.007,1.031,0.876,1.809,2.031,0.0,0.928,1.26,0.0,2.153,1.379,1.151,0.697,1.073,0.932,0.941,1.131,0.784,0.856,1.366,0.616,1.038
22,1964,0.847,99.022,0.317,0.69,0.483,0.64,0.994,99.364,0.854,0.883,0.0,1.259,0.817,99.462,0.679,1.041,0.599,1.011,1.028,0.764,0.0,0.0,0.877,0.89,0.679,0.533,0.422,0.764,0.391,1.266,1.075,98.29,0.396,0.863,0.765,0.786,0.882,1.116,0.502,0.954,0.636,1.647,1.584,0.0,0.787,0.97,0.0,2.089,1.34,1.057,0.625,0.959,0.824,1.596,1.048,0.875,0.911,1.096,0.575,1.029
23,1971,0.756,0.84,0.323,0.541,0.467,0.564,0.71,99.267,0.612,0.851,0.0,1.627,0.837,99.413,0.0,0.0,99.364,0.921,0.0,0.94,0.669,0.682,1.264,1.112,0.974,0.77,0.437,0.702,0.499,1.449,0.528,97.802,0.587,0.583,0.737,0.761,0.631,1.546,0.7,1.049,0.982,1.947,1.974,98.827,0.0,0.0,0.0,1.444,99.462,1.723,0.848,1.014,1.081,1.124,1.375,1.125,0.605,1.118,0.777,1.067
24,1978,0.626,0.515,0.301,0.562,0.0,0.485,0.786,99.169,0.471,0.792,0.693,0.777,0.682,99.169,0.0,0.991,0.0,0.812,0.721,0.0,0.0,0.579,1.019,0.99,0.912,0.517,0.423,0.586,0.412,1.226,0.529,96.679,0.524,0.566,1.014,0.614,0.489,1.228,0.672,0.851,0.85,0.871,1.823,0.0,0.0,0.0,0.0,2.227,1.052,1.424,0.648,0.799,1.165,1.129,1.013,1.105,0.668,1.09,0.786,1.077
25,1986,0.746,0.418,0.29,0.674,0.0,0.441,0.721,99.315,0.583,0.776,0.0,1.672,1.65,99.169,0.625,1.1,99.12,1.218,1.041,0.955,0.698,0.616,1.346,1.046,0.793,0.675,0.905,0.818,0.416,1.517,0.721,97.802,0.583,0.671,0.854,0.719,0.659,1.424,0.641,0.822,1.072,2.081,1.16,0.894,0.0,0.0,0.83,2.879,1.223,1.269,0.697,0.903,1.151,1.243,1.207,1.172,0.853,1.104,0.821,1.165
26,1993,0.815,0.504,0.0,0.0,0.0,0.6,0.75,99.12,0.61,0.71,0.0,1.266,0.817,98.827,0.0,0.0,0.0,1.099,0.0,0.849,0.627,0.589,1.08,1.093,0.792,0.66,0.868,0.619,0.554,1.408,1.005,96.435,0.0,0.475,0.709,0.734,0.66,1.282,0.615,0.821,1.154,1.342,1.167,2.0,0.739,0.0,0.0,1.388,1.069,1.366,0.0,0.719,1.403,1.281,1.226,1.205,0.709,0.856,1.161,1.393
27,2001,0.937,0.524,0.443,0.623,0.0,0.99,0.97,98.925,1.136,0.989,1.009,1.825,0.999,98.534,1.056,1.237,0.0,1.35,1.11,1.211,0.861,0.802,1.197,1.201,1.141,0.655,0.975,0.671,0.0,1.522,0.937,97.265,0.0,0.558,0.666,0.864,0.705,1.212,1.181,0.901,1.166,1.837,1.735,97.948,0.944,1.097,0.0,1.619,1.218,1.714,1.22,1.147,1.392,1.849,1.881,1.444,0.796,1.024,0.919,1.735
28,2008,1.022,95.946,0.442,0.0,0.0,0.858,0.983,98.192,1.219,0.909,1.453,2.061,1.111,96.63,97.313,1.064,96.044,1.316,1.381,2.116,1.074,0.717,1.782,1.409,0.827,0.635,0.484,0.681,0.52,1.442,0.504,95.702,0.75,0.464,0.666,1.044,0.691,1.436,1.34,0.882,1.273,1.852,1.529,95.409,96.63,0.0,0.0,1.406,1.394,1.438,1.065,1.019,1.261,1.706,1.566,96.337,1.071,0.974,0.928,1.578
29,2016,3.027,1.121,1.08,0.0,1.011,1.324,1.128,94.872,1.286,0.887,2.573,1.912,1.573,94.579,1.438,1.296,1.254,1.293,1.639,88.573,1.695,0.719,1.933,2.232,0.824,1.409,1.435,0.755,1.259,2.384,2.145,1.108,1.181,0.0,1.061,1.289,0.855,2.06,1.733,0.937,1.926,2.872,2.776,95.312,93.749,1.537,1.15,91.552,1.66,93.993,1.599,1.237,1.596,2.513,2.026,94.677,1.843,1.402,2.662,4.295
