,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
10,1875,1.752,1.558,4.7,11.72,8.122,3.431,0.0,2.178,10.979,13.97,2.681,3.729,1.741,5.295,5.344,0.0,2.283,3.23,1.326,28.796,0.0,43.482,27.408,11.952,0.0,4.247,24.687,10.353,6.1,4.88,3.827,0.0,0.0,0.0,0.0,0.0,0.0,8.67,0.0,0.0,0.0,9.247,1.498,11.789,0.0,0.0,15.783,1.977,0.0,0.0,0.0,0.0,0.0,0.0,4.337,21.75,0.0,2.337,0.0,8.045
11,1882,1.823,2.002,0.0,10.13,10.046,14.96,0.0,6.661,0.0,15.965,5.277,11.27,3.179,5.026,7.983,4.553,9.12,9.886,3.947,21.409,0.0,46.269,0.0,18.057,0.0,4.968,0.0,7.877,19.363,7.382,5.518,0.0,0.0,0.0,0.0,0.0,2.117,9.155,0.0,0.0,0.0,0.0,4.999,0.0,0.0,3.064,41.832,14.761,1.365,0.0,0.0,0.0,0.0,19.335,0.0,14.07,0.0,7.798,0.0,19.594
12,1889,3.095,2.454,0.0,10.621,7.056,10.818,0.0,6.368,0.0,8.552,7.09,0.0,3.23,4.854,0.0,2.127,12.015,18.964,2.577,22.632,0.0,47.595,42.216,0.0,0.0,5.163,0.0,10.526,18.131,9.685,1.992,0.0,0.0,0.0,0.0,0.0,0.0,10.849,0.0,0.0,0.0,0.0,8.656,0.0,0.0,17.658,0.0,8.948,4.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.552,0.0,0.0
13,1897,3.189,4.86,0.0,11.757,0.0,6.668,0.0,4.69,0.0,10.564,0.0,15.042,2.599,5.571,7.361,7.21,11.232,4.801,1.429,0.0,47.211,51.661,49.538,0.0,0.0,6.649,0.0,14.078,20.645,10.064,2.534,0.0,43.479,0.0,43.792,0.0,0.0,0.0,0.0,9.395,0.0,14.732,2.812,0.0,0.0,18.695,0.0,7.646,2.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.165,0.0,0.0
14,1904,1.305,0.906,3.312,7.526,5.54,1.499,0.0,1.35,7.122,4.376,1.496,9.146,1.109,1.763,0.0,0.906,1.137,3.002,0.841,12.066,0.0,39.791,23.833,0.0,12.483,2.006,14.959,2.649,9.235,3.457,1.135,0.0,0.0,0.0,0.0,4.622,0.0,6.029,0.0,4.023,0.0,6.957,1.66,7.486,7.513,1.122,10.118,2.218,0.995,0.0,0.0,0.0,0.0,7.199,12.095,7.325,0.0,3.214,12.449,9.011
15,1912,4.733,2.341,0.0,8.978,6.877,2.539,1.371,2.449,0.0,10.195,6.031,6.357,2.283,3.529,5.231,2.109,35.689,8.524,1.501,16.856,41.183,54.441,0.0,0.0,0.0,4.171,16.156,14.444,6.921,9.743,4.748,0.0,0.0,0.0,0.0,0.0,3.802,0.0,0.0,0.0,0.0,0.0,5.215,14.727,0.0,7.041,0.0,18.014,2.457,0.0,0.0,36.656,0.0,14.422,0.0,16.671,0.0,5.39,42.789,22.391
16,1919,6.093,4.155,0.0,0.0,0.0,14.503,19.999,3.392,23.298,0.0,35.566,0.0,2.884,8.284,0.0,13.426,12.103,9.918,3.459,0.0,49.45,58.523,0.0,0.0,0.0,7.574,0.0,21.686,15.269,13.646,4.546,0.0,30.885,0.0,44.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.339,0.0,9.754,5.737,0.0,0.0,0.0,41.255,0.0,0.0,0.0,0.0,14.637,0.0,0.0
17,1927,5.245,4.741,0.0,16.749,14.379,9.498,2.357,4.592,30.525,18.565,8.622,0.0,5.682,15.299,0.0,7.345,11.336,10.232,4.09,27.117,61.264,68.263,53.118,0.0,54.942,9.1,27.369,22.063,17.376,10.032,6.529,0.0,0.0,0.0,55.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.279,0.0,0.0,8.411,0.0,10.196,4.275,31.837,43.44,44.683,51.1,30.331,0.0,22.882,0.0,17.113,36.689,0.0
18,1934,6.157,2.818,4.403,10.762,0.0,8.538,1.271,6.45,0.0,10.143,5.806,0.0,2.954,9.793,17.675,5.7,8.712,6.121,1.938,35.993,56.927,68.176,39.868,0.0,49.417,6.735,28.179,11.853,13.525,11.95,3.879,0.0,0.0,0.0,48.457,0.0,0.0,0.0,0.0,0.0,48.93,15.753,12.422,21.056,0.0,4.583,43.208,7.675,2.76,34.215,0.0,43.026,58.784,0.0,0.0,24.648,0.0,11.936,23.037,23.181
19,1941,6.475,1.973,9.244,11.841,4.09,3.676,1.706,1.893,17.398,22.946,2.228,4.806,2.07,7.056,15.881,2.555,5.611,13.713,1.611,19.063,52.302,58.506,21.369,19.677,30.757,2.266,19.833,12.723,6.983,9.045,4.301,0.0,0.0,0.0,45.255,17.645,6.82,16.995,0.0,0.0,0.0,27.477,3.704,0.0,0.0,4.847,0.0,6.264,3.239,27.185,0.0,34.599,56.102,17.013,19.435,19.769,0.0,13.852,0.0,28.361
20,1949,6.681,2.929,23.958,12.256,5.258,8.557,0.0,2.805,0.0,21.291,3.114,5.769,2.936,3.836,7.877,3.355,34.25,7.289,4.734,37.373,45.517,64.497,46.285,0.0,35.511,7.362,18.9,24.224,12.01,11.386,3.1,0.0,0.0,0.0,44.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.581,0.0,0.0,6.418,0.0,4.466,3.554,0.0,0.0,47.641,0.0,0.0,0.0,16.729,0.0,7.75,0.0,0.0
21,1956,6.351,3.903,19.356,12.31,4.141,5.788,1.741,3.562,23.185,18.027,3.712,9.609,5.108,5.517,0.0,4.755,34.676,5.025,4.741,30.593,59.029,55.033,38.917,23.663,41.163,9.799,25.31,16.207,7.045,9.573,4.752,0.0,0.0,0.0,0.0,0.0,1.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.192,0.0,5.299,4.255,41.165,40.742,37.624,47.076,25.345,0.0,20.802,0.0,13.35,0.0,18.619
22,1964,2.523,2.13,11.211,14.665,2.869,3.706,1.366,1.359,9.676,10.904,3.322,4.973,2.065,3.627,37.212,1.907,34.489,4.097,34.346,24.42,51.99,38.872,36.757,19.581,38.807,2.95,15.288,7.62,5.371,3.833,2.939,12.869,0.0,0.0,0.0,14.136,1.455,15.887,18.265,16.566,0.0,16.711,4.197,8.953,36.16,3.621,15.497,5.369,2.22,22.43,0.0,30.26,0.0,21.212,10.436,9.532,22.013,6.608,16.588,17.107
23,1971,8.18,7.002,13.454,10.121,5.821,5.273,1.661,6.238,20.595,16.56,6.244,11.09,5.781,5.415,7.055,5.685,10.615,11.495,4.021,33.066,58.396,59.315,42.012,23.459,43.859,10.573,23.098,16.982,10.868,10.832,5.685,0.0,0.0,33.339,0.0,5.335,5.301,0.0,31.306,32.334,0.0,15.763,7.24,0.0,0.0,6.813,0.0,5.867,7.337,36.649,36.917,54.332,47.165,23.953,25.038,19.357,31.385,12.079,0.0,21.533
24,1978,8.315,5.749,7.644,39.22,4.244,4.708,2.282,5.41,30.237,25.119,11.312,6.806,4.472,8.206,37.294,6.883,35.612,6.415,5.488,34.332,51.829,59.23,45.362,21.485,40.181,11.574,27.421,18.929,13.883,12.384,5.964,0.0,0.0,0.0,0.0,12.469,5.008,0.0,0.0,0.0,0.0,19.28,6.917,0.0,37.974,7.694,0.0,8.593,6.72,32.085,36.606,0.0,53.447,42.063,22.384,27.38,29.833,11.256,0.0,22.936
25,1986,12.041,19.503,21.196,13.701,5.585,7.252,2.327,6.593,0.0,25.843,0.0,10.505,10.193,10.496,3.109,6.544,12.268,7.187,35.176,29.714,50.017,47.515,0.0,39.858,38.274,8.144,27.851,29.968,14.644,12.321,14.344,0.0,0.0,0.0,0.0,16.096,10.446,0.0,0.0,0.0,45.941,0.0,9.862,0.0,0.0,9.416,0.0,11.514,0.0,34.66,0.0,51.86,49.673,29.244,0.0,15.336,0.0,19.964,0.0,0.0
26,1993,21.638,11.33,0.0,0.0,10.19,11.887,4.688,0.0,0.0,0.0,0.0,0.0,8.121,0.0,0.49,12.093,2.112,4.532,10.608,38.143,55.776,66.84,50.439,0.0,44.623,26.453,23.698,31.431,23.117,17.414,16.788,0.0,0.0,0.0,0.0,18.929,0.0,0.0,0.0,0.0,0.0,30.203,0.0,0.0,0.0,9.876,0.0,12.48,0.0,43.415,0.0,52.659,52.63,0.0,0.0,0.0,0.0,0.0,0.0,16.285
27,2001,11.321,6.716,10.136,21.878,3.768,5.18,3.009,4.556,19.295,9.23,8.943,6.547,6.121,9.723,0.34,3.942,4.953,8.695,5.173,35.836,67.4,65.277,32.461,20.512,44.549,17.052,19.088,26.396,13.982,21.272,7.783,0.0,0.0,0.0,0.0,10.29,7.245,0.0,0.0,0.0,0.0,12.186,6.807,0.0,35.73,3.043,0.0,6.74,4.335,41.705,0.0,48.726,50.107,25.161,0.0,0.0,38.636,21.881,0.0,17.794
28,2008,9.03,5.939,0.0,26.693,4.199,4.994,0.0,6.326,16.69,21.168,9.278,14.999,7.995,7.186,35.239,7.268,34.597,35.231,8.984,33.685,49.487,47.581,45.786,17.786,46.245,27.377,32.433,29.929,23.955,20.813,6.98,0.0,0.0,0.0,0.0,13.664,8.152,0.0,0.0,0.0,0.0,15.085,7.475,0.0,34.641,7.473,0.0,36.235,5.812,44.777,55.955,49.101,57.252,30.815,0.0,0.0,0.0,0.0,46.355,16.55
29,2016,11.169,19.652,0.0,0.0,5.414,13.666,2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.667,39.816,0.0,21.041,10.312,40.049,59.497,51.541,54.151,0.0,43.846,39.548,40.848,61.627,30.228,0.0,14.269,0.0,0.0,0.0,0.0,0.0,6.21,0.0,0.0,0.0,0.0,17.62,5.627,0.0,0.0,11.127,0.0,10.962,3.658,61.823,0.0,46.595,61.278,0.0,0.0,46.923,0.0,0.0,46.18,41.438
