,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
10,1875,97.601,99.798,17.51,99.974,17.112,15.862,17.297,15.958,15.455,99.992,15.693,95.774,99.749,79.76,10.727,16.166,11.059,43.085,48.085,99.644,14.952,99.92,99.612,98.895,99.748,99.843,99.832,99.969,99.806,99.696,99.919,18.087,17.142,18.877,17.744,15.66,16.43,99.995,18.651,99.952,16.954,17.219,17.261,94.643,36.334,76.104,8.903,31.744,23.06,99.967,96.479,99.333,99.831,96.702,99.504,99.944,97.502,99.872,99.894,97.942
11,1882,95.347,17.148,16.335,99.958,16.796,14.976,16.316,15.723,15.281,99.99,15.42,91.769,99.475,73.094,7.481,85.819,9.664,29.873,27.373,99.047,97.618,99.872,99.332,96.833,99.481,99.659,99.576,99.924,99.534,99.54,99.829,17.531,16.482,98.936,17.101,15.075,14.894,99.991,17.414,99.948,14.988,16.208,16.241,91.028,17.476,62.234,36.813,17.87,7.169,99.954,93.495,98.939,15.335,93.462,95.462,99.952,96.439,99.786,99.757,96.575
12,1889,94.228,99.754,16.008,99.944,15.93,15.014,16.252,15.518,99.209,99.98,15.053,97.571,99.671,82.843,43.373,92.579,10.672,36.452,42.058,15.023,14.525,99.848,15.008,97.739,98.269,99.844,99.104,99.868,99.325,99.483,99.703,16.443,16.077,96.432,16.725,15.029,15.703,16.3,17.326,18.272,15.929,15.974,16.706,90.038,16.514,59.229,28.792,18.765,7.596,99.94,14.616,98.927,15.352,92.832,93.88,99.907,15.544,99.417,15.784,95.42
13,1897,15.775,99.896,16.094,18.232,16.097,15.381,16.031,15.632,15.119,99.991,15.164,99.364,15.241,95.87,13.192,16.205,13.935,9.037,12.039,15.46,14.737,99.922,15.364,99.181,15.272,99.957,99.825,99.965,99.811,99.878,99.948,17.209,16.318,17.831,17.664,15.976,17.142,15.863,16.815,18.586,15.749,15.773,16.046,97.913,7.882,88.411,11.727,45.754,39.969,99.973,14.979,15.44,15.542,98.067,15.19,99.928,16.186,99.903,16.053,15.799
14,1904,99.549,99.972,16.539,99.991,16.263,99.533,16.45,99.991,99.927,99.996,15.487,99.872,99.971,90.67,12.304,15.737,13.989,79.861,12.413,99.906,14.939,99.978,99.913,99.775,99.948,99.971,99.926,99.988,99.954,99.95,99.951,16.216,16.238,99.294,17.204,15.481,16.33,16.372,16.963,18.738,16.386,15.806,16.16,98.336,7.629,93.357,12.763,47.189,8.256,99.987,15.445,99.907,15.96,98.489,15.296,99.947,98.733,99.963,16.782,98.884
15,1912,16.588,99.921,16.032,19.237,15.833,15.379,16.508,99.959,14.909,99.987,15.043,99.556,15.423,83.979,10.317,15.299,13.273,7.76,11.309,15.423,14.727,15.644,15.153,99.445,99.825,99.939,99.644,99.951,99.652,99.832,99.941,16.677,15.636,17.459,15.928,14.927,15.321,15.576,16.016,18.556,15.273,15.723,15.688,95.912,37.52,82.841,9.198,33.834,21.447,99.953,15.235,99.484,15.425,97.955,15.427,99.931,15.993,99.874,16.13,97.706
16,1919,15.503,16.444,15.796,17.914,15.854,15.228,16.546,15.257,14.922,99.972,15.111,14.874,15.316,12.807,11.791,14.668,12.993,10.931,9.102,15.079,14.556,15.528,14.842,14.734,14.739,99.835,98.275,99.891,15.015,98.834,99.82,15.668,15.906,16.689,14.99,14.652,14.2,15.381,15.876,16.905,14.152,15.182,14.97,96.33,45.597,73.091,34.454,37.822,14.534,15.186,14.666,15.229,14.489,14.373,14.538,99.827,15.606,99.455,14.535,14.79
17,1927,16.09,99.969,16.613,18.603,16.724,16.158,16.737,99.986,99.846,99.987,15.386,99.758,99.963,95.088,12.908,15.764,14.361,13.256,12.568,15.411,14.996,99.952,15.516,99.639,15.432,99.951,99.756,99.952,99.645,99.738,99.919,19.144,16.789,18.917,18.325,15.829,16.66,16.252,16.842,19.322,15.888,16.143,15.897,98.956,9.861,93.846,13.152,61.183,46.976,99.973,15.285,99.82,15.858,98.561,15.407,99.952,16.101,99.881,16.562,98.392
18,1934,15.932,16.738,16.787,18.621,16.573,16.013,16.752,99.99,14.958,99.995,15.361,99.791,15.429,89.783,10.863,16.109,13.328,10.601,10.41,99.83,15.04,99.978,15.669,99.802,15.389,99.964,99.896,99.989,99.917,99.884,99.935,17.328,16.009,18.369,17.879,15.322,16.06,15.821,16.608,19.53,16.086,16.243,15.806,97.521,8.673,89.846,12.85,7.821,35.564,99.988,15.248,15.81,15.926,15.068,15.424,99.984,16.261,99.935,16.485,98.957
19,1941,16.034,16.704,16.563,99.995,16.576,16.309,16.762,99.995,15.098,99.996,15.332,99.98,15.468,99.073,14.292,16.479,14.865,97.867,14.822,15.758,15.366,99.991,15.82,15.536,15.436,99.99,99.975,99.996,99.964,99.978,99.991,17.379,17.182,19.537,18.065,15.83,16.569,99.996,16.764,19.195,15.589,16.11,15.893,99.66,13.637,99.115,14.358,12.912,11.981,99.992,15.621,99.967,15.754,99.741,15.568,99.994,16.495,99.986,16.277,99.927
20,1949,99.784,17.426,17.186,19.121,17.097,16.514,16.732,99.996,15.474,99.997,15.799,99.967,99.989,14.394,14.087,16.818,14.661,14.177,14.395,99.963,15.305,99.989,15.806,99.948,99.978,99.982,99.94,99.995,99.971,99.978,99.988,17.519,16.935,19.042,17.779,16.063,17.635,16.14,17.112,19.969,15.987,16.9,16.005,14.498,12.179,98.493,14.199,83.377,10.699,99.991,15.531,99.953,16.217,15.405,15.641,99.987,16.344,99.973,16.648,16.158
21,1956,15.705,16.336,16.032,18.304,16.587,16.114,16.403,99.993,14.875,99.996,15.493,99.943,15.294,13.852,13.4,15.872,14.198,13.198,13.908,15.372,14.854,15.986,15.579,99.897,99.959,99.965,99.935,99.995,99.944,99.972,99.975,16.739,16.378,18.377,18.742,15.318,16.81,15.544,16.518,19.422,16.082,16.249,15.721,14.367,11.555,97.64,14.24,11.526,11.3,99.992,15.178,99.945,15.858,15.196,15.29,99.989,15.899,99.977,16.57,99.64
22,1964,15.298,15.973,15.265,17.354,15.761,15.482,15.62,15.016,14.695,99.996,14.846,99.931,14.973,13.42,12.893,15.581,12.725,12.52,12.656,15.075,14.731,15.338,15.005,14.695,14.864,99.948,99.885,99.992,15.266,99.942,99.949,15.6,15.251,17.42,16.099,14.606,14.411,15.096,15.56,17.863,15.037,15.424,14.897,13.752,10.145,95.369,12.752,8.951,40.845,99.988,14.85,99.928,15.092,14.691,14.778,99.979,15.23,99.969,15.575,99.479
23,1971,15.296,15.955,15.612,17.605,15.968,15.6,15.858,99.992,14.866,99.993,14.749,99.974,99.99,14.113,13.703,15.893,14.258,14.05,14.414,14.89,14.648,15.483,14.986,99.9,14.731,99.954,99.813,99.98,99.851,99.895,99.98,16.447,16.228,17.354,16.136,15.241,15.279,15.357,16.289,17.441,14.828,15.817,15.087,14.273,13.49,14.826,13.883,11.185,10.612,15.274,15.073,15.179,15.173,99.457,15.008,99.979,15.558,99.941,15.37,99.683
24,1978,15.461,16.132,15.545,17.875,16.191,15.609,15.95,15.216,14.823,99.993,14.919,99.928,15.161,14.003,13.265,15.904,14.253,13.693,13.812,15.123,14.822,15.694,15.316,14.795,15.034,99.928,99.789,99.98,99.876,99.925,99.954,16.414,15.8,17.64,16.862,15.094,14.709,15.934,15.817,17.813,15.045,15.695,15.016,14.29,12.787,14.574,14.012,10.03,9.13,15.466,15.027,15.333,15.474,14.961,14.998,99.983,15.602,99.943,16.074,15.184
25,1986,15.643,16.302,15.814,18.234,16.421,15.96,15.959,15.063,14.973,17.584,15.518,99.928,15.271,13.823,13.017,15.547,13.86,13.006,13.416,15.375,15.0,16.049,15.443,14.992,15.313,99.913,99.796,99.986,15.926,99.887,99.953,16.296,15.708,17.988,17.625,15.229,14.513,15.102,15.566,18.204,15.214,15.941,15.196,13.736,11.31,14.551,12.999,9.826,48.884,15.731,15.208,15.632,15.755,15.148,15.255,99.973,15.761,18.143,17.056,15.719
26,1993,15.664,16.347,15.906,17.816,16.59,15.85,15.896,15.135,15.09,17.148,15.14,15.059,15.133,13.627,13.471,15.497,14.134,13.318,13.492,15.301,14.864,15.981,15.396,14.952,15.204,99.93,14.774,99.975,15.679,14.952,15.261,17.749,15.701,18.935,17.294,15.133,14.179,15.304,15.872,17.915,15.343,15.772,15.051,14.098,13.109,14.618,13.354,12.373,9.298,15.964,15.382,15.787,15.912,15.327,15.234,99.973,15.914,17.5,16.685,15.637
27,2001,16.218,16.389,15.981,17.933,16.322,15.887,15.879,15.665,15.403,17.645,15.715,14.981,15.55,14.541,14.045,16.129,14.999,14.157,14.028,15.436,15.216,16.504,15.566,15.077,15.435,99.97,15.113,99.982,16.406,15.34,15.565,18.29,16.292,18.312,18.329,16.53,14.484,15.552,16.321,18.315,15.448,16.685,15.236,14.789,13.348,15.19,14.528,13.325,9.661,16.286,15.822,16.044,15.983,15.791,15.44,18.409,16.317,99.949,17.174,15.924
28,2008,16.018,16.381,15.655,17.375,15.85,15.604,15.698,15.554,15.019,16.88,15.263,14.887,15.292,14.042,13.434,15.357,14.589,12.467,11.741,15.291,14.667,16.395,15.614,14.882,15.445,99.954,15.008,99.963,16.161,15.203,15.373,16.399,15.472,17.122,17.064,14.664,13.73,15.172,16.004,18.736,15.339,15.775,15.096,14.06,10.506,14.467,13.764,10.513,43.595,15.907,15.869,15.68,15.571,15.296,15.467,17.96,16.205,99.915,16.78,15.79
29,2016,16.134,16.034,15.397,16.7,15.367,15.144,15.446,15.152,15.02,16.864,14.987,14.639,15.175,12.759,12.131,14.019,13.962,11.553,9.617,15.355,14.65,16.804,15.703,14.984,15.434,16.42,14.997,17.044,16.318,15.189,15.459,15.212,13.938,14.948,16.027,13.332,47.691,14.917,15.787,16.992,14.953,16.015,14.37,11.991,9.937,9.805,12.906,9.734,16.715,15.518,15.641,15.664,15.588,14.823,15.169,16.932,16.955,17.656,16.503,15.58
